6.856667183312702141e-02 2.441294067092082964e-01 4.156109430394153037e+00 2.043923156822335593e-02 1.684179795250461797e+00 6.938155918421500701e+00 4.968670064355403815e-01 6.224902539216540909e+00
1.842512859220171717e-03 1.333962853196633998e-02 1.154511989235933039e-01 5.837118915538510588e-01 3.787972442881004653e-01 6.896782263488429265e+00 6.499702771905788268e+00 1.069730070890116913e+01
1.110849814140420638e-01 7.904639134896025709e-02 1.585821793442279137e-01 2.112452550351106295e-01 5.894689054221128544e+00 5.664350596392841553e+00 1.874382463191246254e-02 1.042878139420218986e+01
1.020860558841311522e-01 8.083371505437189630e-02 3.259350037878664619e+00 4.114331273944334955e-01 3.957610866935685756e+00 1.966856449212963098e-01 6.597307889368980049e+00 9.055049418633227987e+00
5.953247221202178086e-01 1.584661673029777174e-01 3.534509518546106399e+00 4.196157248242976756e+00 4.253551194098854182e+00 1.443788877864118358e-01 2.390424882443215271e+00 4.453069617309371786e+00
2.967883970768558227e-02 1.616820465990957689e-01 4.580372493126546596e-01 2.126413560913895662e+00 6.525069175058415993e+00 5.048472248846585408e+00 4.846825434088026796e+00 7.138460131061155955e+00
2.486835881956108163e-01 6.397400510204034885e-02 9.312672622765523489e-02 2.831752078148652263e+00 3.814726485636079634e+00 1.013369820703551127e+01 1.322116976262206200e-01 2.419981452068496654e-03
3.265560745892133465e-02 2.858971912148560723e-01 4.200953116837260026e+00 4.320610836145313272e+00 6.349989865159730851e-01 2.642637329112473399e+00 3.459436794219788336e+00 5.037618316373811744e+00
8.821289360828713649e-03 7.186197198741258764e-03 4.078867070146121460e-03 2.162242807730907490e+00 7.801316550861832511e+00 4.309892739530753886e-02 5.918105511226122495e+00 5.978379192848463752e+00
5.971031699804878468e-01 1.589395624194470946e-01 3.545068362579956833e+00 4.208692670680864722e+00 5.314512732576829102e+00 1.526882921430682827e-01 1.611652579773538985e-01 4.198669692177857127e-01
8.050633757742042471e-03 6.053632114083247473e-02 1.580947848587765936e-02 2.520644463154232962e-01 4.704031532660970960e+00 7.969191129374923577e+00 8.120580236330807722e+00 2.419981452068496654e-03
5.463522367449404893e-01 2.713631043374291618e+00 1.792503686840758448e+00 9.943499977130506077e-05 5.030653961202206759e+00 1.098081347357931781e-01 2.209764888092215218e-02 5.605135234925458398e+00
5.507881611335493227e-02 4.535515930310826671e-02 4.204324517164149955e-02 5.707071934458657347e-02 8.189388136048830091e+00 2.004377048357609478e-02 1.001194222356430741e+00 9.096604599876583208e+00
2.678418316906158725e-01 2.285701699287722988e-01 3.890757195609125581e-03 3.810132968364323119e-03 4.136978948715948512e+00 3.348937861534051486e-02 9.195429571661138723e+00 9.814115593863004250e+00
2.269714240106210090e-01 1.271133476245502214e+00 3.990354891954240202e+00 5.501255239862658242e-02 3.025355266874731400e-02 6.770405546082673531e+00 3.838199873309980248e+00 3.588080419792843756e+00
2.416769464537762147e-01 5.356657851343798321e-02 3.798066716952565036e-01 4.492646877345030987e+00 1.725500292981078671e-03 7.387630088086241997e+00 2.054439329142622839e+00 8.241115665511269839e+00
1.313541873319718833e+00 1.299893905771349001e+00 1.286616068555742620e+00 2.247824338918277542e-01 5.188355040993405609e+00 9.199353659652344251e-02 4.356194921763918870e+00 3.585010397458319176e+00
2.115344952153277724e-01 2.753292539392289573e+00 4.869332004412219028e-01 2.259368026358861692e-01 1.231293545259424693e+00 7.610887994297685921e+00 4.203083238213785044e+00 1.487799155916021132e-01
2.849804710617013237e-01 1.185288245484067832e-01 2.209378270082764661e+00 3.671295649299622266e+00 4.076956339827424447e-01 3.120143774075877230e-02 1.702286044950867272e-01 1.270775156029784192e+01
1.413261936447088862e-01 2.821546474586867359e-01 2.884767649623129482e-02 1.979236142521513808e-01 3.668622391549634099e+00 2.761934181028415924e+00 1.226997175060699163e+01 2.937655844584590170e+00
1.004817763556203197e-01 6.282174959104969147e-02 2.748982896745716040e-02 2.097005565984419728e-01 5.804237148750596376e+00 1.393497943051505539e+00 8.721812141388111117e-01 1.282261317285029989e+01
6.815072592996675171e-02 3.777874630280394358e-02 1.067666996470192919e-01 1.235790411634098529e+00 4.645150951565973685e+00 5.952698919682755663e-02 1.219504698711173774e+01 1.346321852434635008e-02
1.385866180211861240e-02 9.368373651620685513e-03 6.182664542640035898e-02 5.679609357899253474e+00 4.671503487820292122e+00 4.436811735316750771e-02 5.199886940570379146e+00 5.978379192848463752e+00
9.355661067393375441e-02 2.631380167384393953e+00 1.606446389654208051e+00 8.973558781962203237e-05 2.582892808359483761e-01 8.016347037227625094e+00 1.180379423842057851e-01 3.445225998851233040e+00
8.841375799303191618e-02 2.917539960507159816e-02 1.003196886064556675e-01 7.254577690754088870e+00 1.950398300268083807e+00 4.418767669009761256e+00 5.857825997345826874e-01 1.901517408659198979e-02
7.993021673551035933e-02 2.726628781953861769e-02 7.257509900914088652e-02 7.992724544406175191e+00 2.930855649853069799e-03 5.105699992427645273e-02 3.383502246473441000e-02 3.208808314813464679e-02
9.265709165438623662e-02 5.249737972726323809e-01 1.394247690436117570e-01 6.590884424731581426e+00 4.710572900477560943e+00 2.394864978657110122e+00 4.632287286670305204e-01 3.140398783176259645e+00
1.188971364811972076e-01 4.743971993476467364e-02 3.367136662884765569e-02 5.010027858982581961e+00 3.860206274535525672e+00 4.004961993044973134e+00 3.821108196191561390e+00 8.301628876883988539e+00
1.209247734040858795e-03 1.642918798434760477e-02 7.113663269912136322e-02 3.736496936195332186e+00 6.273194129308006239e+00 3.191074551393350056e+00 3.905176666259304596e-01 9.003785453897812374e+00
2.585676844231616367e-01 3.173548054159467703e-03 3.838906370281142788e+00 1.324230775944801597e-01 4.005935391096337561e+00 7.514714722359281396e+00 8.360060936903740414e-02 2.317195870697851934e+00
4.378134335152296212e-03 3.125129351993932714e-02 1.677401248924930560e-02 7.957229343846411451e-02 6.386240897907029535e+00 7.150194848308790707e-01 5.527540625345629621e+00 1.052296622989469910e+01
5.294839616166560452e-03 8.035631401465469226e-02 2.396153940669531468e-01 3.251593408901542137e+00 8.275250497456150545e-02 3.347068541698318356e+00 4.439960774828453971e+00 1.294270078633483401e+01
1.377309779742557361e-01 3.309515155037241058e-02 6.397553487387985707e-04 4.915421487444238124e+00 1.845684290497379620e-03 7.902190948938926596e+00 4.767743511271412160e+00 4.173762955017211063e+00
1.633429944545415013e+00 1.992205091697392960e-01 5.947435643743342881e-01 3.198108217033655443e+00 1.418538689329225111e-01 4.692896491996665809e+00 1.229664748379581063e+00 3.337142690502566816e-02
1.711657985549146568e-02 1.343260626847343264e+00 2.830889107447850606e+00 5.848796774038460100e+00 4.043222227419310776e-03 2.751699659619841309e+00 7.796250505094515920e-03 4.452955215563026314e+00
8.618945815457796158e-03 3.943000046116113683e-02 2.586940553531221279e-02 4.352695882078162271e+00 3.598136473886398568e-01 6.933323786006704292e-01 1.107115394651079932e+01 4.347841033003292388e+00
6.487477185130258173e-02 4.280409213313128847e-01 2.009251708034434980e+00 5.776189762426033741e-02 3.307096923906651664e+00 4.019975521626927062e+00 9.460214677075613920e+00 7.103351060262166783e+00
9.062596751168147668e-03 1.414715414561285689e+00 8.533207625273180330e-01 2.560581959134975993e-01 4.298022446077112591e+00 6.425759205009795139e+00 3.464668269171347070e+00 9.064059385179746187e+00
1.129775387620114702e-01 1.416056705670738269e+00 3.355897150563154518e+00 5.613007763417072749e-01 4.585622405008339675e-02 5.447282525777463746e+00 7.944397782152713638e+00 2.561770269215090323e+00
3.350858231663014254e-03 2.224301453098822753e-02 7.735464298015803063e-03 2.366572536281573491e+00 8.618897448607636846e+00 9.681339235902590712e-01 5.650623577258158114e+00 2.179257220408599149e-01
4.124442074213183762e-01 2.721288931035208858e+00 7.487450614062726717e-02 1.163253015356543324e-01 6.660083250441902081e+00 1.786065511367688693e-02 3.152258726617916285e+00 1.813987025309567137e-03
5.441494724403602053e-03 6.495506863739369807e-02 7.873496575463680980e-01 4.637266430392757321e+00 5.479355756342446426e+00 6.875310580131634097e+00 5.032705525077642295e-02 2.146367880763420555e+00
8.025540886779357341e-02 3.811343721136672524e+00 2.773915695548218041e-01 2.201702756302036601e+00 3.342871007311048470e-01 1.205984684495391424e-01 3.460750932826495044e-05 1.707993645651303627e+00
2.601424011906097733e-01 3.385963748600953949e+00 5.988241863496753803e-01 2.778541735956521208e-01 1.514228963499451908e+00 3.182406269886556949e+00 4.033608093687186980e+00 4.499871645075249837e+00
