4.025860329944780727e-03 1.919411743885769336e-02 6.222391222959838819e-02 1.276149257387867997e-01 2.114450319116324417e-01 9.664635025968921767e-01 2.258729946158750668e-01 1.164998609006455466e+00 9.190311534799334936e+00 1.157480847602305474e+01 1.610707000522377141e+00 1.490729452675124378e+01 4.639981933620369592e-01
1.735854316302430482e-04 2.761361416858816933e-03 2.995264456544673680e-03 8.745672510903336472e-03 2.331182319867482200e-02 4.038402983042375938e-02 2.133855922318678849e-02 9.234712178921594017e+00 6.381272394945973758e+00 5.549259216766336600e+00 5.423221824006643210e-01 1.634014334737734941e+01 1.599300456978391127e-01
4.545749670480939142e-02 1.667534918308191949e-01 4.515204816818837452e-01 1.107823377798481612e+00 3.145379173477499402e-01 4.517360420573091062e-01 8.053863715891314001e-01 8.677234294384697511e-02 1.188378365926066316e+01 4.528386233482308842e-01 2.599266270665512649e-02 1.449787607722305793e+01 1.058870462811495372e+01
8.799859588913482369e-03 4.615315797862765482e-03 4.960699883891181439e-02 8.981105319127308251e-02 6.608905932126010740e-02 1.152293224948771622e+00 2.168498223901244693e+00 8.235786464521982708e+00 1.165609201185842636e+01 2.749145021646193232e+00 4.580427868892216203e-01 1.239579085465351976e-01 1.333081390720668225e+01
4.463068561446855570e-02 2.807366845073133374e-02 8.563617038996820807e-02 2.867581464898764643e-01 7.535482054181983358e-01 7.386906577151718167e+00 3.543296730741786416e+00 9.473265374623835555e+00 7.748245249744218910e+00 1.114271947672971358e-01 3.499898241258386222e-01 2.749494123012528490e+00 1.566512655996547820e-01
1.621177897627150075e-02 8.502690169614812027e-03 9.057849241898535686e-02 1.558376039300367888e-01 1.173037386183581887e-01 1.287664193707020122e+00 2.473104321254588900e+00 9.392656572112066726e+00 1.350625836381453837e+01 3.164739781307201572e+00 5.272861990893159545e-01 1.370884909058467105e-01 3.958511733179794767e+00
8.645694581268579377e-05 8.294005563327479843e-04 2.259069734177541078e-03 1.583429508472705910e-03 8.440543244149863525e-03 3.656039143962825852e-03 8.031665713974149412e+00 1.114892843399291600e+01 2.223915899132991481e+00 6.045529752734299378e-02 3.332934661156709222e+00 9.201934617085413493e+00 2.667993996383087874e-01
6.001417080648129444e-04 1.660714619833084799e-02 5.430057345152991544e-02 1.259777449346296541e-01 1.642709190472985137e-01 3.287027077190458613e-01 7.809885224792722331e-04 4.028563970172281294e+00 2.226938751542164585e+00 2.425532378863790584e-01 1.843793861756329200e+00 1.427172721404186895e+01 1.944175176911237912e+01
1.959679189277522063e-02 1.221939875989259267e-02 6.504610872578224512e-02 3.647002539281055666e-01 1.041145053451890234e+00 7.211723864812741525e+00 5.058120308193879699e-01 8.780614218147997363e+00 4.079943058417687118e-01 3.639324259448418197e-01 5.259912625319957513e+00 1.176432926425845793e-01 1.338886994415101483e+01
1.331953423253720917e-02 5.729863269373111460e-03 7.363128386082180843e-02 1.223157768864371192e-01 9.353057713765357273e-02 1.389108667524866725e+00 2.627618630753959295e+00 9.979489821373622505e+00 2.047022990143428256e+00 2.147399442217656329e+00 3.629871799679477706e-01 9.437259083571419849e-02 1.905432558220070405e+01
1.544236985574372865e-04 2.244602611066922378e-03 4.682977905265139212e-02 7.550666604612389643e-02 5.944141590522331736e-02 8.050167471260452956e+00 4.564800425286255070e+00 4.560417867462480956e-03 7.809675663515006083e-02 1.229404226263143052e+01 4.307200705121988271e+00 3.820663117044841017e-02 4.292309464080765302e+00
1.190533827226750553e-03 9.094325893335166583e-03 1.144311640538853321e-02 3.387785732583838832e-02 7.978939087200698221e-02 8.865683046512151222e+00 4.147094021029404942e+00 8.220202497050683732e+00 1.719949457825405703e-01 5.826848032494654106e+00 2.944322477280831296e-01 2.517153238511067245e-02 3.412119170270356605e+00
1.555879887865007022e-04 3.877900876375775323e-04 1.197811155410624055e-03 3.838178990924930901e-03 7.545988260939098802e-02 3.640932346850239032e+00 3.499588249077733249e+00 8.658559422345890599e-01 4.911257989075022756e+00 2.664140199184870550e+00 7.844075312044719972e+00 5.065919506036509201e-01 2.051708215817882319e+01
1.124680574528202567e-02 2.305382963466871549e-01 1.382565861272304852e+00 3.031897714627253215e+00 5.974211800895499636e+00 2.253431531688489253e-02 1.908248004819145471e+00 3.285685925926813411e-01 3.829691043454892085e+00 8.623599918231423800e+00 5.060283576085814694e+00 4.260490545023951636e-01 9.714337930527127796e+00
1.403585714912312064e-02 4.814508975466837148e-02 1.211666587462394834e-01 1.828420950037025761e-01 7.662633771519007375e-01 3.363437705910005127e-01 2.518051183589656183e+00 1.324374354589525238e+00 1.241978158880527161e+01 1.257138410515484850e+01 6.267813084517248612e-01 6.831149613519382768e+00 7.368357011822890268e-02
4.358713410947256256e-02 1.475880741730559165e-02 2.536385512497525002e-02 2.417619246122096610e-01 6.291001481399732809e-02 1.655114677714956684e-01 7.232373304285022897e+00 3.217267124901643793e+00 4.021173075132037505e-02 3.494208235705969501e-01 1.369779897685828196e+01 4.782237816828565080e-01 1.430406751772946983e+01
7.225849741403020257e-04 1.140994755953065633e-02 2.974908282247082716e-02 6.395216483919349826e-02 1.240517894217802175e-01 1.341568661751447067e+00 7.016772067833143112e+00 7.731643630834931891e+00 1.759336301673350755e+00 1.235941957941492642e-01 2.195096088881071328e+00 1.504387019170616924e+01 7.803554037999425930e+00
7.106578716683004289e-03 9.828232306835381349e-02 2.542868834926910626e+00 3.715292755276116576e+00 9.377029418113254078e-01 2.330379658876916338e+00 1.797988090297142127e+00 3.103013890733911651e-01 5.722695394392749435e+00 1.210716042775883139e+01 5.509111958715251944e+00 4.447736683225413934e-01 2.616428051812933475e+00
1.627931884344259450e-02 9.207853308741732051e-03 8.437895235628675716e-02 1.981363021663902768e-01 5.668532410313472658e-01 1.001957048802804007e+00 4.316367872070800416e-01 8.858146887900899547e-01 1.251737763496786116e+01 6.425337548319215442e-01 1.528806743717381345e+01 3.054696400564918868e+00 8.957204825268014758e-01
2.175799188681750568e-02 1.314924741991947352e-02 6.061141518794078975e-02 2.339371942609921040e-01 3.711047911345926598e-01 2.750708650989285298e-01 3.379822826113205281e+00 1.510085148065416405e+01 2.184468329610303794e+00 3.370791254850038055e+00 1.516558804315616626e+00 2.136092268608665301e-01 5.326338741562981934e-03
2.492037379585513787e-02 3.025163709346454649e-02 8.380568438285646016e-02 1.309403956012750170e-01 9.160428853330629395e-02 3.527143158402409884e-02 1.449998026436691845e+00 8.450118888187382993e+00 3.536365236726231598e-01 8.881433631158071051e+00 1.455062973651864944e+01 6.552660942382494191e+00 8.902687281827374732e-02
2.274734129157912274e-02 9.154666633081646188e-01 6.543089328329564358e-01 3.180640450713315914e+00 4.022151369159482903e-01 4.409993076331650386e+00 8.033693578065836949e-01 2.884015342644862256e-01 1.356797524320954373e+01 6.141776101307108160e-01 5.116330775894376570e-01 2.166181121901138984e-01 6.754647034792716553e+00
7.319592898131075569e-04 1.688112260643492108e-03 6.768615706922014377e-03 1.927267517095095431e-02 3.081850625520996673e-02 7.103941234460611764e-02 3.266864117754399166e-02 3.691461129080061965e-02 6.824923365882588078e-01 8.947233427964105701e+00 5.452577310248963194e+00 7.059949335046420416e+00 2.096844065666698853e+01
5.416624328541301894e-04 7.479946562445490693e-03 8.542378902454869638e-02 1.507768064570098876e-01 4.981343589804020922e-01 8.266451359349108463e-01 9.544888576334784602e+00 2.131186241866683539e-01 1.109000595941708767e+01 4.848646666644108372e+00 9.709178068805790485e-01 7.072867573838627742e+00 1.823599630202832889e-01
8.388223025885782440e-04 2.493016787134730988e-02 3.153791085816561313e-01 6.917098898918343508e-01 2.009077457353046492e-01 7.593490361578049130e-01 6.296876776582973179e+00 3.321038223287911496e-04 5.004886486444151572e+00 8.802446052945484212e+00 1.455062303836436399e+01 6.552657925967757535e+00 9.245619853660597132e-02
3.172008963840757022e-04 2.409893051665488485e-03 5.551497732825554435e-03 1.518415207374592457e+00 2.446280886377285857e-01 7.883698316776523995e-01 8.412579914260193137e-02 1.151377279868927062e+01 2.671435824915976281e-02 1.067434384303954431e+01 5.044047267138245694e+00 7.726041048568022873e+00 2.952348610342320212e-01
5.308686166622778903e-03 7.413185204258768146e-02 8.195792076338100085e-02 1.221643808255554520e+00 2.820746582963904459e+00 8.523834285867666338e-01 2.985203289258254317e-02 1.636749817838504262e+00 5.384721148320799344e-02 1.700458692135957151e+01 2.050642782613432830e-02 2.351448898815569510e+00 1.002143449486064775e+01
3.327665135338277180e-02 2.556156411043597476e-01 1.506021596800001916e+00 3.399375763480338541e+00 8.691727874034735901e-01 5.631700748401060608e+00 1.555489663873618755e-01 3.887548497112711665e+00 3.918803056883223834e-01 1.044551587275629068e+01 9.768782650428919911e-01 1.005071386841906822e+01 3.132985451335340343e+00
3.411229048046903745e-01 1.816206320808245955e+00 6.998321497864292695e-01 5.104702993221410523e+00 1.722250141021973491e+00 2.679872880028336013e+00 1.040460418637467917e-02 5.683481537825949559e-01 1.388268272980581086e+00 3.491210693172736690e+00 5.473301613533463339e+00 9.745112597793335496e+00 1.288999629391955094e-02
5.608700046170129322e-02 3.557621757144618924e-02 1.321404682975957923e-01 3.791357212698283630e-01 5.652284562502478238e+00 9.478234030888026407e-01 6.257931068313354883e-01 3.244770693375912618e+00 1.910000053373495099e+00 8.842017457221416521e+00 7.886275874453045454e+00 1.297540299470781378e+01 1.865033703427042555e-01
7.224040512814326742e-03 2.326872258094772605e-02 1.930866532285554493e-01 3.683704108234758245e-01 1.184743458730495247e+00 7.109823754017991604e+00 7.876188229399491147e-01 5.534796556304713011e-01 7.357068039482625110e+00 8.917627094593273185e+00 1.037106452350024810e+01 1.925161189444307253e+00 4.710930008491917675e+00
2.134379534073954383e-03 4.691770633829946829e-02 5.586972035268942260e-01 1.473397843019842446e+00 2.584190901429896936e+00 9.961883596826071496e+00 3.625884640662513370e+00 2.234572961805898039e+00 7.436538092740403727e-02 1.670440629569962532e-01 1.738313777680155603e+00 3.282552448436075743e+00 7.787444664653784265e+00
2.317199114469796310e-03 2.050937575401098889e-01 1.766069326772300663e+00 1.801348225396671721e+00 6.605054787917968184e+00 3.139371724265917152e+00 3.703140302663189942e+00 6.045167469437976449e-01 3.660106457507470434e-01 9.585786473007555486e+00 4.289132974253836217e+00 2.834992877332756844e+00 1.113007527676592501e+00
2.400620248932450740e-01 1.421328792215903469e+00 1.070934688644640254e+00 4.201244173139537352e+00 1.279470598009329496e+00 1.372048229808862541e+00 9.265835316879994510e-01 1.431500738557867081e-02 7.143972940905887192e+00 4.470648436570838768e-01 2.208247010871309535e-01 1.438259362046297696e+01 6.421541024843913092e-01
5.866853148547490279e-04 9.768637585717518043e-03 1.564615232711661363e-01 1.064635161169223548e-01 2.124471681935044820e-01 2.874629744768036343e-01 5.288231264339228410e+00 8.741094703397168431e+00 3.502151941273579538e+00 3.701493870410285325e+00 3.498521841189838333e-01 7.805270416613397266e+00 1.600296958818701043e+01
