1.155612561327044707e+00 1.947588635032505844e-01 2.687375696110506224e-02 5.043981745047279475e+00 5.159668399687041607e+00
1.602618108720725854e+00 2.392839790259653210e+00 2.238251454494942787e-04 4.553792902763728612e-02 4.031753193985157524e-02
4.417591783846263470e-02 2.255008670980251928e+00 5.407889469233606583e-02 6.604008378798650547e+00 1.274360235099061545e-01
1.286829774324431908e+00 2.562992278940432467e+00 2.464816822194533685e+00 6.548404269532785982e-01 2.862980567323292723e-04
2.825384727397255435e-01 2.260560336046545160e+00 3.804932353750687390e+00 4.067032332369096004e+00 7.574750338111616021e-02
1.975381136454990472e+00 3.667577874031335838e-01 7.603690957556243912e-01 4.763048573669964592e-03 4.511273460396225942e-05
1.078335560345142080e-01 3.176607524604913468e+00 1.880565400744862892e+00 3.602725406356586165e-03 5.178597573485229866e+00
7.601031495260544661e-03 4.903686861607010894e-02 1.683451478531428958e+00 5.021199118321777455e+00 7.260636436404400484e+00
2.448679796339830461e-01 2.089125259329164930e+00 6.541125452955627063e-04 1.138781390962673341e-02 8.439372655259575140e+00
1.205560777269702566e+00 7.459417228796335619e-01 8.281058991904146488e-03 5.612802496833873001e+00 3.311103809524879704e+00
1.774651603159112523e-01 1.630700757677692625e+00 3.523186545557540850e+00 3.709042914846547578e+00 5.159197106871210359e+00
9.420193275285391188e-01 1.804118896596699217e+00 1.770170047407451319e+00 5.586729199083404040e+00 2.862980567323292723e-04
1.339175803644555851e-02 1.296971259396047585e-02 4.066311872003685934e+00 5.299438376054343536e+00 3.191063359887000850e+00
1.099342856903362975e+00 5.754567294827699353e-01 2.893112428550437265e-01 6.571888041987567597e+00 3.651164607080942519e-03
1.582155580617103263e+00 2.690464781284425677e-01 3.083521451790107171e-01 1.372224253992628817e+00 5.810411331323543038e+00
2.276007635478524693e-01 1.507466606282008348e+00 2.485975593801364347e+00 5.566116470655903647e+00 4.350447544276679679e+00
2.222012697445061025e-02 6.654769762028962983e-03 4.298943120682107918e-04 4.806741105145914794e+00 7.992883820450906285e+00
1.500650474065312948e-02 9.681212369830034803e-02 3.323591358487782088e+00 4.985143956848747671e+00 5.515525184410381421e+00
1.776646338769290789e+00 4.274463444609477580e-01 4.247125317425689932e-03 6.277055221330636592e-02 4.465428113490236939e+00
1.312687900517992112e+00 2.772437954123254354e-03 1.634917515169987512e+00 4.040357089648156652e+00 4.897890323192724438e+00
1.274923013715700826e+00 1.041599300858342625e+00 2.156538086441574329e-03 3.099692710826850828e+00 6.129503620041849565e+00
1.027194129913272247e-01 8.827800669543618417e-01 4.737095658199497628e+00 4.562949651918260408e+00 6.699942955646439767e-04
1.234418128030570161e+00 6.119965588159889114e-01 1.476723595243387477e+00 3.790208513577787708e-02 7.314686861494381631e+00
1.801744600176724326e-04 1.094619590116952326e-02 2.844714724431965713e+00 6.919198064462527498e+00 1.647785515336488871e+00
9.682114670623694075e-02 3.624632131479349706e+00 1.450466989169451271e+00 2.748781180263433654e+00 5.855771120687702780e-02
1.063700398489340893e-01 3.615827469363356084e+00 2.124017344158080967e+00 1.285801840334802382e+00 1.699490789970787397e+00
1.388758406724603711e+00 4.957239234197117206e-01 1.627579817408981278e+00 2.562612201264698353e+00 5.712142957782015529e+00
1.533957937322300534e-02 2.892719597521192121e+00 2.354545718328507231e+00 1.615932584272746331e+00 5.311822581134278742e+00
3.702858850610503127e-01 2.781499115297838554e-01 2.182779274745077824e+00 7.281927524875290381e+00 3.651164607080942519e-03
1.313618275927647572e+00 2.373933146321644205e+00 2.771877791166011892e-03 3.544657381454363598e+00 1.416238668563023939e+00
1.170812204847055282e+00 4.946471538599732654e-01 3.798070530670933032e+00 1.620849751623516743e+00 4.474978159173266690e+00
1.415807997872197133e-01 2.321907936916648652e+00 3.819617912630361545e+00 3.268274770427578080e+00 2.930384221982833992e+00
1.103517062091112777e+00 4.335149632234374106e-01 3.007205653754422059e+00 5.261664511385422571e+00 5.855771120687702780e-02
9.849242990952225899e-03 1.857358505566992335e+00 5.206057692899164202e-01 6.894031707041205159e+00 1.849755247540771697e+00
1.443490495013951769e+00 2.608634483327330944e+00 3.045922333916116932e-03 1.468939287517245340e+00 1.416238668563023939e+00
1.591131770175428610e-03 1.848469423161546582e-02 4.871860440972724859e+00 3.071456116318294516e+00 4.396225579710245412e+00
3.689530090064584433e-01 2.596244225597873267e+00 1.272687299899842195e+00 1.781793988065590195e+00 6.708870927091334480e+00
9.559788454091013854e-01 7.376396771397714103e-01 3.252182391519230720e+00 1.107357477248478661e+00 6.515843240592321450e+00
1.589944342295819490e+00 2.396965717124649106e-02 2.772084028195890060e+00 1.677382078785138564e+00 3.325112499009414524e+00
9.976775484411973816e-01 3.434698713411543647e-01 3.887892289339445195e-03 1.176099872111439730e-02 8.624291705142317355e+00
1.166591360116923104e+00 4.043019110097932911e-01 5.254231553696624146e-02 2.026279685232359018e+00 7.650620498748287091e+00
1.637129643245183869e-02 3.087279571019416302e+00 3.178923508822515842e+00 6.620113634906005240e-01 3.415690247155700465e+00
1.214408960218932992e-01 7.658785393170094991e-02 2.117265308756011599e+00 1.614112965712463543e+00 9.114357323757285911e+00
1.997111902487822277e-01 6.696143966180285734e-01 1.617337504152575711e+00 7.034252864267782179e+00 3.408932040967684429e+00
1.649815220791996939e+00 6.509215184001958254e-03 1.948912843387498928e+00 4.211440823767211884e-03 4.626199860936985431e+00
1.575988099451978153e-01 9.481802038393327692e-01 5.806651057450276099e+00 2.544320066048678108e-01 1.066453054025801386e-03
2.407667776161599160e-01 9.824442940719339823e-02 4.664035566851189252e+00 5.122437241439895539e-01 6.136353675251320361e+00
7.920876626550461541e-01 5.949973309271824329e-01 4.669236942530627488e+00 2.751400687706448078e+00 3.116626894481275389e+00
1.619755883948169384e+00 5.632331725522776722e-01 2.567741963403763570e-03 3.700327347282223123e+00 3.321542703870489888e+00
1.125006773055776010e+00 1.140943417907197333e+00 3.364312738019066273e+00 4.014638970802295148e+00 1.897146978947259699e+00
1.699469755503969282e+00 1.806273318504852510e+00 1.504801251624589442e+00 4.705361194076614073e-03 1.055253080091588025e+00
1.046223981548066728e-01 1.679265156309021512e+00 2.267156781758269610e-02 3.676583827567732499e+00 7.808945009291361927e+00
4.018573289608663446e-01 1.568588401729457571e+00 5.218264768393101605e+00 2.062902706250097171e-03 2.223766859310320143e+00
1.240346548921446690e+00 1.568970586286185354e+00 2.671819167649849280e+00 2.330704050619934797e+00 4.223245751740842380e+00
5.357962279030348968e-02 2.651049232109939702e+00 4.323722642032027608e+00 1.454157149264976745e+00 8.771776715120025436e-01
9.370036015669758189e-01 2.606269835425027548e+00 1.045696214358000198e+00 1.946808084630371916e+00 5.161121336677723548e+00
