0.0887337	0.0887337	0.596207	0.255103	0.114053	0.313006	0.0719092	0.0655767	0.665777	2.62943e-008
3.55622e-014	3.55622e-014	9.84145e-013	8.97334e-012	1.49489e-011	3.88787e-014	6.68522e-012	1.87576e-010	0.989881	0.1419
0.000450318	0.000450318	0.00149284	0.000165315	0.000786554	0.999986	0.00297118	0.000332799	0.00161358	0.0036831
0.0652076	0.0652076	0.0149463	0.332306	0.0391595	0.145245	0.22896	0.760826	4.12644e-011	0.47638
0.000183252	0.000183252	0.000262362	0.999664	0.00757115	0.00430018	0.0219726	0.000293574	0.00156085	0.0105425
0.477363	0.477363	0.386595	0.0508693	0.583674	0.054954	0.0350694	0.195004	5.75458e-005	0.0962005
0.00955343	0.00955343	0.00120794	0.368599	0.325322	0.00822358	0.0413827	0.120076	0.825563	0.245692
0.0291061	0.0291061	0.12809	0.00309695	0.357404	0.0365082	0.728418	0.0959563	0.469882	0.303694
0.0035378	0.0035378	0.00134571	0.108627	0.0403329	0.0790449	0.0369314	0.0657751	0.00327517	0.987217
0.452689	0.452689	0.318913	0.296141	0.00319689	0.0252674	0.381592	0.502212	0.0014166	0.0475366
0.17975	0.17975	0.425107	0.0306894	0.199169	0.0848293	0.0156005	0.0506166	0.78215	0.3038
0.0595701	0.0595701	0.0208448	0.0492338	0.595071	0.0885645	0.0206448	0.436225	0.000178795	0.661342
0.000177092	0.000177092	3.0856e-005	0.00796352	0.584842	0.00793367	0.00153774	0.0224834	0.81006	0.0335908
0.0383841	0.0383841	0.595881	0.307935	0.0248877	0.553407	0.479001	0.0191034	0.0256981	0.0990409
0.00608792	0.00608792	0.0372679	0.00477479	0.0836302	0.045835	0.413605	0.622688	0.654939	0.0408054
0.132435	0.132435	0.00983866	0.326328	0.000627196	0.044382	0.513104	0.180829	0.456333	0.593423
0.00958149	0.00958149	0.429374	0.156762	0.0764821	0.457629	0.0283622	0.2231	0.00145717	0.724587
0.216823	0.216823	0.532503	0.276453	0.536892	0.115349	0.0302571	0.0011182	0.0384681	0.49197
0.0512728	0.0512728	0.0827293	0.0447415	0.440472	0.0955534	0.459707	0.726401	0.00522484	0.209127
0.025123	0.025123	0.00123899	0.0160808	0.0162616	0.699287	0.711917	0.0385026	0.00392061	0.0297953
0.109271	0.109271	0.292895	0.392779	0.159886	0.387299	0.620466	0.266248	0.288708	0.145859
0.0865769	0.0865769	0.256739	0.131235	0.588116	0.222178	0.681564	0.204988	0.00619433	0.00631256
0.127043	0.127043	0.00465199	0.00758376	0.0190853	0.263346	0.270849	0.904633	0.0030255	0.0787172
0.0762772	0.0762772	0.00939096	0.000275604	0.0595487	0.020272	0.0139899	0.554186	0.00669812	0.822773
0.044047	0.044047	0.532553	0.00433599	0.00172548	0.783381	0.00625716	0.0258769	0.0721597	0.304767
0.234824	0.234824	0.0454291	0.0638346	0.110063	0.233708	0.331561	0.395546	0.687206	0.279646
0.000650103	0.000650103	0.566703	0.268047	0.74501	0.0275116	0.159275	0.160428	0.00480248	0.00851838
0.0346393	0.0346393	0.3645	0.596309	0.0130759	0.112293	0.0485149	0.696699	0.0182851	0.0910873
0.511418	0.511418	0.000687862	0.0148637	0.0464495	0.244966	0.63042	0.0482139	0.00211432	0.121479
0.203276	0.203276	0.15418	0.00203906	0.501065	0.165256	0.0757375	0.649432	0.428758	0.0622371
0.475207	0.475207	0.194579	0.251323	0.490962	0.09168	0.00346729	0.14376	0.400986	0.128122
0.0749835	0.0749835	0.0385164	0.130537	0.302274	0.210405	0.685726	0.0154283	0.00142119	0.603433
0.0709322	0.0709322	0.511463	0.0418895	0.129428	0.0217657	0.715816	0.27603	0.344741	0.0439503
0.0164073	0.0164073	0.250966	0.464583	0.339255	0.100038	0.528155	0.0766138	0.554101	0.060779
0.0247818	0.0247818	0.393083	0.000594765	0.00438567	0.285076	0.643863	0.022317	0.0540276	0.587361
0.0011364	0.0011364	0.000809908	0.0119918	3.34289e-005	0.409968	0.172985	0.00149383	0.83193	0.331279
0.250831	0.250831	0.00414435	0.580614	0.14796	0.255689	0.437341	0.0147636	0.432132	0.267481
0.183675	0.183675	0.241514	0.192282	0.359947	0.287337	0.208333	0.370929	0.319043	0.585083
0.305669	0.305669	0.0566424	0.551382	0.0260016	0.0248125	0.119643	0.0598715	0.00681264	0.697615
0.21882	0.21882	0.287837	0.5335	0.102548	0.487144	0.0195449	0.0756233	0.18079	0.500151
0.142163	0.142163	0.0346585	0.57356	0.0195036	0.180482	0.206222	0.387338	0.435745	0.462624
0.187332	0.187332	0.617801	0.196392	0.0157927	0.0910509	0.0845242	5.08894e-005	0.397157	0.579783
0.233761	0.233761	0.0164201	0.251522	0.0869029	0.493855	0.326242	0.467513	0.0080019	0.500666
0.215605	0.215605	0.0143961	0.0122603	0.802864	0.0929648	0.502487	0.00343083	0.0271368	0.0140196
