1.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
9.969173e-001	7.845910e-002	0.000000e+000	0.000000e+000	
9.876883e-001	1.564345e-001	0.000000e+000	0.000000e+000	
9.723699e-001	2.334454e-001	0.000000e+000	0.000000e+000	
9.510565e-001	3.090170e-001	0.000000e+000	0.000000e+000	
9.238795e-001	3.826834e-001	0.000000e+000	0.000000e+000	
8.910065e-001	4.539905e-001	0.000000e+000	0.000000e+000	
8.526402e-001	5.224986e-001	0.000000e+000	0.000000e+000	
8.090170e-001	5.877853e-001	0.000000e+000	0.000000e+000	
7.604060e-001	6.494480e-001	0.000000e+000	0.000000e+000	
7.071068e-001	7.071068e-001	0.000000e+000	0.000000e+000	
6.494480e-001	7.604060e-001	0.000000e+000	0.000000e+000	
5.877853e-001	8.090170e-001	0.000000e+000	0.000000e+000	
5.224986e-001	8.526402e-001	0.000000e+000	0.000000e+000	
4.539905e-001	8.910065e-001	0.000000e+000	0.000000e+000	
3.826834e-001	9.238795e-001	0.000000e+000	0.000000e+000	
3.090170e-001	9.510565e-001	0.000000e+000	0.000000e+000	
2.334454e-001	9.723699e-001	0.000000e+000	0.000000e+000	
1.564345e-001	9.876883e-001	0.000000e+000	0.000000e+000	
7.845910e-002	9.969173e-001	0.000000e+000	0.000000e+000	
1.615543e-015	1.000000e+000	0.000000e+000	0.000000e+000	
9.969173e-001	0.000000e+000	7.845910e-002	0.000000e+000	
9.938442e-001	7.821723e-002	7.845910e-002	0.000000e+000	
9.846436e-001	1.559522e-001	7.845910e-002	0.000000e+000	
9.693724e-001	2.327257e-001	7.845910e-002	0.000000e+000	
9.481247e-001	3.080644e-001	7.845910e-002	0.000000e+000	
9.210315e-001	3.815037e-001	7.845910e-002	0.000000e+000	
8.882598e-001	4.525910e-001	7.845910e-002	0.000000e+000	
8.500118e-001	5.208879e-001	7.845910e-002	0.000000e+000	
8.065231e-001	5.859733e-001	7.845910e-002	0.000000e+000	
7.580619e-001	6.474460e-001	7.845910e-002	0.000000e+000	
7.049270e-001	7.049270e-001	7.845910e-002	0.000000e+000	
6.474460e-001	7.580619e-001	7.845910e-002	0.000000e+000	
5.859733e-001	8.065231e-001	7.845910e-002	0.000000e+000	
5.208879e-001	8.500118e-001	7.845910e-002	0.000000e+000	
4.525910e-001	8.882598e-001	7.845910e-002	0.000000e+000	
3.815037e-001	9.210315e-001	7.845910e-002	0.000000e+000	
3.080644e-001	9.481247e-001	7.845910e-002	0.000000e+000	
2.327257e-001	9.693724e-001	7.845910e-002	0.000000e+000	
1.559522e-001	9.846436e-001	7.845910e-002	0.000000e+000	
7.821723e-002	9.938442e-001	7.845910e-002	0.000000e+000	
1.610562e-015	9.969173e-001	7.845910e-002	0.000000e+000	
9.876883e-001	0.000000e+000	1.564345e-001	0.000000e+000	
9.846436e-001	7.749313e-002	1.564345e-001	0.000000e+000	
9.755283e-001	1.545085e-001	1.564345e-001	0.000000e+000	
9.603984e-001	2.305713e-001	1.564345e-001	0.000000e+000	
9.393474e-001	3.052125e-001	1.564345e-001	0.000000e+000	
9.125050e-001	3.779720e-001	1.564345e-001	0.000000e+000	
8.800368e-001	4.484011e-001	1.564345e-001	0.000000e+000	
8.421427e-001	5.160657e-001	1.564345e-001	0.000000e+000	
7.990567e-001	5.805486e-001	1.564345e-001	0.000000e+000	
7.510441e-001	6.414523e-001	1.564345e-001	0.000000e+000	
6.984011e-001	6.984011e-001	1.564345e-001	0.000000e+000	
6.414523e-001	7.510441e-001	1.564345e-001	0.000000e+000	
