0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.000000000000000000e+00
5.000500050003631181e-05 1.000100010000726236e-04 3.000300030002178708e-04 7.999199919991999863e+00
1.000100010001003792e-04 2.000200020002007584e-04 6.000600060006022751e-04 7.998399839983997950e+00
1.500150015001366910e-04 3.000300030002733820e-04 9.000900090008201460e-04 7.997599759975997813e+00
2.000200020002007584e-04 4.000400040004015167e-04 1.200120012001204550e-03 7.996799679967996788e+00
2.500250025002370702e-04 5.000500050004741404e-04 1.500150015001422421e-03 7.995999599959995763e+00
3.000300030003011376e-04 6.000600060006022751e-04 1.800180018001806825e-03 7.995199519951995626e+00
3.500350035003374494e-04 7.000700070006748987e-04 2.100210021002024696e-03 7.994399439943994601e+00
4.000400040004015167e-04 8.000800080008030335e-04 2.400240024002409100e-03 7.993599359935993576e+00
4.500450045004378286e-04 9.000900090008756571e-04 2.700270027002626971e-03 7.992799279927993439e+00
5.000500050005018959e-04 1.000100010001003792e-03 3.000300030003011376e-03 7.991999199919991526e+00
5.500550055005382077e-04 1.100110011001076415e-03 3.300330033003229246e-03 7.991199119911991389e+00
6.000600060006022751e-04 1.200120012001204550e-03 3.600360036003613651e-03 7.990399039903990364e+00
6.500650065006385869e-04 1.300130013001277174e-03 3.900390039003831522e-03 7.989598959895989339e+00
7.000700070007026543e-04 1.400140014001405309e-03 4.200420042004215926e-03 7.988798879887989202e+00
7.500750075007389661e-04 1.500150015001477932e-03 4.500450045004433797e-03 7.987998799879988177e+00
8.000800080008030335e-04 1.600160016001606067e-03 4.800480048004818201e-03 7.987198719871987151e+00
8.500850085008393453e-04 1.700170017001678691e-03 5.100510051005036072e-03 7.986398639863987015e+00
9.000900090009034127e-04 1.800180018001806825e-03 5.400540054005420476e-03 7.985598559855985101e+00
9.500950095009397245e-04 1.900190019001879449e-03 5.700570057005638347e-03 7.984798479847984964e+00
1.000100010001003792e-03 2.000200020002007584e-03 6.000600060006022751e-03 7.983998399839983939e+00
1.050105010501040104e-03 2.100210021002080207e-03 6.300630063006240622e-03 7.983198319831982914e+00
1.100110011001104171e-03 2.200220022002208342e-03 6.600660066006625026e-03 7.982398239823982777e+00
1.150115011501140483e-03 2.300230023002280966e-03 6.900690069006842897e-03 7.981598159815981752e+00
1.200120012001204550e-03 2.400240024002409100e-03 7.200720072007227301e-03 7.980798079807980727e+00
1.250125012501240862e-03 2.500250025002481724e-03 7.500750075007445172e-03 7.979997999799980590e+00
1.300130013001304929e-03 2.600260026002609859e-03 7.800780078007829577e-03 7.979197919791978677e+00
1.350135013501341241e-03 2.700270027002682482e-03 8.100810081008047447e-03 7.978397839783978540e+00
1.400140014001405309e-03 2.800280028002810617e-03 8.400840084008431852e-03 7.977597759775977515e+00
1.450145014501441620e-03 2.900290029002883241e-03 8.700870087008649723e-03 7.976797679767976490e+00
1.500150015001505688e-03 3.000300030003011376e-03 9.000900090009034127e-03 7.975997599759976353e+00
1.550155015501542000e-03 3.100310031003083999e-03 9.300930093009251998e-03 7.975197519751975328e+00
1.600160016001606067e-03 3.200320032003212134e-03 9.600960096009636402e-03 7.974397439743974303e+00
1.650165016501642379e-03 3.300330033003284758e-03 9.900990099009854273e-03 7.973597359735974166e+00
1.700170017001706446e-03 3.400340034003412892e-03 1.020102010201023868e-02 7.972797279727972253e+00
1.750175017501742758e-03 3.500350035003485516e-03 1.050105010501045655e-02 7.971997199719972116e+00
1.800180018001806825e-03 3.600360036003613651e-03 1.080108010801084095e-02 7.971197119711971091e+00
1.850185018501843137e-03 3.700370037003686274e-03 1.110111011101105882e-02 7.970397039703970066e+00
1.900190019001907205e-03 3.800380038003814409e-03 1.140114011401144323e-02 7.969596959695969929e+00
1.950195019501943516e-03 3.900390039003887033e-03 1.170117011701166110e-02 7.968796879687968904e+00
2.000200020002007584e-03 4.000400040004015167e-03 1.200120012001204550e-02 7.967996799679967879e+00
2.050205020502043896e-03 4.100410041004087791e-03 1.230123012301226337e-02 7.967196719671967742e+00
2.100210021002107963e-03 4.200420042004215926e-03 1.260126012601264778e-02 7.966396639663965829e+00
2.150215021502144275e-03 4.300430043004288549e-03 1.290129012901286565e-02 7.965596559655965692e+00
2.200220022002208342e-03 4.400440044004416684e-03 1.320132013201325005e-02 7.964796479647964667e+00
2.250225022502244654e-03 4.500450045004489308e-03 1.350135013501346792e-02 7.963996399639963641e+00
2.300230023002308721e-03 4.600460046004617443e-03 1.380138013801385233e-02 7.963196319631963505e+00
2.350235023502345033e-03 4.700470047004690066e-03 1.410141014101407020e-02 7.962396239623962479e+00
2.400240024002409100e-03 4.800480048004818201e-03 1.440144014401445460e-02 7.961596159615961454e+00
2.450245024502445412e-03 4.900490049004890825e-03 1.470147014701467247e-02 7.960796079607961317e+00
2.500250025002509480e-03 5.000500050005018959e-03 1.500150015001505688e-02 7.959995999599959404e+00
2.550255025502545791e-03 5.100510051005091583e-03 1.530153015301527475e-02 7.959195919591959267e+00
