8.097191154956817627e-02 6.999477739445865154e-01 5.812751587945967913e-01 1.611649782862514257e-01 5.388399790972471237e-01 9.287332755047827959e-01 9.285523842554539442e-01 1.708699779119342566e-01 1.285971617326140404e-01 2.817879361100494862e-02 8.858471019193530083e-01 7.995233358815312386e-02 9.395173781085759401e-01 9.778410114813596010e-01 2.184543083421885967e-02 9.701428455300629139e-01 2.309345530301854410e+01
8.220379091799259186e-01 1.287613327149301767e-01 8.010422601364552975e-02 9.571645425166934729e-01 2.888837528880685568e-01 6.933250534348189831e-01 2.506269896402955055e-01 3.179527779575437307e-01 2.555017550475895405e-01 1.008231055457144976e-01 1.753533589653670788e-01 2.293577643577009439e-01 3.968245054129511118e-01 1.362706371583044529e-02 6.567105189897119999e-01 1.990260090678930283e-01 2.602817586845777953e+01
3.558155114296823740e-01 1.583804276306182146e-01 8.503441071539349361e-01 8.217620242809346998e-01 6.602176354419564408e-01 2.128509960602968931e-01 5.439278192352503538e-01 2.902372345419602095e-01 1.222155876271763253e-02 8.644321259526652756e-01 6.323352868203073740e-01 7.707330319099128246e-01 9.517466144170612097e-01 8.057489627972245216e-01 7.570033104397790868e-01 6.967597347684204578e-01 1.987700608479605080e+01
8.869303391894669542e-01 8.565605231560766697e-01 9.248796682804822922e-01 8.153699578094786293e-01 8.013119308743625879e-01 1.493829668033868074e-01 4.038131511517274452e-01 2.102434334810823202e-01 8.395144261885434389e-01 8.550666632610337548e-01 3.659457126206015487e-01 8.759445180923786101e-01 6.616140883722110289e-02 2.656208162399509298e-02 7.798897144384682178e-01 7.873918692401791208e-01 1.666747158847207189e+01
8.332197582349181175e-01 1.932390310551354018e-01 2.335664811544120312e-01 2.571159533690661192e-01 9.349592756479978561e-01 8.085829492501652727e-01 7.466527938377112150e-01 2.136033089509744576e-01 1.468988540582358837e-01 4.749088578391820192e-01 3.371404286008328199e-01 9.132327481131331526e-01 9.994364660632929498e-01 8.241754643383591983e-01 7.590839657006589469e-01 9.055271244054098334e-01 1.856381892965931968e+01
9.161928416682088572e-02 1.164824264724297898e-01 4.534886189635461973e-02 2.029396463980107090e-01 8.473186235785377107e-01 9.531412433819195229e-01 5.606829724274575710e-02 2.097388747669468312e-01 1.035881048596297427e-01 9.503413324424652142e-01 9.125537848483702419e-01 9.834302941144194843e-02 8.398653165722146374e-01 1.438533076626162810e-01 1.266215818468481302e-01 4.483834367304794233e-01 2.403900586704462938e+01
6.934958829480741827e-01 3.953535999854400074e-01 4.384822611528094161e-01 3.873638354824809893e-01 1.067047348736089862e-01 8.943937149045808610e-01 7.823672986848437261e-02 8.211353163051322568e-01 2.814344649877784099e-01 9.605545252561569214e-01 4.470189858693629503e-01 1.096969443615655182e-01 9.576144407037645578e-01 8.721575611270964146e-01 3.584932000376284122e-02 9.625209076330065727e-01 2.273484184825405663e+01
6.328716373536735773e-01 2.339882193559565393e-01 5.279051326215267181e-01 9.932594833592522932e-01 6.131753129958852355e-01 1.316548026071390209e-01 9.380125832200487679e-01 1.683824860956519842e-01 1.470071461452761852e-01 8.695593974617247257e-01 5.647500370645237577e-01 8.892831479458090937e-02 4.495587156395733919e-01 9.573531378329138697e-01 2.577418929495736699e-01 1.124985436158142948e-01 2.544711700574317348e+01
7.311672007199376822e-01 2.785599097971417915e-01 9.303519293551791858e-01 7.015585557091981173e-01 2.873137844726443291e-01 1.607214506017288769e-01 1.872356510332601198e-02 8.560221210302176864e-01 8.661305936984717846e-01 6.794956080499050532e-01 3.529513921198292326e-01 9.573827531506849953e-01 7.153865397464076459e-02 8.169924966316659543e-01 9.397489542607218027e-01 4.180099270724718097e-01 2.018831289143989949e+01
5.468495105107159387e-02 6.999477739445865154e-01 9.051191664283947391e-01 6.182135121036446135e-01 7.567877323394630595e-01 9.284667653036537960e-01 1.424693192926709262e-01 1.708699779119342566e-01 7.773154632133902897e-01 5.858512106004865050e-02 9.311334151465954223e-01 9.545572171554736474e-02 9.167387998444669339e-01 9.911255646250194395e-01 8.042329012592646098e-01 9.701428455300629139e-01 1.893134324428754667e+01
3.537331487142962860e-01 1.932390310551354018e-01 2.335664811544120312e-01 2.597028336342208088e-01 9.349592756479978561e-01 1.286278722258373253e-01 6.261282268428892683e-01 9.509334917135368048e-01 1.513389331846599628e-01 4.780361967009684188e-01 3.638145594111215075e-01 9.577451771582898843e-01 9.994364660632929498e-01 8.241754643383591983e-01 7.590839657006589469e-01 9.055271244054098334e-01 2.149518580454739691e+01
2.547192479644958540e-01 9.320900875765387728e-01 8.344119152201177059e-01 4.691524510723523722e-01 7.850323183459390064e-01 2.673405592795461416e-01 1.331185637715026626e-02 9.614582665869796374e-01 3.592720871453685683e-01 5.862944920228611856e-02 1.499291939734591628e-01 4.300582251825071922e-01 7.043490906947919017e-02 2.667921470088374658e-02 5.876296339556574821e-02 7.599267179612070322e-01 2.483309486596167659e+01
7.800882909671476018e-01 9.217735016743895393e-01 7.938314673774713448e-01 2.143469537890707322e-01 7.260212695721079967e-01 9.335650786713911575e-01 3.535903320205582845e-02 8.355858438688597012e-01 9.946580129697355499e-01 6.795585280104055048e-01 9.894532903361661358e-01 7.186116752488944659e-01 9.517764064696423443e-01 5.150387254543602467e-01 9.057140657121255656e-02 7.542446688748896122e-01 1.795107999661218656e+01
