8.838835e-002	8.838835e-002	1.250000e-001	1.767767e-001	2.500000e-001	3.535534e-001	5.000000e-001	7.071068e-001	0.000000e+000	0.000000e+000	
8.837722e-002	8.837722e-002	1.249843e-001	1.767544e-001	2.499685e-001	3.535089e-001	4.999371e-001	7.070178e-001	1.586596e-002	0.000000e+000	
8.834385e-002	8.834385e-002	1.249371e-001	1.766877e-001	2.498741e-001	3.533754e-001	4.997483e-001	7.067508e-001	3.172793e-002	0.000000e+000	
8.828823e-002	8.828823e-002	1.248584e-001	1.765765e-001	2.497168e-001	3.531529e-001	4.994337e-001	7.063059e-001	4.758192e-002	0.000000e+000	
8.821039e-002	8.821039e-002	1.247483e-001	1.764208e-001	2.494967e-001	3.528416e-001	4.989933e-001	7.056831e-001	6.342392e-002	0.000000e+000	
8.811035e-002	8.811035e-002	1.246068e-001	1.762207e-001	2.492137e-001	3.524414e-001	4.984274e-001	7.048828e-001	7.924996e-002	0.000000e+000	
8.798812e-002	8.798812e-002	1.244340e-001	1.759762e-001	2.488680e-001	3.519525e-001	4.977360e-001	7.039049e-001	9.505604e-002	0.000000e+000	
8.784374e-002	8.784374e-002	1.242298e-001	1.756875e-001	2.484596e-001	3.513750e-001	4.969192e-001	7.027499e-001	1.108382e-001	0.000000e+000	
8.767725e-002	8.767725e-002	1.239944e-001	1.753545e-001	2.479887e-001	3.507090e-001	4.959774e-001	7.014180e-001	1.265925e-001	0.000000e+000	
8.748868e-002	8.748868e-002	1.237277e-001	1.749774e-001	2.474554e-001	3.499547e-001	4.949107e-001	6.999095e-001	1.423148e-001	0.000000e+000	
8.727809e-002	8.727809e-002	1.234299e-001	1.745562e-001	2.468597e-001	3.491124e-001	4.937194e-001	6.982247e-001	1.580014e-001	0.000000e+000	
8.704553e-002	8.704553e-002	1.231010e-001	1.740911e-001	2.462019e-001	3.481821e-001	4.924039e-001	6.963642e-001	1.736482e-001	0.000000e+000	
8.679106e-002	8.679106e-002	1.227411e-001	1.735821e-001	2.454822e-001	3.471642e-001	4.909643e-001	6.943284e-001	1.892512e-001	0.000000e+000	
8.651473e-002	8.651473e-002	1.223503e-001	1.730295e-001	2.447006e-001	3.460589e-001	4.894012e-001	6.921178e-001	2.048067e-001	0.000000e+000	
8.621663e-002	8.621663e-002	1.219287e-001	1.724333e-001	2.438574e-001	3.448665e-001	4.877149e-001	6.897330e-001	2.203105e-001	0.000000e+000	
8.589682e-002	8.589682e-002	1.214764e-001	1.717936e-001	2.429529e-001	3.435873e-001	4.859058e-001	6.871745e-001	2.357589e-001	0.000000e+000	
8.555539e-002	8.555539e-002	1.209936e-001	1.711108e-001	2.419872e-001	3.422215e-001	4.839744e-001	6.844431e-001	2.511480e-001	0.000000e+000	
8.519242e-002	8.519242e-002	1.204803e-001	1.703848e-001	2.409605e-001	3.407697e-001	4.819211e-001	6.815393e-001	2.664738e-001	0.000000e+000	
8.480800e-002	8.480800e-002	1.199366e-001	1.696160e-001	2.398732e-001	3.392320e-001	4.797465e-001	6.784640e-001	2.817326e-001	0.000000e+000	
8.440223e-002	8.440223e-002	1.193628e-001	1.688045e-001	2.387256e-001	3.376089e-001	4.774511e-001	6.752179e-001	2.969204e-001	0.000000e+000	
8.397522e-002	8.397522e-002	1.187589e-001	1.679504e-001	2.375178e-001	3.359009e-001	4.750356e-001	6.718017e-001	3.120334e-001	0.000000e+000	
8.352706e-002	8.352706e-002	1.181251e-001	1.670541e-001	2.362502e-001	3.341082e-001	4.725004e-001	6.682165e-001	3.270680e-001	0.000000e+000	
8.305788e-002	8.305788e-002	1.174616e-001	1.661158e-001	2.349232e-001	3.322315e-001	4.698463e-001	6.644630e-001	3.420201e-001	0.000000e+000	
8.256779e-002	8.256779e-002	1.167685e-001	1.651356e-001	2.335370e-001	3.302711e-001	4.670739e-001	6.605423e-001	3.568862e-001	0.000000e+000	
8.205691e-002	8.205691e-002	1.160460e-001	1.641138e-001	2.320920e-001	3.282276e-001	4.641840e-001	6.564553e-001	3.716625e-001	0.000000e+000	
8.152537e-002	8.152537e-002	1.152943e-001	1.630507e-001	2.305886e-001	3.261015e-001	4.611771e-001	6.522030e-001	3.863451e-001	0.000000e+000	
8.097331e-002	8.097331e-002	1.145136e-001	1.619466e-001	2.290271e-001	3.238933e-001	4.580542e-001	6.477865e-001	4.009305e-001	0.000000e+000	
8.040087e-002	8.040087e-002	1.137040e-001	1.608017e-001	2.274080e-001	3.216035e-001	4.548160e-001	6.432070e-001	4.154150e-001	0.000000e+000	
