6.250000e-002	6.250000e-002	8.838835e-002	1.250000e-001	1.767767e-001	2.500000e-001	3.535534e-001	5.000000e-001	7.071068e-001	0.000000e+000	
6.250000e-002	6.250000e-002	8.838835e-002	1.250000e-001	1.767767e-001	2.500000e-001	3.535534e-001	5.000000e-001	7.071068e-001	1.570953e-004	
6.250000e-002	6.250000e-002	8.838834e-002	1.250000e-001	1.767767e-001	2.500000e-001	3.535534e-001	5.000000e-001	7.071067e-001	3.141907e-004	
6.249999e-002	6.249999e-002	8.838834e-002	1.250000e-001	1.767767e-001	2.500000e-001	3.535534e-001	4.999999e-001	7.071067e-001	4.712860e-004	
6.249999e-002	6.249999e-002	8.838833e-002	1.250000e-001	1.767767e-001	2.500000e-001	3.535533e-001	4.999999e-001	7.071066e-001	6.283813e-004	
6.249998e-002	6.249998e-002	8.838832e-002	1.250000e-001	1.767766e-001	2.499999e-001	3.535533e-001	4.999998e-001	7.071066e-001	7.854766e-004	
6.249997e-002	6.249997e-002	8.838831e-002	1.249999e-001	1.767766e-001	2.499999e-001	3.535532e-001	4.999998e-001	7.071065e-001	9.425719e-004	
6.249996e-002	6.249996e-002	8.838829e-002	1.249999e-001	1.767766e-001	2.499998e-001	3.535532e-001	4.999997e-001	7.071064e-001	1.099667e-003	
6.249995e-002	6.249995e-002	8.838828e-002	1.249999e-001	1.767766e-001	2.499998e-001	3.535531e-001	4.999996e-001	7.071062e-001	1.256762e-003	
6.249994e-002	6.249994e-002	8.838826e-002	1.249999e-001	1.767765e-001	2.499998e-001	3.535530e-001	4.999995e-001	7.071061e-001	1.413858e-003	
6.249992e-002	6.249992e-002	8.838824e-002	1.249998e-001	1.767765e-001	2.499997e-001	3.535530e-001	4.999994e-001	7.071059e-001	1.570953e-003	
6.249991e-002	6.249991e-002	8.838822e-002	1.249998e-001	1.767764e-001	2.499996e-001	3.535529e-001	4.999993e-001	7.071057e-001	1.728048e-003	
6.249989e-002	6.249989e-002	8.838819e-002	1.249998e-001	1.767764e-001	2.499996e-001	3.535528e-001	4.999991e-001	7.071055e-001	1.885143e-003	
6.249987e-002	6.249987e-002	8.838816e-002	1.249997e-001	1.767763e-001	2.499995e-001	3.535527e-001	4.999990e-001	7.071053e-001	2.042238e-003	
6.249985e-002	6.249985e-002	8.838813e-002	1.249997e-001	1.767763e-001	2.499994e-001	3.535525e-001	4.999988e-001	7.071051e-001	2.199333e-003	
6.249983e-002	6.249983e-002	8.838810e-002	1.249997e-001	1.767762e-001	2.499993e-001	3.535524e-001	4.999986e-001	7.071048e-001	2.356428e-003	
6.249980e-002	6.249980e-002	8.838807e-002	1.249996e-001	1.767761e-001	2.499992e-001	3.535523e-001	4.999984e-001	7.071045e-001	2.513523e-003	
6.249978e-002	6.249978e-002	8.838803e-002	1.249996e-001	1.767761e-001	2.499991e-001	3.535521e-001	4.999982e-001	7.071043e-001	2.670618e-003	
6.249975e-002	6.249975e-002	8.838799e-002	1.249995e-001	1.767760e-001	2.499990e-001	3.535520e-001	4.999980e-001	7.071040e-001	2.827712e-003	
6.249972e-002	6.249972e-002	8.838795e-002	1.249994e-001	1.767759e-001	2.499989e-001	3.535518e-001	4.999978e-001	7.071036e-001	2.984807e-003	
6.249969e-002	6.249969e-002	8.838791e-002	1.249994e-001	1.767758e-001	2.499988e-001	3.535516e-001	4.999975e-001	7.071033e-001	3.141902e-003	
6.249966e-002	6.249966e-002	8.838787e-002	1.249993e-001	1.767757e-001	2.499986e-001	3.535515e-001	4.999973e-001	7.071029e-001	3.298996e-003	
6.249963e-002	6.249963e-002	8.838782e-002	1.249993e-001	1.767756e-001	2.499985e-001	3.535513e-001	4.999970e-001	7.071026e-001	3.456091e-003	
6.249959e-002	6.249959e-002	8.838777e-002	1.249992e-001	1.767755e-001	2.499984e-001	3.535511e-001	4.999967e-001	7.071022e-001	3.613185e-003	
