1.000000000000000000e+00 0.000000000000000000e+00
9.999999969154401702e-01 7.854374344616354183e-05
9.999999876617606809e-01 1.570874864077813305e-04
9.999999722389617540e-01 2.356312284003076536e-04
9.999999506470432786e-01 3.141749689391966902e-04
9.999999228860053657e-01 3.927187075399028227e-04
9.999998889558484594e-01 4.712624437178802167e-04
9.999998488565724486e-01 5.498061769885830919e-04
9.999998025881777775e-01 6.283499068674660475e-04
9.999997501506646680e-01 7.068936328699831949e-04
9.999996915440334533e-01 7.854373545115890792e-04
9.999996267682845774e-01 8.639810713077378116e-04
9.999995558234182624e-01 9.425247827738839372e-04
9.999994787094350635e-01 1.021068488425481893e-03
9.999993954263355356e-01 1.099612187777986114e-03
9.999993059741200119e-01 1.178155880346851364e-03
9.999992103527890475e-01 1.256699565647531863e-03
9.999991085623434195e-01 1.335243243195482479e-03
9.999990006027835721e-01 1.413786912506157867e-03
9.999988864741102823e-01 1.492330573095012464e-03
9.999987661763243274e-01 1.570874224477501573e-03
9.999986397094261514e-01 1.649417866169079197e-03
9.999985070734168646e-01 1.727961497685200857e-03
9.999983682682970221e-01 1.806505118541321207e-03
9.999982232940677340e-01 1.885048728252895550e-03
9.999980721507296666e-01 1.963592326335378540e-03
9.999979148382839300e-01 2.042135912304225264e-03
9.999977513567313014e-01 2.120679485674891677e-03
9.999975817060730021e-01 2.199223045962832215e-03
9.999974058863099202e-01 2.277766592683503483e-03
9.999972238974431660e-01 2.356310125352359050e-03
9.999970357394739606e-01 2.434853643484856389e-03
9.999968414124034144e-01 2.513397146596449937e-03
9.999966409162326375e-01 2.591940634202595864e-03
9.999964342509629622e-01 2.670484105818749475e-03
9.999962214165957208e-01 2.749027560960367808e-03
9.999960024131320235e-01 2.827570999142905734e-03
9.999957772405734246e-01 2.906114419881820291e-03
9.999955458989212564e-01 2.984657822692566784e-03
9.999953083881768512e-01 3.063201207090602250e-03
9.999950647083417632e-01 3.141744572591383296e-03
9.999948148594174357e-01 3.220287918710365658e-03
9.999945588414055342e-01 3.298831244963007243e-03
9.999942966543075018e-01 3.377374550864763354e-03
9.999940282981250039e-01 3.455917835931092766e-03
9.999937537728597059e-01 3.534461099677450781e-03
9.999934730785133841e-01 3.613004341619295741e-03
9.999931862150875927e-01 3.691547561272084249e-03
9.999928931825842193e-01 3.770090758151274646e-03
9.999925939810050401e-01 3.848633931772323102e-03
9.999922886103519426e-01 3.927177081650690127e-03
9.999919770706267030e-01 4.005720207301830156e-03
9.999916593618313199e-01 4.084263308241203698e-03
9.999913354839677915e-01 4.162806383984267791e-03
9.999910054370381163e-01 4.241349434046482944e-03
9.999906692210441816e-01 4.319892457943304460e-03
9.999903268359882080e-01 4.398435455190192848e-03
9.999899782818723049e-01 4.476978425302606014e-03
9.999896235586984705e-01 4.555521367796005333e-03
9.999892626664691475e-01 4.634064282185846977e-03
9.999888956051863342e-01 4.712607167987591453e-03
9.999885223748523622e-01 4.791150024716698402e-03
9.999881429754695628e-01 4.869692851888629201e-03
9.999877574070403785e-01 4.948235649018840887e-03
9.999873656695669188e-01 5.026778415622794836e-03
9.999869677630518483e-01 5.105321151215951557e-03
9.999865636874974983e-01 5.183863855313771557e-03
9.999861534429064225e-01 5.262406527431714477e-03
9.999857370292811742e-01 5.340949167085241693e-03
9.999853144466241961e-01 5.419491773789816315e-03
9.999848856949381526e-01 5.498034347060896249e-03
9.999844507742257083e-01 5.576576886413944605e-03
9.999840096844896387e-01 5.655119391364422758e-03
9.999835624257324973e-01 5.733661861427793820e-03
9.999831089979570597e-01 5.812204296119518297e-03
9.999826494011663236e-01 5.890746694955058434e-03
9.999821836353628424e-01 5.969289057449877339e-03
9.999817117005497247e-01 6.047831383119439859e-03
9.999812335967297461e-01 6.126373671479204766e-03
9.999807493239059042e-01 6.204915922044637773e-03
9.999802588820811966e-01 6.283458134331203725e-03
9.999797622712586209e-01 6.362000307854363997e-03
9.999792594914411747e-01 6.440542442129582566e-03
9.999787505426321887e-01 6.519084536672323411e-03
9.999782354248345495e-01 6.597626590998053979e-03
9.999777141380514767e-01 6.676168604622235644e-03
9.999771866822863009e-01 6.754710577060334120e-03
9.999766530575422419e-01 6.833252507827814251e-03
9.999761132638226302e-01 6.911794396440144352e-03
9.999755673011305745e-01 6.990336242412785797e-03
9.999750151694697387e-01 7.068878045261207770e-03
9.999744568688433421e-01 7.147419804500873379e-03
9.999738923992548267e-01 7.225961519647254409e-03
9.999733217607078561e-01 7.304503190215812236e-03
9.999727449532057610e-01 7.383044815722016041e-03
9.999721619767520941e-01 7.461586395681331536e-03
9.999715728313506302e-01 7.540127929609231373e-03
9.999709775170048109e-01 7.618669417021177795e-03
9.999703760337184111e-01 7.697210857432639983e-03
9.999697683814950944e-01 7.775752250359089721e-03
9.999691545603387466e-01 7.854293595315992721e-03
9.999685345702529204e-01 7.932834891818818165e-03
9.999679084112416128e-01 8.011376139383036971e-03
9.999672760833085983e-01 8.089917337524116583e-03
9.999666375864578738e-01 8.168458485757527920e-03
9.999659929206933251e-01 8.246999583598743633e-03
9.999653420860189490e-01 8.325540630563231168e-03
9.999646850824386313e-01 8.404081626166463176e-03
9.999640219099565908e-01 8.482622569923908840e-03
9.999633525685769353e-01 8.561163461351042545e-03
9.999626770583036617e-01 8.639704299963333473e-03
9.999619953791408777e-01 8.718245085276254275e-03
9.999613075310930244e-01 8.796785816805277602e-03
9.999606135141642094e-01 8.875326494065877841e-03
9.999599133283587626e-01 8.953867116573527643e-03
9.999592069736809030e-01 9.032407683843701393e-03
9.999584944501350714e-01 9.110948195391868273e-03
9.999577757577257087e-01 9.189488650733506139e-03
9.999570508964571447e-01 9.268029049384091111e-03
9.999563198663339314e-01 9.346569390859094106e-03
9.999555826673605097e-01 9.425109674673992979e-03
9.999548392995414314e-01 9.503649900344262116e-03
9.999540897628813596e-01 9.582190067385377638e-03
9.999533340573848461e-01 9.660730175312819135e-03
9.999525721830565539e-01 9.739270223642057522e-03
9.999518041399012569e-01 9.817810211888572391e-03
9.999510299279235070e-01 9.896350139567841597e-03
9.999502495471284114e-01 9.974890006195344730e-03
9.999494629975204107e-01 1.005342981128655618e-02
9.999486702791047232e-01 1.013196955435695552e-02
9.999478713918859007e-01 1.021050923492202583e-02
9.999470663358690503e-01 1.028904885249723976e-02
9.999462551110591679e-01 1.036758840659808209e-02
9.999454377174611386e-01 1.044612789674003069e-02
9.999446141550800693e-01 1.052466732243856513e-02
9.999437844239210671e-01 1.060320668320916850e-02
9.999429485239892390e-01 1.068174597856732209e-02
9.999421064552896921e-01 1.076028520802850552e-02
9.999412582178276443e-01 1.083882437110820357e-02
9.999404038116083138e-01 1.091736346732189757e-02
9.999395432366370295e-01 1.099590249618506883e-02
9.999386764929191207e-01 1.107444145721320043e-02
9.999378035804598053e-01 1.115298034992178063e-02
9.999369244992646344e-01 1.123151917382628900e-02
9.999360392493388261e-01 1.131005792844221210e-02
9.999351478306880425e-01 1.138859661328503470e-02
9.999342502433176127e-01 1.146713522787024334e-02
9.999333464872331989e-01 1.154567377171332107e-02
9.999324365624403521e-01 1.162421224432975617e-02
9.999315204689446235e-01 1.170275064523503689e-02
9.999305982067517862e-01 1.178128897394464629e-02
9.999296697758673913e-01 1.185982722997407611e-02
9.999287351762972120e-01 1.193836541283881114e-02
9.999277944080470215e-01 1.201690352205434312e-02
9.999268474711227039e-01 1.209544155713616030e-02
9.999258943655300325e-01 1.217397951759975096e-02
9.999249350912747802e-01 1.225251740296060335e-02
9.999239696483630535e-01 1.233105521273421094e-02
9.999229980368007364e-01 1.240959294643606201e-02
9.999220202565937132e-01 1.248813060358165174e-02
9.999210363077482011e-01 1.256666818368647187e-02
9.999200461902701953e-01 1.264520568626601067e-02
9.999190499041656910e-01 1.272374311083576161e-02
9.999180474494410165e-01 1.280228045691121815e-02
9.999170388261022779e-01 1.288081772400787549e-02
9.999160240341556927e-01 1.295935491164122710e-02
9.999150030736074779e-01 1.303789201932676646e-02
9.999139759444639619e-01 1.311642904657999570e-02
9.999129426467314730e-01 1.319496599291640135e-02
9.999119031804164504e-01 1.327350285785148208e-02
9.999108575455253334e-01 1.335203964090073657e-02
9.999098057420644503e-01 1.343057634157966002e-02
9.999087477700403515e-01 1.350911295940375109e-02
9.999076836294594761e-01 1.358764949388850674e-02
9.999066133203284856e-01 1.366618594454942909e-02
9.999055368426540413e-01 1.374472231090201856e-02
9.999044541964426935e-01 1.382325859246176687e-02
9.999033653817011036e-01 1.390179478874418138e-02
9.999022703984360438e-01 1.398033089926475903e-02
9.999011692466541756e-01 1.405886692353900368e-02
9.999000619263624934e-01 1.413740286108241401e-02
9.998989484375675474e-01 1.421593871141049563e-02
9.998978287802764431e-01 1.429447447403875068e-02
9.998967029544959528e-01 1.437301014848268652e-02
9.998955709602331821e-01 1.445154573425779833e-02
9.998944327974949031e-01 1.453008123087959694e-02
9.998932884662882214e-01 1.460861663786358622e-02
9.998921379666202425e-01 1.468715195472527005e-02
9.998909812984980716e-01 1.476568718098015751e-02
9.998898184619288143e-01 1.484422231614375247e-02
9.998886494569195760e-01 1.492275735973156575e-02
9.998874742834776841e-01 1.500129231125910644e-02
9.998862929416102441e-01 1.507982717024187666e-02
9.998851054313246944e-01 1.515836193619538898e-02
9.998839117526282516e-01 1.523689660863515247e-02
9.998827119055283541e-01 1.531543118707667794e-02
9.998815058900324404e-01 1.539396567103547449e-02
9.998802937061478380e-01 1.547250006002705638e-02
9.998790753538820963e-01 1.555103435356693792e-02
9.998778508332426540e-01 1.562956855117062296e-02
9.998766201442371715e-01 1.570810265235363101e-02
