1.104854345603980756e-02	1.104854345603980582e-02	1.562500000000000347e-02	2.209708691207961165e-02	3.125000000000000694e-02	4.419417382415922330e-02	6.250000000000001388e-02	8.838834764831844659e-02	1.250000000000000278e-01	1.767766952966368932e-01	2.500000000000000555e-01	3.535533905932737864e-01	5.000000000000000000e-01	7.071067811865474617e-01	0.000000000000000000e+00
1.104854331970660936e-02	1.104854331970660762e-02	1.562499980719574133e-02	2.209708663941321177e-02	3.124999961439147919e-02	4.419417327882641661e-02	6.249999922878294450e-02	8.838834655765281934e-02	1.249999984575658751e-01	1.767766931153056109e-01	2.499999969151317225e-01	3.535533862306111663e-01	4.999999938302633340e-01	7.071067724612222216e-01	1.570953415675531038e-04
1.104854291070699393e-02	1.104854291070699220e-02	1.562499922878293930e-02	2.209708582141398092e-02	3.124999845756587166e-02	4.419417164282795490e-02	6.249999691513173639e-02	8.838834328565589593e-02	1.249999938302634450e-01	1.767766865713117641e-01	2.499999876605268623e-01	3.535533731426234727e-01	4.999999753210536690e-01	7.071067462852468344e-01	3.141906792581586707e-04
1.104854222904097863e-02	1.104854222904097689e-02	1.562499826476161473e-02	2.209708445808195032e-02	3.124999652952322599e-02	4.419416891616389370e-02	6.249999305904643809e-02	8.838833783232777352e-02	1.249999861180928623e-01	1.767766756646555193e-01	2.499999722361856691e-01	3.535533513293109831e-01	4.999999444723712827e-01	7.071067026586218551e-01	4.712860091948693265e-04
1.104854127470858080e-02	1.104854127470857907e-02	1.562499691513179537e-02	2.209708254941715466e-02	3.124999383026358379e-02	4.419416509883430239e-02	6.249998766052716065e-02	8.838833019766859089e-02	1.249999753210542935e-01	1.767766603953371540e-01	2.499999506421085593e-01	3.535533207906742525e-01	4.999999012842170631e-01	7.071066415813483941e-01	6.283813275007376969e-04
1.104854004770982473e-02	1.104854004770982299e-02	1.562499517989351244e-02	2.209708009541964252e-02	3.124999035978702142e-02	4.419416019083927810e-02	6.249998071957402895e-02	8.838832038167854233e-02	1.249999614391480440e-01	1.767766407633570569e-01	2.499999228782960603e-01	3.535532815267140583e-01	4.999998457565920096e-01	7.071065630534280055e-01	7.854766302988169498e-04
1.104853854804473817e-02	1.104853854804473644e-02	1.562499305904680932e-02	2.209707709608946941e-02	3.124998611809361171e-02	4.419415419217893187e-02	6.249997223618721648e-02	8.838830838435784987e-02	1.249999444723744052e-01	1.767766167687156720e-01	2.499998889447487826e-01	3.535532335374312884e-01	4.999997778894974543e-01	7.071064670748624659e-01	9.425719137121605241e-04
1.104853677571336276e-02	1.104853677571336103e-02	1.562499055259173979e-02	2.209707355142671859e-02	3.124998110518347610e-02	4.419414710285343023e-02	6.249996221036694527e-02	8.838829420570684658e-02	1.249999244207338628e-01	1.767765884114136654e-01	2.499998488414676978e-01	3.535531768228272753e-01	4.999996976829352846e-01	7.071063536456544396e-01	1.099667173863822130e-03
1.104853473071573666e-02	1.104853473071573493e-02	1.562498766052836281e-02	2.209706946143146639e-02	3.124997532105671869e-02	4.419413892286292583e-02	6.249995064211343043e-02	8.838827784572583779e-02	1.249999012842268470e-01	1.767765556914516478e-01	2.499998025684536385e-01	3.535531113829032401e-01	4.999996051369072214e-01	7.071062227658063692e-01	1.256762406876856452e-03
1.104853241305191539e-02	1.104853241305191365e-02	1.562498438285675299e-02	2.209706482610382383e-02	3.124996876571350252e-02	4.419412965220764072e-02	6.249993753142699116e-02	8.838825930441526757e-02	1.249998750628539684e-01	1.767765186088305074e-01	2.499997501257079091e-01	3.535530372176609593e-01	4.999995002514157072e-01	7.071060744353218075e-01	1.413857608874318720e-03
1.104852982272195271e-02	1.104852982272195097e-02	1.562498071957698839e-02	2.209705964544389847e-02	3.124996143915397331e-02	4.419411929088779001e-02	6.249992287830793969e-02	8.838823858177556614e-02	1.249998457566158516e-01	1.767764771635511045e-01	2.499996915132316755e-01	3.535529543271021535e-01	4.999993830264632400e-01	7.071059086542041960e-01	1.570952775979264594e-03
1.104852695972591281e-02	1.104852695972591108e-02	1.562497667068916095e-02	2.209705391945181868e-02	3.124995334137831496e-02	4.419410783890363043e-02	6.249990668275662298e-02	8.838821567780724697e-02	1.249998133655132321e-01	1.767764313556144662e-01	2.499996267310264086e-01	3.535528627112288769e-01	4.999992534620527618e-01	7.071057254224576427e-01	1.728047904314750820e-03
1.104852382406386856e-02	1.104852382406386682e-02	1.562497223619337128e-02	2.209704764812773017e-02	3.124994447238673562e-02	4.419409529625545341e-02	6.249988894477346429e-02	8.838819059251089294e-02	1.249997778895469008e-01	1.767763811850217581e-01	2.499995557790937739e-01	3.535527623700434607e-01	4.999991115581874923e-01	7.071055247400868105e-01	1.885142990003835662e-03
1.104852041573589627e-02	1.104852041573589454e-02	1.562496741608972693e-02	2.209704083147178560e-02	3.124993483217945039e-02	4.419408166294356427e-02	6.249986966435888691e-02	8.838816332588711466e-02	1.249997393287177599e-01	1.767763266517742016e-01	2.499994786574354644e-01	3.535526533035483476e-01	4.999989573148708732e-01	7.071053066070965842e-01	2.042238029169576950e-03
1.104851673474207922e-02	1.104851673474207749e-02	1.562496221037834761e-02	2.209703346948415151e-02	3.124992442075669175e-02	4.419406693896829608e-02	6.249984884151336961e-02	8.838813387793657828e-02	1.249996976830267253e-01	1.767762677558731288e-01	2.499993953660534229e-01	3.535525355117462021e-01	4.999987907321067349e-01	7.071050710234922931e-01	2.199333017935035765e-03
1.104851278108250762e-02	1.104851278108250588e-02	1.562495661905936167e-02	2.209702556216500829e-02	3.124991323811871641e-02	4.419405112433000965e-02	6.249982647623742588e-02	8.838810224866000542e-02	1.249996529524748240e-01	1.767762044973199831e-01	2.499993059049496202e-01	3.535524089946399107e-01	4.999986118098991295e-01	7.071048179892797103e-01	2.356427952423272541e-03
1.104850855475728207e-02	1.104850855475728033e-02	1.562495064213290791e-02	2.209701710951455719e-02	3.124990128426581235e-02	4.419403421902910745e-02	6.249980256853161081e-02	8.838806843805820102e-02	1.249996051370632077e-01	1.767761368761163743e-01	2.499992102741263600e-01	3.535522737522326930e-01	4.999984205482526645e-01	7.071045475044652751e-01	2.513522828757349878e-03
1.104850405576650492e-02	1.104850405576650318e-02	1.562494427959913376e-02	2.209700811153300290e-02	3.124988855919826405e-02	4.419401622306599886e-02	6.249977711839651423e-02	8.838803244613198384e-02	1.249995542367930146e-01	1.767760648922639399e-01	2.499991084735859737e-01	3.535521297845278244e-01	4.999982169471718918e-01	7.071042595690555377e-01	2.670617643060331677e-03
1.104849928411028546e-02	1.104849928411028373e-02	1.562493753145819363e-02	2.209699856822056399e-02	3.124987506291638031e-02	4.419399713644112104e-02	6.249975012583275369e-02	8.838799427288222821e-02	1.249995002516654935e-01	1.767759885457644287e-01	2.499990005033309315e-01	3.535519770915288018e-01	4.999980010066618075e-01	7.071039541830574926e-01	2.827712391455283573e-03
1.104849423978874513e-02	1.104849423978874340e-02	1.562493039771025750e-02	2.209698847957748333e-02	3.124986079542051154e-02	4.419397695915495972e-02	6.249972159084100920e-02	8.838795391830990555e-02	1.249994431816820045e-01	1.767759078366197834e-01	2.499988863633639813e-01	3.535518156732395112e-01	4.999977727267278516e-01	7.071036313464789114e-01	2.984807070065272506e-03
1.104848892280200535e-02	1.104848892280200362e-02	1.562492287835549887e-02	2.209697784560400377e-02	3.124984575671099427e-02	4.419395569120800060e-02	6.249969151342198159e-02	8.838791138241598733e-02	1.249993830268439354e-01	1.767758227648319469e-01	2.499987660536878431e-01	3.535516455296638383e-01	4.999975321073755752e-01	7.071032910593275655e-01	3.141901675013368013e-03
