3.606977995123840462e-03 2.288209197878645333e-05 9.563718266880327779e-01 2.921047364279751313e-01 3.839434840080920702e-03
5.629473963676416837e-01 6.186292122353204137e-01 4.006361455630604862e-01 8.202266824267545001e-05 3.740037417361710692e-01
9.856030124045017660e-01 1.563900884526493174e-01 4.734004582203631128e-02 4.343582557732245802e-02 1.044648710136341025e-03
4.432965045969329554e-02 7.784732110218166579e-01 3.557251928576602440e-01 2.425746451012719962e-01 4.545673443307114980e-01
7.886785871900287015e-01 5.655699407758902897e-01 2.398471359095319388e-01 1.995791313708964940e-02 1.384779036175978750e-02
1.562070297334911539e-01 8.025383094348077506e-01 3.815193359629607400e-02 4.232919071472264205e-01 3.884585139469703963e-01
6.491445793033138179e-01 2.166186454366388330e-03 6.288666553230269907e-01 1.057261168004305779e-01 4.146749821806227088e-01
3.498937509683681946e-02 9.988429225067348982e-01 2.744165878029537070e-02 1.494080516053454544e-02 1.059657931024962987e-02
3.395592846334093140e-02 8.621559426752998245e-01 6.566945487170820772e-02 6.074964644565170957e-04 5.012197911862178445e-01
7.529862179811624978e-01 5.230149792125957653e-01 1.013749019116496480e-01 3.860062657006995690e-01 1.376150979644541646e-02
7.563132344646866789e-01 1.879929253244948598e-02 3.773218592230429547e-01 3.502466113305416351e-01 4.032274839067667149e-01
1.519302780183888132e-02 3.632728672313588203e-01 7.854244193327789558e-01 3.016079399416616846e-01 3.999289035811665616e-01
4.585231827592603504e-02 6.286618720768469837e-01 6.515671356023853278e-01 7.154294050195306176e-02 4.159611652219397659e-01
8.548356400103614972e-01 7.484714430351577241e-02 5.109450937016866146e-01 4.849134368786164884e-02 1.541539383878328014e-02
2.886710151919823497e-01 1.888485768845643287e-01 7.941069121367849704e-01 5.002820706513341209e-01 1.083152242757409213e-02
2.437047097316613620e-02 5.090224125654876364e-01 1.416993834894290094e-01 4.791498395781266240e-01 7.004562653025011576e-01
1.381781376011951071e-02 4.950055641270301177e-01 4.851541204322391554e-01 1.660082737355667720e-02 7.205056914864066409e-01
6.691668142804152453e-01 1.752960441185575508e-02 5.388771267768822648e-01 5.113648323632656867e-01 5.092945488128566844e-03
2.172294875809123102e-03 4.704474747767108389e-01 1.205623531082097681e-02 1.240513078563930741e-02 8.822557534703356907e-01
3.232825115514923464e-01 5.727325228656288125e-01 4.834104891913688640e-01 4.920098505148869372e-01 3.028307793356070921e-01
5.974943219599762045e-01 4.292050204613398479e-01 6.708798498461536752e-01 1.919318719936970652e-03 9.327448162505486140e-02
3.448018277616898275e-01 2.423546080990802119e-03 7.990258945912731559e-01 2.929895956294755188e-01 3.960057355924070377e-01
1.141203906854269768e-03 6.898401004042509568e-03 1.604142786989487188e-02 2.247740619978326818e-02 9.995941919197286474e-01
4.668260767849651272e-01 8.828598927396503759e-01 2.806330409509504107e-03 4.309625115280953100e-02 2.768865239583786358e-02
9.177812802597253850e-01 9.676810199497155873e-02 3.424021151231226856e-02 3.833399057979802738e-01 1.384126365250661246e-02
1.073717328619878258e-02 4.341387211520450484e-02 5.792924950356254099e-01 1.380711549877771116e-01 8.020950755200583204e-01
4.004784275671406935e-01 2.410913650115736051e-01 2.726192901737930704e-02 8.835996293133661084e-01 6.819631515787364902e-04
1.066487134681562855e-03 2.512345253846138063e-02 3.140513530042939871e-01 9.230032317846769141e-01 2.209173069928060396e-01
9.145286236126227708e-01 3.723425269584098446e-02 2.489816142381774330e-02 2.450535262016953833e-02 4.012861526019289027e-01
4.173236801067102819e-01 3.913437542247403395e-02 3.741712773129630687e-01 8.272251705187646520e-01 1.954271391468988782e-03
2.284541679773167272e-02 4.633769030889860474e-01 6.333050116172272981e-02 8.835988026610059887e-01 1.528454657457395654e-03
7.232335436731686107e-01 4.590276368045854150e-01 1.498346801240347907e-02 3.132034501665689752e-01 4.097633029513835234e-01
1.294766712043104173e-01 4.045212603344292002e-01 9.025031850293905311e-01 7.102010200027569775e-02 6.518257050153067854e-03
4.911076879363627801e-01 1.999503053415457865e-02 1.337047105471122870e-02 1.337890965124387613e-02 8.706639264860220884e-01
9.320766017120014034e-05 2.581138336712136481e-06 2.093144864335826655e-05 9.999870263027411665e-01 5.092945488128566844e-03
1.673167656308965912e-01 8.433469050520464583e-01 5.068684486691321656e-01 6.204889340321645408e-02 2.325564261291088175e-03
4.818353580693485183e-01 3.461223765955802056e-01 5.872095057569518550e-01 6.513330544224142649e-02 5.467875611285007986e-01
2.888369847212027622e-02 6.222544719251092982e-01 6.244071024070156906e-01 4.707019467978131311e-01 2.281560597920226710e-02
3.061880850857994218e-01 2.342060473697063494e-02 1.318239339620960911e-02 3.840193789973836980e-01 8.706639264860220884e-01
