0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0.10439	0.57388	0.57331	0	0	0	0	0.49367	0.2956	0	0
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0.095493	0	0.0058891	0	0.50019	0.44935	0	0.50221	0.48984	0.18995	0.10249	0
0	0	0	0.11551	0.46006	0.41906	0.4944	0	0.4143	0.42816	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0.015838	0	0.079076	0	0.16291	0.1975	0.22002	0	0	0.57422	0.13024	0.45125	0.57379
0	0	0.30911	0	0.57344	0.57182	0	0.17058	0.17042	0	0	0	0	0.43646	0
0	0	0.35468	0.084697	0	0.24915	0	0.46082	0.42746	0.12077	0.061361	0	0.43854	0.26341	0.36031
0	0	0.47708	0.14058	0.18539	0.23867	0.014931	0.071438	0	0.57365	0.31479	0	0	0.32978	0.34503
0	0	0.56785	0	0.1747	0	0.56866	0	0.51199	0	0.099354	0	0.18457	0	0.13262
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0.05716	0	0	0	0.15184	0.54887	0	0.24465	0.3208	0.51554	0.20446	0.21536	0.19714	0.3418
0	0.17903	0.23686	0.446	0.19841	0.38558	0	0.48646	0	0.12924	0	0.5211	0	0	0
0	0.22904	0	0	0.53412	0.28006	0	0	0	0.48638	0.3447	0	0.47796	0	0
0	0.42957	0	0.49487	0.4259	0	0.11448	0.36749	0	0.094105	0	0	0.42068	0.23251	0.03381
0	0.57352	0.02735	0	0	0	0.4209	0.37	0	0.18105	0.23613	0.5013	0.12818	0	0
0	0.57397	0	0	0.27533	0.12315	0	0	0.19765	0	0.42341	0.14489	0	0.38513	0.43809
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.052691	0.34583	0.097138	0.12647	0	0.39199	0	0	0.39582	0.4552	0	0.36489	0.078021	0	0.44206
0.065003	0.27172	0.45825	0	0.4398	0.068096	0	0.49298	0.013347	0	0.48619	0	0.18523	0	0
0.084853	0	0.34826	0.3925	0.52692	0	0	0	0.44093	0.24187	0.27243	0.27508	0.16937	0.091216	0
0.13004	0	0	0.34894	0.4915	0	0.56812	0.23137	0	0	0.17203	0.39959	0	0.1071	0.20672
0.1318	0.39977	0.55895	0.082055	0.14395	0	0	0	0	0	0	0.55711	0.27797	0.29671	0.085149
0.15331	0.42237	0.090401	0.38115	0.049458	0.24528	0.3736	0.36231	0.52124	0	0.14973	0	0	0	0.13072
0.15879	0.28832	0.57408	0.025939	0	0	0.43615	0.44793	0	0.23835	0	0	0	0.33725	0
0.16886	0.43368	0	0	0	0.51094	0	0.37423	0	0	0	0.22495	0.57383	0.026177	0.041672
0.24188	0	0.14868	0.57449	0.15265	0.044127	0.1406	0	0.13556	0	0.21923	0	0.21971	0.42328	0.50045
0.28437	0.066543	0.36492	0.32987	0	0	0.39825	0.18019	0	0.046255	0.33868	0.18841	0.57386	0	0
0.28683	0.23576	0	0	0.27664	0.14618	0.11659	0.26165	0.26751	0.4444	0.095332	0.26285	0.17184	0.55265	0
0.30619	0.41572	0.11401	0.16915	0	0	0	0	0.34428	0.50927	0.56029	0	0	0	0
0.30742	0.34212	0.35935	0	0.3237	0.43736	0.36865	0	0	0.083263	0.088978	0	0.23003	0.061115	0.39478
0.34924	0	0.1325	0.51689	0.019806	0	0	0.39939	0.17148	0.57354	0	0.075471	0.24877	0	0.086401
0.38812	0	0.18542	0.31203	0	0	0	0	0	0.12047	0.52322	0.57346	0	0	0.317
0.40516	0.21994	0	0.010361	0	0	0	0	0	0.40511	0	0	0.57324	0.22945	0.49194
0.41193	0	0	0	0.41586	0.098127	0.045091	0.3473	0.34474	0.17233	0.36123	0.086267	0.021825	0	0.488
0.45801	0	0.57382	0.28097	0	0.43917	0	0.17274	0.20968	0	0.26302	0.11246	0	0.18304	0
0.5466	0	0.071952	0	0	0.19522	0.087268	0	0.54265	0	0	0.37816	0.45143	0.052748	0.079191
0.5717	0.55691	0	0.39155	0.20309	0.24268	0	0	0.015288	0	0.14729	0.26329	0.059354	0.1216	0
0.5737	0	0	0.1731	0	0.2731	0.33786	0.52843	0	0	0	0	0.21506	0.27978	0.22002
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
