8.584546684173477438e-01 4.538106459518924107e-01 2.383062225359197095e-01 1.793388395882205416e-02
3.010746979405548029e-01 3.556376146903731383e-01 7.164554740547844913e-01 5.191988703515054704e-01
5.435952401724711835e-01 2.645892809383137978e-01 7.566127376794316017e-01 2.490660403499741216e-01
8.071895363947798052e-02 5.624369644457772877e-01 3.410958052478025859e-01 7.488676539888210471e-01
1.994355083221749370e-02 4.706038103318849752e-01 8.344266397345900810e-01 2.861232101430337682e-01
4.032697328501753109e-01 7.205203280741832861e-03 6.715130995350693244e-01 6.216041865732852001e-01
3.912668417119293807e-01 8.687855074067777350e-01 2.992622906637629754e-01 5.063676612301788726e-02
3.001276443988200315e-02 4.109455711896433661e-01 9.111656930247489239e-01 2.265944018688895308e-04
5.174149628024851122e-01 4.819103422652608326e-02 8.543765733815843477e-01 2.265944018688895308e-04
1.902155008914057505e-02 1.172723960021935102e-01 5.890318099954143793e-01 7.993290264851121707e-01
2.867170386254188630e-01 1.787551303763195154e-01 9.411906703808006203e-01 2.551747520039030436e-04
1.722578235412203229e-02 3.153103518866723909e-01 2.371304122106501211e-01 9.187229299523325121e-01
3.086131039526537195e-02 6.332062982799301354e-01 7.704692490057420962e-01 6.689170109844075340e-02
2.890549678611719076e-01 4.568772652857540084e-01 8.385916111814764040e-01 6.689170109844075340e-02
6.559711222114180673e-01 7.546997697905827307e-01 1.139421844120804515e-02 5.622177943312426556e-04
5.363458171772284011e-01 5.751103180698406980e-01 5.510405906765777351e-01 2.791693999579932250e-01
7.488277301348837955e-01 1.902277801077324193e-01 5.728283456923590755e-01 2.737482577619025914e-01
3.232707290674821654e-01 7.786812671448536394e-01 1.937148494526427511e-01 5.016234414652126494e-01
5.827026438673159614e-01 6.840932034639105597e-01 2.880509989308837476e-02 4.377720685752733987e-01
7.078732885452221346e-02 8.555313625339802108e-01 5.123405014178710193e-01 2.371607896085405065e-02
9.335880432295095011e-01 8.994844395699015671e-02 2.774830137295937749e-01 2.081485528658643391e-01
2.988434654951590760e-02 8.317243132902938374e-01 2.306308810549962673e-01 5.041339000869651255e-01
6.439978637304681897e-01 6.640618670780095156e-01 3.660479007253243378e-01 1.014767095349692616e-01
7.838591276442367084e-01 1.169786663632090690e-01 6.098200408091621894e-01 6.143713965733064780e-04
6.573549518838985861e-01 2.133739279871335257e-02 5.603468355088216946e-01 5.034288498263881362e-01
3.698053252890315945e-01 1.939225490448296119e-01 3.878796135371110482e-02 9.078180216397183644e-01
4.696521741686071616e-01 5.403384016841784598e-01 6.502048634223056567e-02 6.951500437458861814e-01
7.216493411421616155e-01 4.300021497884362054e-01 5.405601035014119260e-01 4.599080461298955813e-02
2.411280571532271530e-02 4.552522590685326165e-01 6.304768616931030190e-01 6.282219990442458046e-01
1.895539937074935564e-03 7.622577432802611630e-02 6.785164071364456657e-03 9.970656948290641530e-01
2.672615606764575449e-02 7.859417447468673990e-01 5.510405906765777351e-01 2.791693999579932250e-01
8.267394937981802361e-01 5.257607521071806511e-01 1.608448235194128231e-03 2.001870471141806163e-01
1.348733999658728033e-01 3.924919329726793138e-01 9.660051830986761726e-05 9.098127495267118725e-01
6.871597849388386570e-04 1.543230379335976989e-02 9.977445647559877173e-01 6.532346677071046437e-02
6.492343711852853749e-01 1.961173437671382969e-01 4.575717926020084810e-04 7.348690423289198081e-01
4.115554929693445718e-01 2.190189614838717880e-01 3.623274885470735840e-01 8.070759330821705158e-01
9.682341712336137718e-01 2.827170896917373735e-02 2.925169287536328547e-03 2.484245227672962630e-01
2.271259055106663108e-02 6.414705194224202822e-01 1.568209188551327425e-03 7.668097884497373506e-01
5.827683904916521745e-02 9.611694098556307075e-01 2.696796428386021849e-01 5.483231406762089158e-03
8.531270027364530328e-01 1.342509668496274788e-01 7.671350746821636987e-05 5.041339000869651255e-01
1.822331650555612109e-02 1.126570593537372100e-01 8.305939673652810162e-01 5.450595922371326285e-01
2.431135236806755348e-02 9.776378872170292667e-01 6.122454490575333919e-02 1.997114787010048631e-01
3.827499431527240925e-01 9.232392087184864149e-01 5.738499474344130151e-04 3.363800228442982709e-02
7.783100019885930143e-01 4.310592617548990590e-01 2.629991131869376022e-03 4.565244098692687325e-01
2.494802335443564723e-01 1.659154497150222840e-01 9.070230615116459116e-01 2.958730175304199461e-01
7.266953371036785070e-01 1.298383488885469089e-02 2.035509369214190400e-01 6.559819533659156932e-01
1.872822800073918048e-01 5.441686901692292279e-03 2.966480195958487998e-01 9.364270863813999313e-01
9.703032188237153965e-01 2.396833770044755618e-01 2.784288147049206880e-02 1.697987866527043976e-02
3.084841120167136075e-01 7.026892304378932197e-01 5.904922670262419127e-01 2.497684540570940526e-01
6.757629917623291238e-01 3.851831806588494334e-01 2.717147782859911098e-01 5.667004284125370939e-01
