0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	1	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0
0	0	0.087984	0.64252	0.38066	0.31918	0.54804	0.10749	0.072966	0	0.12419
0	0	0.15685	0.22215	0.6524	0.65287	0	0	0.14904	0	0.22798
0	0	0.19806	0.65198	0	0	0	0.17285	0.46609	0.3719	0.38763
0	0	0.50291	0.28432	0.34486	0.28823	0.19599	0	0.65255	0	0
0	0	0.5185	0.52101	0.40351	0	0.089632	0	0	0	0.53744
0	0	0.52288	0	0.28552	0.31656	0.61796	0.09019	0	0.059518	0.38898
0	0	1	0	0	0	0	0	0	0	0
0	0.084211	0.56152	0.53089	0	0	0.35503	0.48565	0.18162	0.029408	0
0	0.086901	0	0.43262	0.52231	0.3244	0	0.65274	0.022245	0.026325	0
0	0.089055	0	0.23728	0	0.57331	0.077494	0.51457	0.31162	0.38275	0.30445
0	0.27374	0.33171	0	0	0	0.36429	0.20974	0.32444	0.50593	0.52641
0	0.33434	0.1213	0	0.47892	0	0.65282	0.094813	0.45715	0	0
0	0.43363	0	0.2834	0.53338	0	0.38652	0	0	0.31058	0.44865
0	0.45721	0	0.60699	0	0	0.080981	0.51554	0	0	0.38753
0	0.48652	0.37678	0.14931	0.42733	0.22074	0	0.34731	0.3183	0	0.38179
0	0.57215	0.58524	0	0	0.305	0.40408	0	0.27172	0	0
0	0.57755	0.14659	0.056454	0	0.50965	0	0	0	0.35164	0.50831
0	1	0	0	0	0	0	0	0	0	0
0.01893	0.015875	0.040651	0.2162	0.54851	0	0.15228	0.32031	0.38264	0.61469	0.0094228
0.069823	0	0	0.017974	0.004311	0.43356	0.59246	0	0.56967	0.32495	0.16026
0.080696	0	0	0.26898	0.27296	0	0.42006	0.49679	0.43823	0	0.48097
0.16819	0.65255	0	0.10361	0.15308	0.19711	0.26388	0	0.41337	0.48205	0
0.18887	0.26202	0	0	0.058478	0.19614	0	0	0.65202	0.050477	0.65277
0.26326	0.35673	0.00085214	0	0	0.24714	0.58724	0.54183	0	0.30558	0.10268
0.27014	0.14669	0.41715	0	0.53041	0	0.37643	0.55539	0	0	0
0.31081	0	0.65253	0.30561	0.0047243	0.013655	0	0.13352	0	0.55484	0.24149
0.31863	0	0.49261	0.028622	0	0.65217	0	0.095447	0.10875	0.042043	0.45493
0.32811	0.066406	0	0	0.57068	0.42572	0.54616	0	0	0.28763	0
0.37753	0	0	0	0.65251	0	0	0	0.65222	0	0.079474
0.37881	0	0	0.35686	0	0	0.65151	0.013524	0	0.37537	0.40448
0.38422	0.32252	0.35228	0	0.31084	0.46165	0	0.32504	0.047827	0.4545	0
0.38596	0.44888	0.47686	0.46601	0	0	0	0	0.42959	0.14294	0
0.39342	0.57147	0	0.52418	0	0.21493	0.44206	0.047635	0	0	0
0.4282	0	0.62566	0	0	0.17686	0	0.45232	0.43511	0	0
0.45952	0.15572	0	0.54083	0.165	0.41895	0	0	0.047264	0.33508	0.3935
0.50529	0.17062	0.40168	0.12791	0	0	0.26282	0.40398	0	0	0.55279
0.5943	0	0.35687	0.46222	0.44769	0	0.28011	0	0	0.16407	0
0.60063	0.017531	0	0.47493	0	0.0027383	0	0.61505	0.093631	0.16221	0
0.61116	0	0	0	0.5952	0.25843	0	0.17617	0	0	0.41762
0.62338	0	0	0.21587	0	0	0.086539	0	0.46216	0.58628	0
0.65236	0.30053	0.20202	0	0.15313	0.33701	0.34326	0	0.39468	0	0.18074
1	0	0	0	0	0	0	0	0	0	0
