0.353553	0.353553	0.5	0.707107	4.20445e-005
0.253967	0.253967	0.359164	0.507934	0.695705
0.303465	0.303465	0.429164	0.60693	0.513101
0.349572	0.349572	0.49437	0.699144	0.149647
0.353158	0.353158	0.49944	0.706315	0.0473031
0.0351614	0.0351614	0.0497258	0.0703228	0.995042
0.114019	0.114019	0.161247	0.228038	0.946571
0.285471	0.285471	0.403717	0.570942	0.589959
0.0925383	0.0925383	0.130869	0.185077	0.965139
0.291563	0.291563	0.412332	0.583126	0.565622
0.0602018	0.0602018	0.0851382	0.120404	0.985396
0.0869781	0.0869781	0.123006	0.173956	0.969267
0.179504	0.179504	0.253858	0.359009	0.861525
0.23972	0.23972	0.339015	0.47944	0.735034
0.157458	0.157458	0.22268	0.314917	0.895352
0.199839	0.199839	0.282616	0.399679	0.824933
0.183111	0.183111	0.258957	0.366221	0.855432
0.128487	0.128487	0.181708	0.256974	0.931627
0.336221	0.336221	0.475488	0.672442	0.309265
0.26647	0.26647	0.376845	0.53294	0.657229
0.353508	0.353508	0.499936	0.707016	0.0159818
0.348041	0.348041	0.492204	0.696082	0.175899
0.313906	0.313906	0.44393	0.627812	0.460113
0.109023	0.109023	0.154182	0.218046	0.951269
0.321426	0.321426	0.454565	0.642852	0.416512
0.308933	0.308933	0.436897	0.617865	0.486297
0.319712	0.319712	0.452141	0.639424	0.426934
0.317962	0.317962	0.449666	0.635923	0.437268
0.323524	0.323524	0.457532	0.647048	0.403309
0.0771924	0.0771924	0.109167	0.154385	0.975874
0.337302	0.337302	0.477017	0.674604	0.299697
0.351944	0.351944	0.497724	0.703889	0.0952976
0.0275896	0.0275896	0.0390176	0.0551792	0.996951
0.342024	0.342024	0.483695	0.684049	0.253289
0.213642	0.213642	0.302136	0.427285	0.796778
0.345252	0.345252	0.48826	0.690504	0.215424
0.194325	0.194325	0.274818	0.388651	0.835405
0.0676114	0.0676114	0.095617	0.135223	0.981544
0.0212273	0.0212273	0.0300199	0.0424546	0.998196
0.188252	0.188252	0.266228	0.376503	0.846458
0.030666	0.030666	0.0433683	0.061332	0.996231
0.351235	0.351235	0.496721	0.70247	0.114336
0.25097	0.25097	0.354926	0.501941	0.704351
0.149811	0.149811	0.211865	0.299623	0.905788
0.342953	0.342953	0.485009	0.685906	0.243033
0.228497	0.228497	0.323143	0.456993	0.763095
0.14555	0.14555	0.205839	0.2911	0.911329
0.105349	0.105349	0.148987	0.210699	0.954574
0.245819	0.245819	0.34764	0.491637	0.718739
0.352815	0.352815	0.498956	0.705631	0.0645782
0.0404299	0.0404299	0.0571765	0.0808597	0.99344
0.248171	0.248171	0.350966	0.496341	0.712244
0.1653	0.1653	0.23377	0.330601	0.883972
0.269502	0.269502	0.381133	0.539004	0.647263
0.0516324	0.0516324	0.0730193	0.103265	0.989279
0.00949334	0.00949334	0.0134256	0.0189867	0.999639
0.0176916	0.0176916	0.0250197	0.0353832	0.998747
0.00327812	0.00327812	0.00463597	0.00655625	0.999957
0.136255	0.136255	0.192693	0.27251	0.922755
0.263114	0.263114	0.372099	0.526227	0.66796
0.160904	0.160904	0.227552	0.321807	0.890438
0.0805432	0.0805432	0.113905	0.161086	0.973705
0.300682	0.300682	0.425229	0.601365	0.526042
0.100266	0.100266	0.141797	0.200531	0.958945
0.279021	0.279021	0.394596	0.558043	0.614147
0.125082	0.125082	0.176893	0.250164	0.935327
0.347436	0.347436	0.491349	0.694873	0.185211
0.328133	0.328133	0.46405	0.656266	0.372331
0.343885	0.343885	0.486327	0.68777	0.232257
0.17037	0.17037	0.24094	0.340741	0.876237
0.332107	0.332107	0.46967	0.664214	0.342988
0.23326	0.23326	0.329879	0.46652	0.751478
0.352321	0.352321	0.498257	0.704642	0.0834147
0.289364	0.289364	0.409223	0.578728	0.574584
0.191108	0.191108	0.270267	0.382215	0.841322
0.307424	0.307424	0.434763	0.614848	0.493886
0.348745	0.348745	0.4932	0.69749	0.164367
0.210582	0.210582	0.297808	0.421164	0.80327
0.282714	0.282714	0.399818	0.565429	0.600484
0.325839	0.325839	0.460806	0.651677	0.388115
0.311784	0.311784	0.440929	0.623568	0.471513
0.11718	0.11718	0.165718	0.23436	0.943478
0.2258	0.2258	0.319329	0.4516	0.76949
0.297288	0.297288	0.420429	0.594576	0.541257
0.217218	0.217218	0.307193	0.434437	0.789005
0.350121	0.350121	0.495146	0.700242	0.139007
0.346372	0.346372	0.489844	0.692744	0.200525
0.013983	0.013983	0.0197749	0.027966	0.999218
0.287277	0.287277	0.406271	0.574554	0.582902
0.000201575	0.000201575	0.000285069	0.000403149	1
0.0641621	0.0641621	0.0907389	0.128324	0.983395
0.353366	0.353366	0.499735	0.706732	0.0325542
0.334701	0.334701	0.473339	0.669402	0.322183
0.274175	0.274175	0.387743	0.548351	0.631366
0.206288	0.206288	0.291735	0.412576	0.812134
0.173568	0.173568	0.245463	0.347137	0.871202
0.0481327	0.0481327	0.06807	0.0962655	0.99069
0.0742159	0.0742159	0.104957	0.148432	0.97772
0.340406	0.340406	0.481406	0.680811	0.27017
0.295478	0.295478	0.41787	0.590957	0.549126
