0.000000	1.000000
0.000100	0.989999
0.000200	0.985856
0.000300	0.982676
0.000400	0.979994
0.000500	0.977630
0.000600	0.975493
0.000700	0.973526
0.000800	0.971694
0.000900	0.969973
0.001000	0.968344
0.001100	0.966794
0.001200	0.965312
0.001300	0.963890
0.001400	0.962520
0.001500	0.961198
0.001600	0.959918
0.001700	0.958676
0.001800	0.957470
0.001900	0.956295
0.002000	0.955151
0.002100	0.954033
0.002200	0.952942
0.002300	0.951873
0.002400	0.950827
0.002500	0.949801
0.002600	0.948795
0.002700	0.947807
0.002800	0.946836
0.002900	0.945882
0.003000	0.944943
0.003100	0.944018
0.003200	0.943107
0.003300	0.942210
0.003400	0.941325
0.003500	0.940452
0.003600	0.939591
0.003700	0.938740
0.003800	0.937900
0.003900	0.937070
0.004000	0.936250
0.004100	0.935439
0.004200	0.934637
0.004300	0.933843
0.004400	0.933058
0.004500	0.932280
0.004600	0.931511
0.004700	0.930748
0.004800	0.929993
0.004900	0.929245
0.005001	0.928503
0.005101	0.927768
0.005201	0.927039
0.005301	0.926317
0.005401	0.925600
0.005501	0.924889
0.005601	0.924183
0.005701	0.923482
0.005801	0.922787
0.005901	0.922097
0.006001	0.921412
0.006101	0.920732
0.006201	0.920056
0.006301	0.919384
0.006401	0.918718
0.006501	0.918055
0.006601	0.917397
0.006701	0.916742
0.006801	0.916092
0.006901	0.915445
0.007001	0.914803
0.007101	0.914163
0.007201	0.913528
0.007301	0.912896
0.007401	0.912267
0.007501	0.911642
0.007601	0.911020
0.007701	0.910401
0.007801	0.909785
0.007901	0.909173
0.008001	0.908563
0.008101	0.907956
0.008201	0.907352
0.008301	0.906751
0.008401	0.906152
0.008501	0.905557
0.008601	0.904963
0.008701	0.904373
0.008801	0.903785
0.008901	0.903199
0.009001	0.902616
0.009101	0.902035
0.009201	0.901456
0.009301	0.900879
0.009401	0.900305
0.009501	0.899733
0.009601	0.899163
0.009701	0.898596
0.009801	0.898030
0.009901	0.897466
0.010001	0.896904
0.010101	0.896344
0.010201	0.895786
0.010301	0.895230
0.010401	0.894676
0.010501	0.894124
0.010601	0.893573
0.010701	0.893024
0.010801	0.892477
0.010901	0.891931
0.011001	0.891387
0.011101	0.890845
0.011201	0.890304
0.011301	0.889765
0.011401	0.889227
0.011501	0.888691
0.011601	0.888156
0.011701	0.887623
0.011801	0.887091
0.011901	0.886561
0.012001	0.886032
0.012101	0.885504
0.012201	0.884978
0.012301	0.884453
0.012401	0.883929
0.012501	0.883407
0.012601	0.882885
0.012701	0.882365
0.012801	0.881847
0.012901	0.881329
0.013001	0.880813
0.013101	0.880298
