2.872927933232720665e-01	4.533107773106598024e-07	2.030056184897261751e-01	1.570665532698802447e-04	2.356400901518473456e-04
9.707047467174515984e-03	1.396221598174476801e-08	7.703262341121194234e-01	1.713307998853778646e-05	1.953596788777991686e-02
3.323644862131441021e-06	4.691293323267975990e-01	1.052015186149744385e-03	1.792116839845771595e-02	1.469419955164865399e-01
7.546018320390643770e-06	8.810193420684989465e-03	2.086852066109852820e-06	1.593833751028105317e-01	5.027172988185425462e-01
4.205253873680887822e-02	1.838224881908228081e-01	5.829133561675808178e-02	1.415923816142591330e-05	1.209887318597878680e-01
2.403747340097164842e-01	7.803845251560448046e-04	3.050163862851114399e-06	2.304112069900973725e-01	2.623033999341557718e-05
3.563762496538250019e-03	5.869936422916723854e-04	3.165528743696024994e-02	1.039015529902562001e-05	7.349320864653520191e-01
1.805192865627625876e-01	6.770769850083913374e-07	3.112186277418200198e-01	2.924284326608566843e-10	1.641471662307497636e-02
1.296704474534689374e-12	7.399262100277097520e-01	1.067734497583955507e-02	7.101748288204670218e-06	3.381307551754737101e-02
7.438045160987054316e-03	5.447026912152764123e-04	9.767435802001712963e-05	2.048709297421651143e-02	7.374008671888253597e-01
2.704655281591848508e-04	1.222757850286925879e-01	1.177138642237698929e-01	6.091272011244040080e-02	4.397505188691699235e-02
3.854804066816192505e-12	1.603585065728226622e-01	5.382668944594098895e-06	3.536851011168705705e-01	2.515794109941116123e-03
5.905723094740678719e-02	1.001458060191993543e-01	9.358702208164058466e-04	2.640500582897258355e-06	4.083078851401121812e-01
2.573315526615768164e-06	3.118905472983513616e-01	1.216491950930029698e-03	1.588771660885325843e-01	6.451995839276928636e-03
3.609671547300175377e-08	1.496356602799766428e-02	2.321687250448910833e-01	6.537021802979197521e-03	3.147936025743765520e-01
2.957997994899214458e-02	7.485977582368029230e-06	3.956924114584292260e-03	3.268353154511854375e-01	1.906764239400654259e-01
1.006888500603645180e-03	4.309997020079000239e-07	1.755562709522001663e-01	1.159125277731822001e-01	2.081583417325231500e-01
1.497793870960849112e-07	4.063800414846988063e-02	5.628650235738408975e-02	4.018556924052846453e-04	5.407301817449376991e-01
1.434690975339825272e-09	5.293458923871492781e-04	5.797446951042454694e-07	8.564451754755185442e-02	6.835423490378266242e-01
1.516607579409999518e-01	8.779090422074967148e-02	7.410100715318981332e-06	9.084738636701271972e-04	2.814051887762061832e-01
2.785717533005570568e-01	5.163710992570126070e-10	1.216968297843275260e-01	1.556377726539305290e-04	1.108520917115766308e-01
8.700983235917933434e-03	4.027704502635320470e-06	1.681648551944136234e-08	7.742709660633985136e-01	2.465766414437114973e-02
1.032274576311822760e-08	2.979006832951886039e-03	6.200042040037243574e-01	1.862898263784979608e-02	2.142663223694501323e-02
3.995628075829304816e-12	1.072296722279954360e-04	1.355144639925470740e-01	2.922533244929953478e-01	8.091534084026993923e-02
8.811126337266261783e-06	8.237238547668135347e-02	1.830714592559287061e-05	3.468065951924422241e-01	1.168441886429584936e-01
2.464920930848883513e-06	5.657320860574379523e-03	2.087838547846154746e-01	1.688738416147382293e-01	5.534348428131616315e-02
1.661138452963509344e-05	3.941578822765300361e-01	1.296035762413532034e-05	1.207983990484127745e-01	1.694365872590392758e-02
3.375578035428565961e-04	9.579706617611317781e-05	6.631783008074330910e-02	4.364395511494243429e-01	5.368145416821004656e-02
3.704485799540351574e-08	2.214860269887379274e-01	1.509784628367973628e-06	4.465699136325407964e-02	3.166337679134341165e-01
8.236279980773876443e-06	1.359520813444263336e-02	4.240328554079017542e-01	7.857449582371087843e-03	1.407113086959329296e-01
1.414823784353583941e-02	3.070107536744283716e-01	5.513147925990929954e-02	2.198568802783770036e-08	9.201891232970409173e-02
6.120132323866505924e-07	2.790152184666426227e-01	7.407678593195682337e-02	9.325343552113850450e-05	1.891714849815507860e-01
2.795742183607201206e-04	5.970095536636407796e-02	8.159714806930366826e-02	2.049454619620437734e-01	5.805665589446609796e-04
