8.303940569021073030e-07	4.300277272541358498e-02	8.587685647675728437e-03	1.708684755772864058e-07	4.664955224647260312e-02	2.292796708216268131e-01	1.234897969549697327e-05	3.037583467796135437e-04
5.152460318079717981e-09	5.741117190411719473e-02	6.251186730997049157e-07	1.333456055586169207e-06	4.466212961680338811e-09	5.714345938625968735e-01	4.230124293155694276e-06	3.200502207127319454e-04
4.863495529645283089e-01	2.324086619774226939e-02	1.306913726968926029e-06	8.396656568954369815e-07	6.568360974812882029e-05	4.157536733967690837e-06	2.514094696297681434e-04	1.221038043191351313e-01
2.022314815342430298e-09	7.223759069772975328e-03	1.170699395030468521e-04	7.697729946199944462e-07	1.450388049004924619e-07	1.399150941920669810e-11	6.207762897907947997e-02	6.537266703044682936e-01
1.174502386491625539e-05	4.063075123493292695e-01	6.467761995774959707e-05	5.658749758838118773e-06	5.592857265024526753e-05	6.746797982366849449e-04	9.812785045312493316e-05	3.053702020439877929e-01
1.108846861883452295e-07	8.537560692211944936e-06	5.976322995334980570e-01	4.840722730708981597e-02	1.683092918176972436e-08	1.159315333846507461e-05	4.885895473249604819e-10	1.051464024201127485e-04
1.483462906708953033e-01	1.195819356699694691e-01	7.456334188854487016e-05	5.655227176288292032e-11	2.639710876978660901e-05	1.343268470230518262e-08	1.047640505608020375e-06	2.541165195719599645e-01
7.245127182792863041e-08	2.201818683773348644e-06	5.065288700337790620e-03	4.092421724935038085e-01	3.590339325561194006e-02	2.654696649992062136e-03	5.405537335767140219e-05	3.899785997529608278e-02
3.770252403806321367e-05	3.671706284510258683e-02	1.519624776879224736e-09	1.218376627478315755e-08	1.472993673408918569e-01	1.239816014887767014e-05	5.956124357073725286e-14	4.147760871227627599e-01
3.196319749378918369e-09	3.294842602664925473e-09	1.955339602624371387e-05	1.042125773038557641e-02	1.320840470016640993e-06	4.207769625855333206e-01	8.171613075966196010e-06	2.406984653013268527e-01
8.237313433351819980e-02	8.534021487746512771e-09	2.549193826951850883e-09	1.889336450100815483e-03	2.063902142285098038e-02	1.188572645612562262e-01	2.710156416150740193e-03	1.289045737824733029e-01
7.029118118704734408e-03	6.035561066402569803e-09	7.430859978114222602e-18	9.713138298588813764e-08	7.875172154048315051e-09	5.339375683237411740e-01	2.580447149558035188e-06	1.833653763655259394e-01
2.109371769126670766e-08	2.042786794494520923e-07	1.012689022348748150e-02	2.471239976611844594e-02	2.385276919184430071e-07	3.298304369588091250e-08	5.064736450597705497e-01	2.922893645855130160e-02
1.642098850900386084e-02	1.627552603861886945e-05	3.623506811811898903e-02	1.261192611115480224e-03	4.015163943664284418e-01	5.258407623439173431e-05	5.204770338807731777e-07	3.267752266255819220e-04
3.078485179582479583e-04	4.900991380648037077e-01	1.906138818666662862e-02	4.646463933739955949e-06	6.528586182194326751e-03	6.254794220899394090e-05	4.908878020640844919e-04	3.130064545382157948e-02
5.332737805666169118e-12	1.624271288689416830e-07	5.681047137617298341e-14	1.013990861789337245e-13	3.638026746779452480e-01	2.177889333621970541e-02	3.250695076290272337e-04	2.308271190518246807e-01
1.194579113898114157e-02	2.277255266901812569e-01	1.381371762129067135e-02	3.508720462998497126e-06	5.972764928165068737e-05	4.166147181687325478e-06	4.891488107079762172e-07	2.836234354969177085e-01
9.982199181218045131e-06	1.103365531035554107e-10	9.708805954247436438e-06	1.569623526073870082e-02	6.683572980221444970e-01	3.602936726358126671e-08	3.342860303672670260e-06	4.888013678907623949e-02
1.580431103950922157e-16	1.221160864907710628e-12	4.523541356854252700e-05	3.999570188818188377e-02	6.738248304209104501e-07	4.263223449977918959e-07	1.629756991748394224e-01	3.881076097728214380e-01
1.056398343484808017e-01	4.061869366545452867e-06	2.652904072862142040e-02	7.209806130798544874e-05	1.025100953034150005e-03	4.394123950841189556e-08	1.740664901450537372e-01	5.215375051566410736e-02
9.993667169608074956e-19	7.116649917977830207e-14	6.078504520856767208e-18	4.465659171140788474e-11	2.588589941710244258e-01	4.945720905703011178e-02	9.432941574116576476e-06	2.657500965743523347e-01
4.700730542532888023e-05	2.953276533837203812e-16	3.060295277629702659e-01	5.814957303504093150e-02	2.703367147763324162e-09	3.635099522184483034e-07	1.768892512621021832e-08	1.980143019367766322e-01
8.430446700605546007e-09	2.347895280272221941e-01	4.053067297186597855e-03	9.938983077360242482e-05	7.126187830799445536e-06	9.363294196606791649e-07	3.949435455444449267e-02	2.393551819273614101e-01
2.296148964299758732e-01	3.862674207525602574e-03	1.523966287228590011e-01	5.506881372257926121e-06	5.753153479329839275e-05	2.233822839538613007e-07	1.668041845080276689e-03	1.704205972230865562e-02
1.586486769773437146e-08	1.763717464953567346e-14	2.541902770078092177e-01	9.979585764795802227e-03	5.564608457322030690e-04	2.152601232928280910e-03	1.049385688181643378e-01	1.875383666303294655e-03
2.192470231029951810e-01	1.322562788981056172e-06	1.111777292941257709e-05	1.002052295438258893e-04	4.922132045011806635e-04	1.483075544876394369e-01	5.560351071844899873e-04	8.639369824513570828e-02
6.319472469749255901e-06	2.153450715131375620e-08	1.338834241843816403e-07	8.513423502288208856e-13	1.391897529139154432e-01	1.415132698076227435e-01	8.630866648031200415e-06	2.447708156290119008e-01
3.534990153223612208e-01	1.174555585834567960e-08	4.793818928049952549e-02	9.718803402080587853e-06	3.367610546260633401e-05	1.004803030745890732e-06	3.864781354484127455e-07	1.758411932298425684e-01
1.234658876960065266e-01	1.361836157262064801e-07	8.677647146390451332e-04	1.849328416723296893e-04	1.359124621345403827e-06	2.039148005513453205e-04	3.048525245733266775e-01	3.761678545274286384e-02
2.242413025707764467e-07	1.578113190643650350e-06	1.193988162094311686e-11	2.500263428627375814e-08	9.368715701501776488e-03	4.767359368939290132e-01	3.992923196209748436e-06	2.088576250759806296e-01
1.553827962029698394e-11	1.198489969618042389e-03	1.253349111984809472e-01	4.883455128206401558e-08	3.134437890740723875e-02	1.835012729478135984e-01	3.044309009283099524e-05	1.976998737023107143e-04
2.258966698509408122e-01	3.233222624845823873e-02	2.478467878386069057e-07	5.868666672865281724e-05	3.688971740895441876e-05	2.089077510055254484e-06	2.522420035301660510e-03	2.790011575983382119e-01
6.123524142387278942e-08	2.078108835833296218e-05	1.939839245480230734e-01	4.929784395863046460e-11	2.805819494158314220e-01	9.952224198172117254e-10	8.269526078216059683e-09	2.492848010489280910e-02
8.840766889176186536e-08	9.781912889358366711e-03	2.638379270655429390e-02	2.567526788834488966e-09	1.512170281919688596e-08	5.308327293202932395e-01	5.128921665900877750e-05	2.450250898277616957e-03
3.828232980410582436e-19	6.231135181562616476e-02	2.959135954822996184e-01	3.465012067408797952e-05	5.682269849998502429e-05	6.541274205560637425e-07	2.118895759545793428e-03	1.461334088126808040e-01
5.189187198453495964e-02	7.979052396639182582e-07	7.994541662313938103e-08	5.178835880283560374e-07	2.484927797169041578e-06	2.483695162243120651e-15	8.191453614684609658e-14	7.687297803818939901e-01
3.317051135265472892e-07	8.581796931945057105e-02	1.531146302411659099e-07	4.762949314379439913e-01	2.589599103037937142e-05	1.447391847748786318e-15	7.749065125030761347e-06	8.071918159814591223e-03
