0.000754677	0.000754677	0.00106727	0.00150935	0.00213455	0.00301871	0.0042691	0.00603741	0.00853819	0.0120748	0.0170764	0.999708
0.0256297	0.0256297	0.0362459	0.0512595	0.0724919	0.102519	0.144984	0.205038	0.289967	0.410076	0.579935	0.572146
0.00060488	0.00060488	0.00085543	0.00120976	0.00171086	0.00241952	0.00342172	0.00483904	0.00684344	0.00967808	0.0136869	0.999813
0.0296974	0.0296974	0.0419985	0.0593948	0.0839969	0.11879	0.167994	0.237579	0.335988	0.475158	0.671975	0.311285
0.0100501	0.0100501	0.014213	0.0201003	0.0284261	0.0402005	0.0568521	0.0804011	0.113704	0.160802	0.227409	0.946874
0.0260084	0.0260084	0.0367815	0.0520168	0.0735629	0.104034	0.147126	0.208067	0.294252	0.416135	0.588503	0.554371
0.027096	0.027096	0.0383195	0.0541919	0.076639	0.108384	0.153278	0.216768	0.306556	0.433535	0.613112	0.498185
0.0260034	0.0260034	0.0367743	0.0520067	0.0735486	0.104013	0.147097	0.208027	0.294195	0.416054	0.588389	0.554614
0.0293045	0.0293045	0.0414428	0.0586089	0.0828856	0.117218	0.165771	0.234436	0.331542	0.468872	0.663085	0.34733
0.0311504	0.0311504	0.0440534	0.0623009	0.0881067	0.124602	0.176213	0.249203	0.352427	0.498407	0.704854	0.0797638
0.0309532	0.0309532	0.0437745	0.0619065	0.087549	0.123813	0.175098	0.247626	0.350196	0.495252	0.700392	0.137484
0.0294821	0.0294821	0.041694	0.0589642	0.083388	0.117928	0.166776	0.235857	0.333552	0.471714	0.667104	0.331578
0.0312428	0.0312428	0.0441839	0.0624855	0.0883678	0.124971	0.176736	0.249942	0.353471	0.499884	0.706943	0.021539
0.00907411	0.00907411	0.0128327	0.0181482	0.0256655	0.0362965	0.0513309	0.0725929	0.102662	0.145186	0.205324	0.956914
0.00788914	0.00788914	0.0111569	0.0157783	0.0223139	0.0315566	0.0446277	0.0631131	0.0892555	0.126226	0.178511	0.967609
0.0296914	0.0296914	0.0419899	0.0593827	0.0839799	0.118765	0.16796	0.237531	0.33592	0.475062	0.671839	0.311873
0.0208647	0.0208647	0.0295071	0.0417293	0.0590142	0.0834586	0.118028	0.166917	0.236057	0.333835	0.472113	0.744458
0.0150754	0.0150754	0.0213198	0.0301508	0.0426396	0.0603015	0.0852792	0.120603	0.170558	0.241206	0.341117	0.875944
0.0272033	0.0272033	0.0384712	0.0544065	0.0769424	0.108813	0.153885	0.217626	0.30777	0.435252	0.61554	0.492161
0.0173825	0.0173825	0.0245826	0.034765	0.0491651	0.06953	0.0983302	0.13906	0.19666	0.27812	0.393321	0.831022
0.0109476	0.0109476	0.0154822	0.0218952	0.0309645	0.0437904	0.0619289	0.0875808	0.123858	0.175162	0.247716	0.936629
0.00168636	0.00168636	0.00238487	0.00337272	0.00476974	0.00674543	0.00953948	0.0134909	0.019079	0.0269817	0.0381579	0.998543
0.000859634	0.000859634	0.00121571	0.00171927	0.00243141	0.00343853	0.00486282	0.00687707	0.00972564	0.0137541	0.0194513	0.999622
0.0298176	0.0298176	0.0421685	0.0596352	0.0843369	0.11927	0.168674	0.238541	0.337348	0.477082	0.674695	0.299286
0.0215966	0.0215966	0.0305422	0.0431932	0.0610845	0.0863865	0.122169	0.172773	0.244338	0.345546	0.488676	0.722767
0.0310604	0.0310604	0.043926	0.0621207	0.087852	0.124241	0.175704	0.248483	0.351408	0.496966	0.702816	0.110001
0.0301365	0.0301365	0.0426194	0.060273	0.0852389	0.120546	0.170478	0.241092	0.340956	0.482184	0.681911	0.264565
0.0283714	0.0283714	0.0401232	0.0567428	0.0802465	0.113486	0.160493	0.226971	0.320986	0.453943	0.641972	0.419219
0.0264206	0.0264206	0.0373644	0.0528412	0.0747288	0.105682	0.149458	0.211365	0.298915	0.42273	0.59783	0.534039
0.00901586	0.00901586	0.0127504	0.0180317	0.0255007	0.0360635	0.0510014	0.0721269	0.102003	0.144254	0.204006	0.957478
0.0208312	0.0208312	0.0294597	0.0416623	0.0589195	0.0833247	0.117839	0.166649	0.235678	0.333299	0.471356	0.745418
0.0304582	0.0304582	0.0430744	0.0609165	0.0861489	0.121833	0.172298	0.243666	0.344595	0.487332	0.689191	0.223678
0.0203885	0.0203885	0.0288336	0.0407769	0.0576673	0.0815538	0.115335	0.163108	0.230669	0.326215	0.461338	0.757849
0.0161026	0.0161026	0.0227725	0.0322051	0.0455449	0.0644102	0.0910898	0.12882	0.18218	0.257641	0.364359	0.857021
0.0240664	0.0240664	0.034035	0.0481328	0.06807	0.0962655	0.13614	0.192531	0.27228	0.385062	0.54456	0.637894
0.0298871	0.0298871	0.0422668	0.0597743	0.0845336	0.119549	0.169067	0.239097	0.338134	0.478194	0.676269	0.292097
0.0244099	0.0244099	0.0345208	0.0488198	0.0690416	0.0976396	0.138083	0.195279	0.276167	0.390558	0.552333	0.624385
0.00281156	0.00281156	0.00397615	0.00562312	0.0079523	0.0112462	0.0159046	0.0224925	0.0318092	0.044985	0.0636184	0.995944
0.0225484	0.0225484	0.0318883	0.0450969	0.0637766	0.0901937	0.127553	0.180387	0.255106	0.360775	0.510213	0.692362
0.00992419	0.00992419	0.0140349	0.0198484	0.0280699	0.0396968	0.0561397	0.0793935	0.112279	0.158787	0.224559	0.948233
0.0259725	0.0259725	0.0367306	0.051945	0.0734613	0.10389	0.146923	0.20778	0.293845	0.41556	0.58769	0.556094
0.0309234	0.0309234	0.0437323	0.0618469	0.0874647	0.123694	0.174929	0.247388	0.349859	0.494775	0.699718	0.144189
0.0201266	0.0201266	0.0284633	0.0402532	0.0569266	0.0805064	0.113853	0.161013	0.227707	0.322026	0.455413	0.764982
0.0139206	0.0139206	0.0196867	0.0278412	0.0393734	0.0556824	0.0787468	0.111365	0.157494	0.22273	0.314987	0.895302
0.0306041	0.0306041	0.0432807	0.0612081	0.0865614	0.122416	0.173123	0.244832	0.346245	0.489665	0.692491	0.202269
0.00662871	0.00662871	0.00937442	0.0132574	0.0187488	0.0265149	0.0374977	0.0530297	0.0749953	0.106059	0.149991	0.977244
0.00766088	0.00766088	0.0108341	0.0153218	0.0216682	0.0306435	0.0433365	0.061287	0.086673	0.122574	0.173346	0.969486
0.00341777	0.00341777	0.00483346	0.00683555	0.00966693	0.0136711	0.0193339	0.0273422	0.0386677	0.0546844	0.0773354	0.994001
0.00108609	0.00108609	0.00153596	0.00217218	0.00307192	0.00434435	0.00614384	0.00868871	0.0122877	0.0173774	0.0245754	0.999396
0.0213842	0.0213842	0.0302418	0.0427683	0.0604836	0.0855367	0.120967	0.171073	0.241934	0.342147	0.483868	0.729207
0.0311983	0.0311983	0.0441211	0.0623967	0.0882422	0.124793	0.176484	0.249587	0.352969	0.499173	0.705938	0.0574761
0.00495428	0.00495428	0.00700641	0.00990856	0.0140128	0.0198171	0.0280256	0.0396342	0.0560513	0.0792685	0.112103	0.987353
0.00126029	0.00126029	0.00178232	0.00252059	0.00356465	0.00504117	0.00712929	0.0100823	0.0142586	0.0201647	0.0285172	0.999186
0.00844607	0.00844607	0.0119446	0.0168921	0.0238891	0.0337843	0.0477782	0.0675686	0.0955564	0.135137	0.191113	0.962783
0.0302625	0.0302625	0.0427977	0.0605251	0.0855954	0.12105	0.171191	0.2421	0.342382	0.484201	0.684763	0.249396
0.0171516	0.0171516	0.024256	0.0343032	0.0485121	0.0686064	0.0970241	0.137213	0.194048	0.274426	0.388097	0.83592
0.0198285	0.0198285	0.0280417	0.0396569	0.0560834	0.0793139	0.112167	0.158628	0.224334	0.317256	0.448667	0.772914
0.0288384	0.0288384	0.0407837	0.0576769	0.0815674	0.115354	0.163135	0.230707	0.32627	0.461415	0.652539	0.385208
0.0239484	0.0239484	0.0338681	0.0478967	0.0677362	0.0957934	0.135472	0.191587	0.270945	0.383174	0.54189	0.642426
0.0187934	0.0187934	0.0265778	0.0375867	0.0531557	0.0751735	0.106311	0.150347	0.212623	0.300694	0.425245	0.798957
0.0270101	0.0270101	0.038198	0.0540201	0.076396	0.10804	0.152792	0.21608	0.305584	0.432161	0.611168	0.502939
0.0158596	0.0158596	0.0224289	0.0317192	0.0448577	0.0634384	0.0897155	0.126877	0.179431	0.253754	0.358862	0.861647
0.0242024	0.0242024	0.0342274	0.0484048	0.0684547	0.0968096	0.136909	0.193619	0.273819	0.387238	0.547638	0.632602
0.0196289	0.0196289	0.0277595	0.0392578	0.0555189	0.0785156	0.111038	0.157031	0.222076	0.314062	0.444151	0.778113
0.0263264	0.0263264	0.0372311	0.0526528	0.0744623	0.105306	0.148925	0.210611	0.297849	0.421222	0.595698	0.538783
0.0168669	0.0168669	0.0238534	0.0337338	0.0477068	0.0674675	0.0954135	0.134935	0.190827	0.26987	0.381654	0.841832
0.0158497	0.0158497	0.0224148	0.0316994	0.0448297	0.0633987	0.0896594	0.126797	0.179319	0.253595	0.358637	0.861834
0.0288462	0.0288462	0.0407946	0.0576923	0.0815893	0.115385	0.163179	0.230769	0.326357	0.461539	0.652714	0.384614
0.00991546	0.00991546	0.0140226	0.0198309	0.0280451	0.0396618	0.0560903	0.0793237	0.112181	0.158647	0.224361	0.948327
0.00367915	0.00367915	0.00520311	0.00735831	0.0104062	0.0147166	0.0208124	0.0294332	0.0416249	0.0588665	0.0832498	0.993045
0.0170535	0.0170535	0.0241173	0.034107	0.0482346	0.068214	0.0964692	0.136428	0.192938	0.272856	0.385877	0.837973
0.00316389	0.00316389	0.00447442	0.00632779	0.00894884	0.0126556	0.0178977	0.0253111	0.0357954	0.0506223	0.0715907	0.994862
0.0140004	0.0140004	0.0197996	0.0280008	0.0395991	0.0560016	0.0791982	0.112003	0.158396	0.224006	0.316793	0.894027
0.00835661	0.00835661	0.011818	0.0167132	0.0236361	0.0334265	0.0472721	0.0668529	0.0945443	0.133706	0.189089	0.963582
0.0178069	0.0178069	0.0251828	0.0356139	0.0503656	0.0712277	0.100731	0.142455	0.201462	0.284911	0.402925	0.821768
0.00823354	0.00823354	0.011644	0.0164671	0.023288	0.0329342	0.0465759	0.0658683	0.0931519	0.131737	0.186304	0.964667
0.0117418	0.0117418	0.0166054	0.0234836	0.0332108	0.0469671	0.0664215	0.0939343	0.132843	0.187869	0.265686	0.926726
0.0275501	0.0275501	0.0389617	0.0551002	0.0779235	0.1102	0.155847	0.220401	0.311694	0.440802	0.623388	0.47199
0.0292395	0.0292395	0.0413508	0.0584789	0.0827017	0.116958	0.165403	0.233916	0.330807	0.467831	0.661613	0.352896
0.0301743	0.0301743	0.0426729	0.0603486	0.0853457	0.120697	0.170691	0.241394	0.341383	0.482788	0.682766	0.260118
0.0239115	0.0239115	0.033816	0.0478231	0.067632	0.0956461	0.135264	0.191292	0.270528	0.382584	0.541056	0.64383
0.0184225	0.0184225	0.0260533	0.036845	0.0521066	0.0736899	0.104213	0.14738	0.208427	0.29476	0.416853	0.807754
0.0259558	0.0259558	0.036707	0.0519116	0.0734141	0.103823	0.146828	0.207646	0.293656	0.415293	0.587313	0.556891
0.0236752	0.0236752	0.0334817	0.0473503	0.0669635	0.0947006	0.133927	0.189401	0.267854	0.378803	0.535708	0.652713
0.00915342	0.00915342	0.0129449	0.0183068	0.0258898	0.0366137	0.0517796	0.0732274	0.103559	0.146455	0.207118	0.95614
0.000766412	0.000766412	0.00108387	0.00153282	0.00216774	0.00306565	0.00433548	0.00613129	0.00867096	0.0122626	0.0173419	0.999699
0.0271471	0.0271471	0.0383919	0.0542943	0.0767837	0.108589	0.153567	0.217177	0.307135	0.434354	0.61427	0.495324
0.0263304	0.0263304	0.0372368	0.0526608	0.0744736	0.105322	0.148947	0.210643	0.297894	0.421286	0.595789	0.538583
0.0311185	0.0311185	0.0440082	0.062237	0.0880164	0.124474	0.176033	0.248948	0.352065	0.497896	0.704131	0.0916476
0.0150557	0.0150557	0.021292	0.0301115	0.0425841	0.060223	0.0851681	0.120446	0.170336	0.240892	0.340673	0.87629
0.0177252	0.0177252	0.0250672	0.0354503	0.0501343	0.0709007	0.100269	0.141801	0.200537	0.283603	0.401075	0.823576
0.00879753	0.00879753	0.0124416	0.0175951	0.0248832	0.0351901	0.0497663	0.0703802	0.0995327	0.14076	0.199065	0.959555
0.0307399	0.0307399	0.0434728	0.0614798	0.0869456	0.12296	0.173891	0.245919	0.347782	0.491838	0.695565	0.179943
0.0249801	0.0249801	0.0353272	0.0499602	0.0706544	0.0999203	0.141309	0.199841	0.282617	0.399681	0.565235	0.600849
0.031196	0.031196	0.0441178	0.062392	0.0882356	0.124784	0.176471	0.249568	0.352943	0.499136	0.705885	0.0587594
0.0103699	0.0103699	0.0146653	0.0207398	0.0293305	0.0414796	0.058661	0.0829592	0.117322	0.165918	0.234644	0.943337
0.00357174	0.00357174	0.00505121	0.00714348	0.0101024	0.014287	0.0202048	0.0285739	0.0404096	0.0571479	0.0808193	0.993447
0.0309971	0.0309971	0.0438366	0.0619943	0.0876731	0.123989	0.175346	0.247977	0.350693	0.495954	0.701385	0.126956
0.027682	0.027682	0.0391483	0.055364	0.0782965	0.110728	0.156593	0.221456	0.313186	0.442912	0.626372	0.464021
0.00388059	0.00388059	0.00548799	0.00776118	0.010976	0.0155224	0.0219519	0.0310447	0.0439039	0.0620895	0.0878078	0.99226
0.0242744	0.0242744	0.0343292	0.0485488	0.0686584	0.0970976	0.137317	0.194195	0.274633	0.38839	0.549267	0.629771
0.0293551	0.0293551	0.0415144	0.0587102	0.0830287	0.11742	0.166057	0.234841	0.332115	0.469681	0.66423	0.342925
0.0308213	0.0308213	0.0435879	0.0616426	0.0871759	0.123285	0.174352	0.246571	0.348703	0.493141	0.697407	0.165067
