1.767767e-001	1.767767e-001	2.500000e-001	3.535534e-001	5.000000e-001	7.071068e-001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
1.740911e-001	1.740911e-001	2.462019e-001	3.481821e-001	4.924039e-001	6.963642e-001	1.736482e-001	0.000000e+000	0.000000e+000	0.000000e+000	
1.661158e-001	1.661158e-001	2.349232e-001	3.322315e-001	4.698463e-001	6.644630e-001	3.420201e-001	0.000000e+000	0.000000e+000	0.000000e+000	
1.530931e-001	1.530931e-001	2.165064e-001	3.061862e-001	4.330127e-001	6.123724e-001	5.000000e-001	0.000000e+000	0.000000e+000	0.000000e+000	
1.354188e-001	1.354188e-001	1.915111e-001	2.708376e-001	3.830222e-001	5.416752e-001	6.427876e-001	0.000000e+000	0.000000e+000	0.000000e+000	
1.136299e-001	1.136299e-001	1.606969e-001	2.272597e-001	3.213938e-001	4.545195e-001	7.660444e-001	0.000000e+000	0.000000e+000	0.000000e+000	
8.838835e-002	8.838835e-002	1.250000e-001	1.767767e-001	2.500000e-001	3.535534e-001	8.660254e-001	0.000000e+000	0.000000e+000	0.000000e+000	
6.046119e-002	6.046119e-002	8.550504e-002	1.209224e-001	1.710101e-001	2.418448e-001	9.396926e-001	0.000000e+000	0.000000e+000	0.000000e+000	
3.069695e-002	3.069695e-002	4.341204e-002	6.139390e-002	8.682409e-002	1.227878e-001	9.848078e-001	0.000000e+000	0.000000e+000	0.000000e+000	
2.855906e-016	2.855906e-016	4.038861e-016	5.711813e-016	8.077723e-016	1.142363e-015	1.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
1.740911e-001	1.740911e-001	2.462019e-001	3.481821e-001	4.924039e-001	6.963642e-001	0.000000e+000	1.736482e-001	0.000000e+000	0.000000e+000	
1.714462e-001	1.714462e-001	2.424616e-001	3.428925e-001	4.849232e-001	6.857849e-001	1.710101e-001	1.736482e-001	0.000000e+000	0.000000e+000	
1.635921e-001	1.635921e-001	2.313541e-001	3.271842e-001	4.627083e-001	6.543683e-001	3.368241e-001	1.736482e-001	0.000000e+000	0.000000e+000	
