0.0109617	0.880299	0.854944	0.605317	0.00783761	11.1747
0.343832	0.0044029	0.785471	0.799456	0.855242	9.30842
0.758492	0.00105057	0.741935	0.216054	0.784062	10.4681
0.0179664	0.812427	0.447278	0.000123022	0.827328	11.995
0.000114052	0.85912	0.859349	0.818423	0.293512	9.90944
0.258984	0.000112371	0.82944	0.838323	0.423654	11.7441
0.406747	0.335089	0.893794	0.00268978	0.0731509	11.6224
0.00292607	0.0154233	0.0318976	0.818663	0.884481	11.2553
0.803584	0.396864	0.795926	0.796358	0.0216127	9.49064
0.811749	0.00161523	0.862998	0.00980049	0.890086	9.32997
0.00174479	0.812073	0.854923	0.797861	0.688907	9.3909
0.711441	0.848042	0.000822787	0.00120363	0.827328	11.1704
0.753809	0.739348	0.434158	0.792275	0.000302687	10.7278
0.304047	0.00018001	0.880184	0.804535	0.0346565	11.5768
0.318514	0.785632	0.00319775	0.00213962	0.892112	11.0608
0.760275	0.0088478	0.769907	0.799456	0.850997	9.03535
0.753815	0.855112	0.853327	0.786599	0.000302687	8.39653
0.00516192	0.335089	0.893794	0.00301593	0.0731509	11.7837
0.778343	0.000193712	0.00952731	0.792007	0.290137	11.5554
0.0132929	0.763185	0.957778	0.000264535	0.836501	11.9973
0.00253711	0.335089	0.863927	0.00301593	0.856541	10.8961
0.695967	0.855619	0.000822787	0.577603	0.825808	10.9179
0.000158077	0.406123	0.848263	0.818423	0.425462	11.5386
0.780633	0.000234561	0.900639	0.816776	0.429101	10.03
0.742139	0.418582	0.921044	0.000281787	0.0533131	11.677
0.00174479	0.815169	0.860783	0.000903575	0.0428762	11.8964
0.80604	0.405846	0.00132375	0.838082	0.0171524	11.8877
0.002444	0.764038	0.00547776	0.86819	0.779869	10.5162
0.372105	9.22061e-005	0.749456	0.823854	0.0159692	11.5811
0.00165482	0.431912	0.0091016	0.832946	0.673413	11.8832
0.680001	0.825677	0.811355	0.00240955	0.00985441	10.2368
0.816142	0.00235471	0.40356	0.446327	0.73675	11.5818
0.848519	0.82355	0.000145813	0.0139596	0.250399	10.9247
0.785716	0.43683	0.000272252	0.850388	0.673413	11.4036
0.848519	0.450006	0.000145813	0.802502	0.218538	11.3069
0.816534	0.00235471	0.00777226	0.446327	0.736523	11.4893
0.0025567	0.791572	0.000453699	0.880111	0.732111	11.2798
0.0107199	0.948821	0.737992	0.00926557	0.732196	10.4874
0.779402	0.00105661	0.00169874	0.836245	0.702976	10.9604
0.000461846	0.82306	0.000713226	0.394874	0.736787	11.8981
0.772738	0.844522	0.00325362	0.829558	0.620329	10.425
0.792821	0.00152124	0.000378429	0.839925	0.0192101	11.8637
0.776878	0.814031	0.00216476	0.690743	0.0793868	11.0868
0.392203	0.000388227	0.914271	0.833998	0.000464776	11.8906
0.0183281	0.934842	0.00111127	0.856392	0.734152	10.5433
0.00571819	0.00552764	0.876694	0.406653	0.767091	11.4628
0.774412	0.891724	0.00343658	0.876471	0.00151794	10.5235
0.793211	0.909436	0.000118022	0.854956	0.796995	9.84653
0.00112305	0.904087	0.763185	0.820322	0.0020658	11.4409
0.0222458	0.833029	0.00825603	0.000541591	0.83973	11.8235
0.858018	0.906695	0.00920812	0.40678	0.00444238	11.9389
0.391252	0.000907344	0.852397	0.0331226	0.83318	11.9899
0.836499	0.000358639	0.618787	0.835358	0.7439	10.943
0.884038	0.00409135	0.00469594	0.829472	0.326911	11.8999
0.00179356	0.87901	0.904435	0.00684716	0.757264	10.5627
0.417285	0.0121207	0.823023	0.000612262	0.81718	11.2795
0.779322	0.840922	0.00148763	0.812627	0.324034	9.72656
0.00833075	0.10147	0.86222	0.439981	0.824681	10.8278
0.790606	0.010173	0.824642	0.86735	0.777278	8.87411
0.372326	0.379549	0.840046	0.794101	0.00167628	10.6167
0.405251	0.399822	0.86641	0.000836929	0.773504	11.0885
0.865157	0.399766	0.00156377	0.0208949	0.786615	11.2968
0.861889	0.898316	0.411123	0.00101151	0.00612131	11.124
0.00823481	0.800309	0.407231	0.000755246	0.798782	11.89
8.9328e-005	0.770322	0.459063	0.813114	0.810927	10.1813
8.9328e-005	0.790319	0.0100728	0.876742	0.823373	9.16665
0.856592	0.784036	0.799179	0.00334902	0.341616	9.83416
0.819242	0.837161	0.000648754	0.803755	0.753363	9.30123
0.0130559	0.830658	4.98289e-005	0.835047	0.42452	11.9958
0.811375	0.766883	0.807227	0.00100207	0.824521	9.47348
0.78875	0.770691	0.834673	0.850688	0.000705357	8.7545
0.00591611	0.0169648	0.693595	0.838444	0.807945	11.8185
0.417285	0.800309	0.868142	0.000612262	0.798782	10.1598
0.758176	4.99043e-005	0.000648754	0.802592	0.771799	10.4179
0.00904355	0.782487	0.804381	0.825751	0.0059675	10.6744
0.857925	7.29179e-006	0.0218202	0.385924	0.811109	11.5915
0.0109435	0.347701	0.807479	0.773826	0.811766	10.1234
0.490354	0.81473	0.00087429	0.779098	0.785751	11.1293
0.810647	0.00875278	0.00107241	0.854314	0.000416452	11.4182
0.0183363	0.802869	0.809951	0.00461888	0.39758	11.5364
0.836874	0.826978	0.00915987	0.424659	0.792866	10.0914
0.00689451	0.800381	0.742053	0.860691	0.0103669	10.271
0.00156589	0.803156	0.727627	0.855944	0.391912	10.389
0.450136	0.845446	0.890195	0.828833	0.00142783	11.2898
0.879922	0.817377	0.00171727	0.0447134	0.832483	10.2578
0.0318184	0.811867	0.716923	0.000160509	0.831941	10.3132
0.808356	0.00751998	0.0196004	0.42227	0.814101	11.6993
0.792788	0.377175	0.807741	0.0260242	0.00773755	11.1461
0.478446	0.829726	0.00137995	0.322399	0.800277	11.1842
0.819394	0.000914367	0.81554	0.0208147	0.815554	10.926
0.863745	0.843565	0.703449	0.46123	5.90534e-005	11.5385
0.824643	0.0096858	0.0267492	0.00393913	0.778856	11.6633
0.923147	0.837808	0.00217121	0.872099	2.35615e-005	10.7198
0.479099	0.7993	8.90926e-005	0.919812	0.777	10.7013
0.0702723	0.766404	0.00175061	0.860564	0.773661	10.8146
0.00141603	9.3173e-005	0.691875	0.879866	0.805867	11.461
0.231402	0.184839	4.79579e-005	0.375607	0.692415	11.8637
0.260448	0.844699	0.137926	0.769922	0.00216064	9.95035
0.247487	0.0224212	0.215572	0.361993	0.812357	10.9834
0.656674	0.000298999	0.622739	0.25276	0.792783	11.7723
0.0765167	0.18727	0.00215608	0.859161	0.647948	11.3791
0.247487	0.000545632	0.215099	0.786531	0.812357	9.57604
0.662718	0.188128	0.517603	0.000160358	0.161118	11.903
0.718384	0.879047	0.113602	0.0224021	0.0127885	10.5421
0.838609	0.833657	0.028589	0.763647	0.671494	8.27622
0.012032	0.227164	0.000332186	0.00230552	0.736416	11.9622
0.022029	0.188128	0.443373	9.54115e-005	0.693777	11.8632
0.263779	0.744021	0.444219	0.000130428	0.690386	11.0436
0.785805	0.00305495	0.139725	0.200749	0.248358	10.7988
0.000217563	0.721677	0.431942	0.79426	0.0710517	10.3906
0.838609	0.895581	0.028589	0.766092	0.221714	8.68117
0.0068463	0.00490968	0.109645	0.750971	0.726643	11.887
0.199713	0.859898	0.170795	0.00232279	0.207371	11.4304
0.00639551	0.723814	0.00992861	0.855605	0.0903221	11.0882
0.847361	0.823931	0.67454	0.794099	0.00520135	8.2027
0.837726	0.834661	0.0273522	0.333255	0.728866	8.44873
0.259236	0.00167531	0.627655	0.291122	0.832273	10.6811
0.842853	0.817809	0.676113	0.333882	0.00299552	9.55958
0.66272	0.464591	0.00379164	0.771388	0.00063209	11.961
0.839917	0.834661	0.00204235	0.331645	0.0325484	9.69943
0.667128	0.79508	0.510791	0.000160358	0.691245	10.3097
0.766616	0.00142214	0.118378	0.786078	0.675705	10.2995
0.658827	0.000498352	0.00113173	0.700695	0.00777397	11.9743
0.259236	0.00167531	0.627655	0.786571	0.797744	9.81363
0.664294	0.00167531	0.51795	0.786571	0.797963	9.73197
0.688808	0.187651	0.00791976	0.394314	0.693777	11.4146
0.0068463	0.00490968	0.537202	0.759199	0.726643	11.5337
0.856495	0.264089	0.101818	0.286119	0.00447113	10.7333
0.856495	0.265594	0.101818	0.7625	0.0311647	9.56499
0.68284	0.844706	0.137926	0.758249	0.0139733	9.53012
0.00043898	0.803499	0.853519	0.00549009	0.378951	11.8102
0.407838	0.831713	0.742536	0.872291	3.5562e-005	11.2995
0.824461	0.802502	0.000616974	0.809176	0.00091782	11.042
0.815399	0.80913	0.000374118	0.00509184	0.925581	10.3927
0.882333	0.793905	0.000677928	0.428216	0.865383	10.46
0.00203518	0.81498	0.00244489	0.824744	0.00375948	11.7832
0.784056	0.76805	0.0141925	0.814524	0.81857	8.45796
0.793952	0.000630131	0.746875	0.0104353	0.0709633	11.6102
0.00163567	0.815592	0.0638474	0.888646	0.424983	11.8116
0.00169839	0.00155487	0.868275	0.814903	0.372577	11.2503
0.00166245	0.81015	0.846991	0.00441441	0.841917	10.1287
0.812424	0.755592	0.0100415	0.00697305	0.933551	10.5213
0.00159518	0.00155808	0.868799	0.0255041	0.890359	11.903
0.853847	0.389637	0.00128734	0.00686946	0.85646	11.5066
0.0017152	0.412638	0.820915	0.79849	0.83212	9.621
0.00166245	0.81015	0.467368	0.00441441	0.932433	11.5821
0.00239038	0.811436	0.441621	0.41229	0.842224	11.2932
0.00203518	0.811021	0.0109962	0.0078514	0.842224	11.4098
0.808741	0.0158022	0.00710009	0.381742	0.888884	11.354
0.794465	0.000630131	0.0638073	0.812811	0.0709633	11.9223
0.90041	0.406616	0.956033	0.000374089	0.848712	10.6354
0.784112	0.337121	0.871019	0.000229051	0.00407986	11.5458
0.808866	0.337121	0.871019	0.396125	0.00197851	11.1025
0.438602	0.638205	0.363107	2.38545e-005	0.823411	11.8462
0.64012	0.000267336	0.000724704	0.886252	0.838772	10.6208
0.88981	0.69273	0.00653945	0.02461	0.920388	10.2158
0.00335839	0.608747	0.378356	0.86204	0.839835	10.9543
0.661891	7.68208e-005	0.400871	0.43402	0.809414	11.8109
0.900256	0.519482	0.371607	0.00231809	0.000379514	11.6966
0.113915	0.0105898	0.803206	0.000768326	0.88089	11.2534
0.84058	0.169002	0.774307	0.249801	0.000411181	11.0152
0.692909	0.575029	0.000631233	0.811698	0.410493	11.6736
