0.653357	0.278641	0.149417	6.96649
0.0660677	6.49463e-005	0.802784	6.66974
0.172413	0.728347	0.6889	5.95956
0.000308004	0.719543	0.808938	5.68488
0.617741	0.664117	0.667014	6.63849
0.75077	0.135494	0.136601	6.49319
0.864129	0.669252	0.815713	4.22197
0.177144	0.72439	0.000794828	6.93028
0.203409	0.000506217	0.805514	6.49379
0.662049	0.701158	0.305451	6.39156
0.656445	0.879181	0.796631	4.43252
0.0278518	0.707519	0.159227	6.99652
0.741874	0.655501	0.674386	5.88444
0.760512	0.856161	0.662221	4.64848
0.782921	0.85117	0.191731	4.70295
0.647876	0.855729	9.62761e-005	6.05435
0.658659	0.846004	0.128734	5.68334
0.616473	0.664276	0.767253	5.87679
0.663032	0.166725	0.680537	6.46866
0.183378	0.828974	0.771492	4.87974
0.0330011	0.823894	0.00379139	6.56099
0.801475	0.710851	0.670508	5.04292
0.767656	0.2532	0.00483402	6.40842
0.791712	0.114936	0.792331	5.04206
0.159667	0.717204	0.14427	6.63371
0.00123644	0.74836	0.677621	6.33353
0.720253	0.728475	0.00105404	6.11156
0.000144194	0.274158	0.671954	7.36889
0.656738	0.705369	0.168892	6.54216
0.741874	0.00882633	0.674386	6.37791
0.160171	0.67672	0.822003	5.7286
0.769132	0.253828	0.652172	5.87859
0.000144194	0.868834	0.809747	5.08558
0.720253	0.735729	0.791276	4.6794
0.00226138	0.652309	0.689995	6.85954
0.025138	0.711784	0.774633	5.78168
0.848217	0.000790198	2.74441e-005	6.67904
0.253495	0.641477	0.00146525	7.28881
0.13982	3.67275e-005	0.700537	7.00384
0.00479294	0.122535	0.858584	6.2608
0.00120189	0.759176	0.134417	6.69618
0.122056	0.648132	2.74441e-005	7.49365
0.184449	0.832871	0.805011	4.67419
8.1221e-005	0.761885	7.48538e-005	6.93983
0.164446	0.295635	0.00573964	7.45036
0.869751	0.139161	0.00295972	6.20622
0.141033	0.273238	0.699957	6.5572
0.850699	0.127394	0.687493	5.4253
0.839134	0.270994	0.695193	5.23912
0.721592	0.00320963	0.190485	6.86531
0.32752	0.713869	0.776682	5.46109
0.141033	0.733261	0.00199956	6.71265
0.667941	0.838986	0.68895	5.1426
0.808689	0.649228	0.134326	5.82356
0.85395	2.4886e-005	0.835067	5.04356
0.000616478	0.836659	0.667228	6.03853
0.816723	0.680679	0.00448742	5.93819
0.173346	0.868804	0.676638	5.40923
0.693941	0.000868664	0.705333	6.58459
0.293949	0.18258	8.55437e-005	7.47779
0.00284648	0.185734	0.13322	7.65849
0.296224	0.127394	0.687493	6.74448
0.194344	0.720419	0.744173	5.59729
0.718367	0.156234	0.622588	6.45755
0.686583	0.717329	0.630993	5.95152
0.169604	0.858488	0.138378	5.88752
0.681896	0.12876	0.869467	5.73622
0.668339	0.276772	0.281449	6.71016
0.714587	0.129849	0.162699	6.6282
0.272144	0.000391781	0.691802	7.0566
0.68346	0.129671	0.000711066	7.28821
0.6671	2.09599e-005	7.618e-005	7.62264
0.8581	0.000309594	0.705535	5.6379
0.680933	0.276794	0.800255	5.58454
0.822648	0.693906	0.68863	5.02472
0.00197786	0.294004	0.705333	6.96747
0.704865	0.832745	0.808064	4.00376
0.739342	2.4886e-005	0.797945	5.73416
0.170593	0.766335	0.136507	6.43502
0.798863	0.673069	0.134488	5.62916
6.20479e-006	0.140462	0.369828	7.77247
0.00879367	0.850871	0.140274	6.20218
0.166261	0.85842	0.152547	5.83689
0.15019	0.262153	0.713678	6.59897
0.706035	0.717603	0.726268	5.08463
0.69328	1.92895e-006	0.866394	5.67919
0.827195	0.00025349	0.791612	5.16086
0.135302	0.637102	0.701247	6.58433
0.687228	0.864433	0.635748	5.24378
0.831032	0.799734	0.67902	4.30532
0.685313	0.204574	0.826706	5.40374
0.654794	0.682413	0.278001	6.49871
0.00879367	0.850871	0.704923	5.52821
