2.992130091716333385e-04 1.576358301797552500e-02 1.575065439424029878e-01 6.439702093327959176e-01 2.402816002548416319e-01 7.313167462818866982e-01 3.720662640154636519e-02 3.555369006535641363e-01 1.249194541422023974e+01 8.443377263930146981e+00 1.260285297866001919e+01
5.130490910877497091e-02 5.255937660356597707e-01 2.254012311059834239e-01 3.086589350248525876e-01 6.894248455226773764e+00 7.001728375562215945e+00 1.311313558326328454e+00 3.649328420006293094e-01 1.400349951129746362e+00 7.538633579820746000e+00 1.704223875307349090e+00
1.303510496159245545e-02 2.015863306850629658e-02 7.732867115454539197e-02 3.833631030572037801e-02 1.399273015617018626e-02 9.172124606913950595e-02 8.622093615329663729e-02 5.076993102957659543e-02 1.254880798144067633e+01 1.610508198396323198e+00 1.566677833711271717e+01
1.286608267257075174e-02 1.310681125585892726e-01 3.840355010056055451e-02 8.406796299459693422e-01 8.254956631567339498e-02 8.500304570837315055e+00 4.812662311116713276e+00 8.599469151892971674e-02 6.942288018691794571e-02 8.960201263391777360e+00 8.991303329852765813e+00
8.056050689526396413e-02 2.612033451752952540e-01 1.139748239037625954e-01 5.501999796733151094e+00 3.385305291917961590e+00 2.432477819052074608e+00 5.586320988427709189e+00 3.537769859492600477e-01 6.753902730026728918e+00 8.326292026483192443e-02 5.589316690372978513e+00
3.083416245803851079e-03 4.782997206406007507e-03 2.663483211506972176e-02 2.085553963983073633e-02 6.800807490556098900e-02 7.137286080248249398e+00 2.396020137233388247e+00 1.045682052543484630e+01 7.840188280407300425e+00 1.070991447541341096e-01 2.640714902693256511e-02
3.755282936422933964e-03 7.135323237812769316e-03 1.641320249762217465e+00 9.953173358915277102e-01 8.658716949774103000e+00 3.965244359967776688e+00 2.528412886438219029e-02 1.209020048749690351e-01 7.155072909349786681e-01 4.627402758709874275e-01 4.849222940240383473e+00
3.751627144525980159e-03 3.182347051604167421e-02 9.581955100591132979e-01 4.366185244524431464e-01 3.964603624478401089e-01 4.418269500995411825e+00 1.758641867595096553e+00 5.816364917708673893e-03 1.047468865502215740e+00 1.381987527566979068e+01 1.278419612386463911e+01
6.013329013381371515e-04 1.112759613715303677e-03 2.002621355802930089e-02 1.050220483855066229e-02 5.098290909150816619e-01 2.076729082270207805e-01 1.076239665985721139e+01 2.547181896991946096e-02 7.558697271640618665e-02 1.274504204971293753e+01 7.805268560272986267e-02
2.934906811531738657e-03 6.524838008682034944e-03 6.536319367023117610e-02 1.737310249470333176e-02 5.748551151595975295e-01 1.413704523540241231e+00 7.028873756293263497e+00 1.082613689193518552e-01 9.987675331952500457e+00 1.256883105396649825e+01 3.665190878680617992e+00
9.545610421660829029e-03 2.002665177350890779e-01 9.197954392109784771e-02 2.842929177709261901e-01 4.473368761249797210e+00 6.600728005135435339e+00 5.995039489170332914e+00 5.200081306439480855e+00 1.013347122256173967e-02 7.272941831761330356e+00 5.905595017087017062e+00
6.522065376194035036e-01 6.460634995197992447e-01 4.960763988982334283e+00 2.072592234569075931e+00 1.691584830644133064e-01 2.979721535666141730e+00 2.906558798801369692e-01 1.066983252896914064e-01 9.952526816042536195e-01 4.533407535622478335e+00 5.115401312822494967e-02
4.917089184879013669e-02 1.365135168607187754e-01 1.695131409549960897e-04 1.604944677358234317e+00 5.510215515227173455e+00 2.321480033170101986e+00 2.888574392734432728e+00 1.624904989919029041e-01 1.270180484102229634e+01 8.751076111714169159e-02 6.076534203059662964e+00
1.260261014770477223e-02 2.388373660033952031e-02 1.382360188642139387e-01 4.893565484929456727e-02 8.339433896169978766e-01 4.453635948712800913e-02 5.699961020084259644e+00 4.479163369465505085e+00 1.069324897461172164e+01 8.920822160435424308e+00 9.749330631759232091e+00
