1.067207708648783889e-03 4.212005051643306908e-02 1.805234864372245313e-02 1.227835183961237531e-01 1.156774242124271185e-01 7.210517186146205404e+00 2.429629629113247979e-01 1.034051035762846560e+01 8.451885645308456319e+00
6.902864412363703822e-04 1.012122372707020997e-02 6.116821648647187415e-02 4.535252676909221070e-01 5.644236340706406452e+00 1.626682306857746951e+00 1.008241905759233781e+01 6.009327049238107676e+00 6.883100225170346587e-02
5.946354935944414555e-02 7.685819414864758503e-02 7.964622299840966591e-01 5.474232483316729958e-01 5.903088530151982205e+00 5.025371020333718519e+00 3.550501761157407010e+00 9.969687842146988999e+00 8.901373312056370946e-02
1.714139351618950585e-04 1.487128038280297656e-03 7.391132532119924423e-03 4.852912328292597992e-03 1.650820887682662857e-02 1.067890636816145114e-02 5.738387496510355845e+00 1.168667881533671959e+01 9.833986128488579226e+00
1.019815919776768248e-02 7.330185669725618192e-02 3.588068290378383651e-02 3.905175091214465599e+00 4.109206890144320168e-01 3.522879314455813038e+00 5.826253904172124187e+00 1.018656667711398001e+01 5.545482652596339435e+00
4.708618265267996289e-03 1.695973747815947980e-02 1.070933834407989671e-01 4.669927142876156151e-02 8.995409727741627837e-01 4.777103996454266976e+00 2.828739970613041166e-01 1.379859492436125556e+01 5.366651484807373862e+00
6.148180618347739816e-03 5.964020419701929893e-02 9.994639009123363130e-03 1.008968596181415711e-02 6.371958233068715671e+00 1.916637836137180750e+00 6.975833032173306414e-02 1.206074016491166390e+01 2.057933311274346561e-02
1.248490397947326844e-02 4.903304791276891922e-02 3.524922550814070243e-01 7.669793611520607790e-01 1.816423966009838575e-01 5.441497719980176839e+00 3.269442792720266944e+00 1.363913592374603745e+01 6.341414180916139787e-02
7.305195308266540120e-04 1.158280264021081633e-02 1.344154217356740566e-01 5.518202700775943353e-02 8.826871477602047378e+00 5.378399646984236782e+00 1.189639508060185390e-02 2.229770903013299499e+00 5.438911953254176382e-03
2.869481041985154635e-01 2.109861537626438466e+00 2.847287930366237507e+00 4.558253178806447536e+00 7.747748471290915040e-01 3.187081614548124442e+00 3.449622820301539439e-01 5.096784732685349928e-01 4.869517111412397625e+00
3.802798816575682643e-04 1.012047904219715889e-03 8.635417239436865566e-03 7.824751649940715412e-03 3.414842640705596614e-03 1.729591692239295514e-02 4.312645232534870310e+00 1.463630642140073590e+01 4.704157521155423183e+00
1.518281157793410600e-02 1.111871150529574748e-01 7.222982991537116870e-01 5.416336286113258680e+00 4.951004218330846030e+00 1.671413187696261377e-02 5.212838011282454609e-01 6.276905068536617338e-02 9.520682103840480082e+00
2.077598045319067194e-02 6.404114447858028081e-02 4.193317943183393903e-01 3.950129205259174991e+00 4.656355133755492481e+00 5.766771529151388034e-03 6.581193053145298677e+00 7.558595982798786972e-01 1.003680096970541946e+01
1.395173280398348190e-03 1.310753191027322177e-02 2.806095546602267454e-01 4.075421365794345552e-01 8.406852123632888030e-02 5.790300343202167355e+00 4.728282800000747389e-03 5.465606571770568328e-02 1.571569556106742915e+01
5.187484573679288502e-01 2.903659280938478915e+00 9.226536155102336989e-02 2.488187787373613569e-03 2.729621823312011308e+00 4.957579560752474634e+00 3.798130812533977996e-01 6.389769535359645758e+00 2.013464996870623358e-01
2.107551264361217421e-03 1.578030151349040996e-02 8.674214556154370426e-01 4.323478999695421265e+00 5.724420831728758152e+00 5.031912150336157019e+00 3.373966270275329471e+00 4.792045398367387854e+00 3.401327795348734639e+00
1.233854266645743360e-02 1.118870025978352944e-01 1.025830339579256179e-01 5.965234984285653574e+00 6.515251732677128871e+00 4.688679709706967957e-03 6.565035739817949405e-03 2.170410983244050573e+00 8.655553429544195210e-03
1.396740014161517232e-02 4.972900320377497685e-02 1.039725572596339742e-01 5.029688872567430913e+00 7.010874984016290945e-02 1.391629058063390545e+00 1.003719864465205802e+01 4.429504028563482798e+00 1.519031507518873447e-01
