4.203021898140345443e-03 2.027636229680772340e-02 6.417366315743977534e-02 1.691866019529980614e-01 2.007263038684914958e-01 5.648871230490004614e-01 8.312201417980084273e+00 8.430971023509867823e-01 8.203296008004024031e+00 4.451846844130450620e+00 1.363680107365335203e+01 1.205286639996987208e-02 1.284751730821126481e-01 8.655320563375544507e-02
7.513428212869153241e-05 7.885810778273953572e-04 2.112164465931337925e-03 6.467076766589327161e-03 2.621771312668896847e-01 1.461312048280725539e-03 1.380620550663641755e+00 5.127060161339440647e-01 2.406081790665158149e+00 1.115837528641617382e+01 1.004009998590529662e+01 3.329736235404331945e-02 1.592390439387371259e+01 7.721103063292988011e+00
1.922463446595936353e-03 2.258609595796436109e-02 3.081043920025131055e-01 3.930684616510921603e-01 1.229321129970994519e+00 5.202701868813813801e-01 1.807870675974729627e-02 6.276422977267261949e+00 1.301600816629275847e+01 2.345432757344113828e+00 1.048720363091787122e-01 9.511762024756198475e-01 1.137711028943045477e+01 8.599601425284612688e+00
2.317600250263540261e-04 2.222286338508340682e-03 1.454466875655402447e-02 5.236709281324598148e-02 4.673345394939570907e-01 4.823447109819262835e+00 1.073997896318039103e-01 2.169861740756699395e-02 4.422087273042252242e+00 2.362444775603000480e+00 5.831151268305140967e+00 3.274455775616664344e+00 1.165592484855087285e+01 1.923637313686668548e+01
7.687016825259739892e-06 3.374428701307195816e-08 3.925464932689972072e-06 6.846853445623725116e-05 9.978937064355679701e-05 8.036874161394696493e-04 6.615871615882590318e-03 8.617429228845291389e-02 2.025640394650465859e-01 9.650786464859123504e-02 6.897161644643484912e+00 5.211541517740411855e+00 2.106430728697475985e+01 1.245960709654190879e+01
3.343010453820400955e-04 2.792204871708868670e-03 1.482899810683379130e-02 7.415306678310860933e-02 6.760595212505853269e-01 6.309026751394845256e+00 2.567261956780834797e+00 7.695168708833562965e-01 4.964275495696549356e+00 3.425761330560274764e+00 9.319132916191076532e+00 2.082834485378878484e-02 1.581230516559603316e+01 4.708642814444591984e+00
4.076888880760885965e-04 4.784143842475495540e-04 8.307394651536997160e-03 1.098861254341887417e-02 5.137165436123751656e-03 7.477107868830179874e-03 5.859767839617224805e-01 8.312116662411037638e+00 1.649560877469443021e+00 2.761635128422452734e+00 1.453798074283582098e-01 9.411538226820752584e-01 1.416757103658767747e+01 1.776149847868455822e+01
8.472317180793148073e-04 8.201843080957959414e-03 3.528531617393705633e-02 4.126198923638776245e-02 2.721863709787552543e-01 8.416539026609289209e+00 8.126625342406907926e-01 3.794241839732529625e-02 5.748915623747185677e+00 3.855374414131100380e+00 1.328104494718331274e+01 1.229673920758686811e-01 4.164187948255876348e-01 5.591085971179329123e-02
1.060591265395977555e-02 1.781185954761885237e-03 9.677896793157664268e-02 3.525138367383297971e-02 4.374415062358559536e-02 5.606445987101208672e+00 2.831559583304980698e+00 1.352361937396000302e+00 2.967488258355309091e-02 8.697400143938828210e-01 7.638986350727559049e+00 1.301084143607588572e+01 2.879581228223861977e+00 1.545650436247768411e+01
4.273630704443565596e-03 2.523959399155183397e-03 4.309913949337450950e-02 1.983433057790595366e-01 3.358055349116087496e-01 4.086105411727183778e+00 1.166422356067504218e+00 4.959471481586612995e+00 6.117936737622087576e-03 1.044325376035627251e+01 3.112657531795730570e+00 1.513617127058101630e+01 1.211568287252379750e-01 8.343380441102555167e+00
8.189037932958032366e-04 3.594804755241734170e-06 8.145952907868457635e-04 7.575552640265167427e-03 2.657368623825984849e-02 5.898235142415189820e-03 1.448389300231967512e-02 1.693892637092532683e+00 6.512770696793069192e+00 2.616035835942784882e+00 2.315707467635052530e-01 2.493225127962011012e-01 2.204262219212488816e+01 9.771447941949444882e+00
7.754399780764746619e-02 6.969800814583607673e-01 1.966634666197695003e+00 1.973672303938117878e+00 1.823297023995197108e+00 1.044760324137502083e+00 5.905118006428711652e+00 2.251435104527908404e+00 1.291067075076079984e-01 1.959071324296087543e-03 1.165155585223779866e+01 9.467699060125729371e-01 7.915598859058948777e-01 1.477042809320641581e+01
7.851207010540596845e-04 7.196794408980682935e-03 3.547155837460184286e-02 1.279531422837058841e-02 2.229009799086743016e-01 6.111497144746234511e+00 1.107755134415357341e-02 2.913178189899494175e+00 8.633528980903238947e-01 3.398297888643849518e+00 8.413526163829928350e+00 2.270169227594254560e-02 7.706598542877593494e-02 2.037462764363549894e+01
2.591239515779543597e-03 1.291890337281401124e-01 5.113432141279667942e-01 4.068242944857522470e-01 1.826375006279130075e-01 3.828812786323553929e+00 7.934666689939355588e-02 8.524504074350883753e-01 8.539788064536649514e+00 9.584394747197420017e+00 1.223534933234912891e+01 5.549683503640427951e-01 7.773387644908236638e+00 4.860460531912612403e+00
1.021702858861662649e-01 1.073856320105118778e-01 3.287773603364604891e-02 1.261804366894072327e-01 1.220422719594377980e+00 3.754845725059635098e-01 6.548147921233949731e+00 1.404897453350838488e+00 2.237939904215343834e+00 7.001937570721583626e+00 9.996601007223462787e+00 1.116724209263280621e+01 1.142339082864979005e+01 5.801601474844347850e-03
6.476200136706431864e-04 2.483838114366483229e-03 1.035337757895146357e-02 1.325373895893691978e-01 4.958544641019561050e-01 1.926242128933872977e-01 2.936404623148627380e+00 7.499666492508676452e-01 9.479293364287393331e+00 1.229414510627439583e+01 2.540555231346205645e+00 8.775364925359574464e-02 1.229571625516635969e+01 6.779244688240912531e+00
4.790178555875217355e-03 2.898827031701472698e-03 1.640139556584207722e-02 4.125065710350949572e-02 8.847485953575684459e-02 3.957668528406683706e-01 9.164315860909898248e+00 1.869780824616642745e+00 4.640817752241491179e-02 2.251742180083056599e+00 8.757155326596341993e+00 1.488465402643130808e+01 7.636787948405939774e-01 9.816849318699819027e-02
7.745472237463574971e-06 5.176357866765982259e-05 9.965890256438904218e-04 2.009816545378359433e-03 8.966604892438988575e-03 1.157059857407681247e-01 5.199017604367531797e-01 6.602023462055895742e+00 9.030864258180855586e+00 1.375107713333344428e+01 2.521013951106919060e-01 4.852240652744963967e+00 6.426484495518789863e+00 1.160420977210548488e+00
4.189641764625680331e-02 1.126532474372654025e-01 4.382555847636717128e-01 1.451388309597587245e+00 4.612794349174536568e-01 5.887114995244187021e-01 9.260010883568757123e+00 4.045765089152101313e-01 1.541090812857220105e-01 9.503929515805914718e+00 7.266878533122013151e-01 1.064782652707225274e+01 7.629894365184096472e+00 2.493174300032379165e+00
1.328723174401202738e-02 3.097263045729906680e-03 1.752372621372937367e-01 1.417490316923000482e-01 1.419885474483178367e+00 5.185134594794890139e-01 8.799593024681378495e+00 2.583341083190784371e+00 1.554640771995882353e+00 1.386573139440141697e-02 7.348029641558300185e-01 1.116000784572062088e+01 1.489125129358180466e+01 1.479902037890548527e+00
2.677404063834194423e-03 3.249073284373534161e-03 2.317944329859749492e-03 1.003680823600089193e-02 4.592369762975954950e-02 4.214053942914378070e-02 2.329342036809569638e-01 2.729806423290871642e+00 1.536464275545671998e-01 1.937672098625250749e-01 1.764850124483050209e+01 8.585817679433132010e-01 1.000067667839610763e+01 1.180156161272902793e+01
1.865614657757757450e-02 7.421297973246587798e-03 4.253179130701847943e-01 8.599961205781629925e-01 8.121407804319336066e-01 5.554818964649914648e-01 4.035251559299199431e-01 8.344169817302130809e+00 1.064459541969933060e-01 7.441528291976570841e+00 9.382134543235626012e+00 3.504466701160012521e-02 4.843996076125169026e+00 1.648743018461279419e+01
3.153234215645662752e-01 3.363071196424862741e-01 4.374692273725825586e+00 1.534970243345880503e+00 2.772482585068281047e+00 1.935889040858260524e+00 4.987649633686743300e+00 7.442553888867460554e-02 5.238609618346316665e+00 5.779587432698411265e-04 4.939994277423263025e-01 1.925398041138702832e-01 7.559680950525885734e+00 6.740113224902559430e-02
9.186394426228473853e-02 1.053125153557971788e-01 4.380144696363020840e-01 6.066854243209846703e-02 3.636338294461938236e+00 1.180300596284556969e+00 3.225924803151491993e+00 6.396282926506026811e+00 1.612051013768391883e+00 1.378001533103929421e-01 1.101576514519607564e+01 8.098572634224937561e-02 1.598948191193202284e+01 7.418617413985098552e-03
3.296670926745282060e-02 7.954129172473789694e-04 3.100185467859783300e-02 1.318169545797886544e-04 3.602103097387926445e-01 9.313399175364103777e-02 2.981232217850616983e+00 6.051613054435873273e+00 3.695029928597578728e+00 1.189490317499903860e+01 8.355619045154801583e+00 8.518825051222137290e+00 2.130850188975467852e+00 1.036855765379700323e+01
1.532037689694918658e-01 8.664059845925140002e-02 1.870014538426822970e+00 1.149955327328692656e+00 1.018339357085623620e+00 1.357148882521729050e+00 2.179459276215821806e+00 2.286556841791376193e+00 1.317455186454161620e+01 1.043321202457804731e+01 2.819473695646937950e-01 5.542360995533247500e-03 2.280567527173402165e-02 1.834272634169331617e-01
5.142338667437525157e-04 3.702600240027385673e-04 8.344306026746906024e-03 1.669055848497109917e-02 1.187040118198124869e-02 2.600285799797437125e-01 2.354061920196672724e-04 6.653764186631192512e-01 9.216926284762565480e-01 7.236251598424754405e-01 1.017471847376448579e+00 2.042527203306106998e+01 2.195574414330359325e-01 1.447794330674579300e+01
1.031598904028898262e-04 8.394900510850081320e-05 1.141083543726905715e-03 1.223337548619159772e-03 6.157624551222354650e-03 2.457033206004123008e-03 3.452432484126160129e-04 7.674175134744182052e-03 5.137029756238511990e-02 5.167359675367913852e+00 1.797194194906233733e+01 9.387635860671629473e+00 8.735399675160913091e+00 1.283067342155289059e-01
2.306164587574652594e-04 1.012354747120932691e-06 2.988566692224089473e-04 2.205831941285382649e-03 7.560609209269331284e-03 3.018197579935475751e-03 1.261723411026887676e-01 8.725278610328517370e-01 4.577191583859463897e+00 1.072610892862538812e+01 1.832209007570934078e-01 9.901217914612985282e+00 1.790226183487835598e+01 4.780647095985352535e-01
3.601853663879696354e-03 2.855079654046889948e-03 4.925841904722340348e-02 2.676326374612493161e-02 2.232448679191180799e-02 3.496168163486372549e-02 9.547541586727208429e-01 9.285186294505283489e-02 1.515062917338978021e+00 1.264352720247685902e+01 6.426404146303306419e-02 1.839229681641671732e+01 8.882362392803461182e-01 1.448830255821722535e-01
5.685667067002173926e-04 5.489657430546613336e-03 5.644717580309795840e-02 4.985629846392216485e-02 4.634261786654971654e-02 2.655460291244594179e-02 1.500899873292002584e-01 5.722457467289054911e-02 3.281496504021740642e-03 8.384419851416081926e+00 1.622860868157249215e+01 9.447094291651995102e-01 1.368382838667499095e-02 1.477042809320641581e+01
