7.449873950620524224e-04 8.348610062974157154e-04 7.913208116348005583e-03 6.058092256957487570e-02 3.856974709124162681e-02 2.025497115923786257e-02 2.631367115236593612e-01 2.328327139742245144e+00 1.021025072271512535e+01 1.030958788808537863e+00 1.104198294905039734e+00 1.391539166175599895e+01 1.709788050243307364e-02 1.563251577018782612e+01 1.678572094722665220e+00 4.774961825994505915e-01 5.109140732054194833e-01
9.117806792929280613e-04 9.137142890307198631e-04 1.251375116597084995e-02 1.276143326689022917e-01 9.601659210947119383e-02 5.986679838731654574e-02 1.680267528368640517e-01 3.118291482330473041e+00 1.784575438411455384e+00 8.606665356761949326e+00 1.779778393636152201e+00 1.422935597297554366e+01 1.272632835321934408e+01 7.466383034094755899e+00 1.469012489151652945e+00 9.868413465237866333e+00 5.109140732054194833e-01
3.577999366383082756e-05 1.835635847780930864e-04 3.063348839538399871e-04 4.234645894453148256e-03 1.990352912335257435e-02 1.543890299008596895e-02 6.093205318532883552e-02 1.673268948957161939e+00 9.473326372948928653e-02 1.789926672681348974e-01 1.364832786972494638e+01 1.321026515974858029e+01 1.391645573776197864e+01 2.635215023223994035e-01 3.577792714679553399e+00 7.809909236121022336e-02 5.711240430189017392e-01
7.631980633806730583e-05 1.673093025256907306e-04 7.258796628715832194e-05 6.133372437404616649e-04 2.506988960621186341e-02 2.065183273968283495e-01 3.861332189404397264e-01 2.196453868980936974e+00 4.323339325251159826e-01 1.779390155620675262e+00 2.154534684595901528e-01 1.081155350678705496e+00 1.463054799797406957e+01 1.340607773041574013e+01 1.274186878708671311e-01 5.242488146071563548e+00 2.141545040277616252e+01
2.510416044754576145e-04 9.671372751206694851e-04 1.249856968717527259e-02 1.777999543262058155e-02 1.232609849455874040e-01 2.443214709015493480e-01 1.218759899712248615e-02 8.830127130924568524e-02 4.044744751632737279e-01 1.757234840216587712e-01 1.336264760647361438e+00 1.047469200330117589e+00 1.528300230731380083e+01 1.550299288437530265e+01 5.333425398089189917e-01 1.862465147528279630e+01 1.548884040753899072e+00
5.016762802952285955e-04 2.321530338823284568e-03 9.593638021432348336e-04 6.397037365200231550e-03 3.834404200847398719e-02 1.647512215503680044e-01 5.709563398951749552e-02 8.688559620647321458e-01 2.441205201018344650e-01 1.804280125880736163e-02 1.291140863874242939e+01 6.521924065030462736e-02 1.074871423720204078e+01 1.743343507702495687e+00 1.488678562982517661e+01 1.536853473859964758e+01 7.788075674539904902e-01
1.264052365706665193e-04 1.170035484626654387e-03 1.217992439490103154e-03 3.810825752188555689e-03 4.645787493614760358e-03 6.334522581307791556e-02 1.454546102835856392e-01 8.784226026511259000e-02 5.858188179840320697e-02 3.392026338472757530e-02 2.553871679503130765e-02 1.241370361448498905e+01 6.299079592896097424e+00 9.006577774773123934e+00 9.799395443787723536e+00 1.263641236761648301e+01 1.885348954292008727e+01
3.807041317342161387e-03 1.506859779012082942e-02 8.060361563375150612e-03 2.193884447279511110e-02 1.450874581580049227e+00 5.084233103992698011e-01 3.904172877589099366e-01 4.981230621514312062e-01 5.732540391632674037e+00 1.572976630135659359e+00 4.688298280471044244e+00 1.097495213732143871e+00 1.123791017935985970e+01 3.825035099025477336e+00 3.120942628785632403e-02 2.306030388191960059e-02 2.665869471620426623e+01
3.048370949862381357e-04 4.126690937341852381e-04 2.234844481102402970e-04 5.620285585290104614e-03 5.174410987177252216e-03 3.039123555297522650e-01 1.402735632088997764e-01 7.304191650206044883e+00 3.906106027595255270e+00 8.707398589815822376e-01 1.212923160674309031e+01 1.755335068875106375e+00 5.745339649835073254e-02 1.073545973820256272e+01 1.213864559913499797e+01 1.114536232723191134e+01 7.758348432118979954e-01
7.440247211360014219e-04 2.849276453044726279e-03 3.426210803795776746e-03 3.961443837916158589e-02 3.396358975630683896e-02 3.219589188779560518e-02 2.101688982805229866e-01 8.733728023109954552e-02 1.020039653403048030e+00 7.261195322553910536e-01 1.115415505022784970e+01 1.031625400480919108e+00 5.292615978046311814e-02 2.174277218251452481e+01 7.535401391033790475e+00 3.640384758229524564e+00 8.134096927794816523e+00
