1.986832646342831410e+00 1.525634200234886719e-03 6.873565900082119207e-01
1.979698913585870024e+00 4.333070488416033150e-01 5.519793086038105034e-01
1.073498503871772369e+00 6.274695632648686315e-03 5.062442105654514357e+00
1.443467537065757034e+00 9.089625816782408441e-01 3.922834948277931222e+00
1.109006646800507305e-02 3.227294453681458286e+00 3.544598247984479311e+00
8.541773828342824615e-01 4.277374083926809845e-01 5.387185775910998231e+00
3.320797197925356992e-02 2.526192465076402716e+00 4.650953261590944798e+00
1.207206248768365020e+00 7.552114928347175571e-01 4.647644861525545679e+00
5.360979350531305254e-01 9.427271899122288135e-01 5.604796007745184383e+00
1.657761332392740483e+00 5.691426882583215940e-01 3.246169840645389826e+00
8.844631145261346861e-01 3.587603651337336608e+00 2.888500304949846850e-04
1.719333284491492836e-02 3.445609372322230080e+00 3.047102824622574424e+00
1.130628416248131263e+00 2.674569698721082744e+00 2.898299077801835377e+00
1.233337610047320065e-01 1.944015924887130264e+00 5.230669530670488676e+00
5.131291973231812964e-01 1.855594097549911448e+00 5.087535706828066218e+00
1.179278001348829763e+00 3.230552371122483279e+00 4.094092134921439169e-02
1.560097966233347178e+00 1.392034436287809429e+00 3.120078414113361287e+00
1.118685491098466489e+00 3.170706220754924143e+00 1.454917381434631007e+00
1.511129690307924767e+00 1.970805641600124503e+00 2.590215253306644261e+00
7.596293097386824789e-01 2.068081730930442674e+00 4.602554204244076352e+00
1.557773534467218335e+00 9.745215265938665938e-01 3.467458301808862942e+00
1.766894489050379269e+00 5.351016345353232229e-01 2.694161061014217484e+00
1.608626410605413115e+00 1.916377866273105468e+00 2.108970212131128896e+00
1.564872992071260738e+00 4.119651423415180980e-01 3.684927854319322904e+00
9.489239503752172622e-01 2.689527347979305816e+00 3.408868724034307185e+00
1.901832999285091308e+00 1.237790343410049898e+00 2.888500304949846850e-04
7.860623659057616383e-03 3.999969097664100470e+00 3.677754302638890603e-04
1.450479301428807100e+00 2.753986045420283801e+00 3.221919792282936044e-04
1.039372237833032786e-01 1.500988800647716337e+00 5.552800813765316867e+00
1.008666470135885174e+00 1.886837113433998514e+00 4.339698193399012638e+00
1.705682775506706550e+00 9.969869751615819189e-03 3.132984643734500807e+00
5.108772571159407583e-02 2.834493587754939981e+00 4.230746284726944140e+00
1.168053913530116228e+00 3.183251577161987811e+00 9.598940763949881383e-01
1.741644244812805331e+00 1.929147789871287877e+00 5.713604216884650144e-01
1.837499422815968231e+00 4.606238748500069979e-01 2.266047339239567471e+00
1.834947158307223214e+00 1.137482358466868293e+00 1.668988189107306175e+00
1.540186932313401869e+00 1.018950019547996706e-04 3.827586432520951210e+00
8.544724214740141433e-01 2.500236280319635185e+00 3.919659889486999838e+00
7.054024805896789152e-01 3.522418568415011109e+00 1.898668685788261978e+00
1.247456060630519392e+00 1.486110863268033544e+00 4.126196556253511005e+00
1.533441625853315893e+00 2.303029244455378599e+00 1.703859646234234582e+00
1.319615680317532735e+00 2.757718582669154817e+00 1.793391646753052182e+00
1.440357830691839869e+00 1.443564686569559719e+00 3.555220965901171759e+00
1.685774757584842742e+00 1.060822803383225654e+00 2.809171569129897517e+00
1.960003644865875749e+00 7.959539151465980789e-01 6.929492349940864684e-04
1.622104813671669366e+00 1.522165715400687125e+00 2.665663090977719918e+00
1.477972029084918537e+00 2.241491401808249684e+00 2.244047636822304792e+00
1.900261735685492059e+00 5.317391784848520681e-02 1.869407987985097996e+00
1.446822407338427929e+00 2.732184685503036725e+00 6.037132550242135798e-01
1.809334029810281130e+00 1.877933632919224442e-03 2.556713785742600109e+00
9.408125186096270021e-01 3.219982609151542885e+00 2.169146891328556315e+00
4.918715866324926411e-01 3.843477121447849587e+00 7.647543516799049090e-01
1.201640081039709207e+00 1.862665507944855969e+00 3.898477106916639290e+00
1.989756226740079459e+00 4.043270456908217847e-01 7.833379419239061125e-04
1.126456332094132984e+00 1.131956752101858088e+00 4.657991142923101791e+00
1.247323715649362175e+00 2.334548505023509080e+00 3.120078414113361287e+00
1.884128607899411278e+00 1.253221335839801442e+00 7.188644779762233261e-01
