0.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+00
5.050505050505027516e-03 1.010101010101005503e-02 5.969696969696970612e+00
1.010101010101011054e-02 2.020202020202022108e-02 5.939393939393939448e+00
1.515151515151513806e-02 3.030303030303027612e-02 5.909090909090909172e+00
2.020202020202022108e-02 4.040404040404044217e-02 5.878787878787878896e+00
2.525252525252524860e-02 5.050505050505049720e-02 5.848484848484847731e+00
3.030303030303027612e-02 6.060606060606055223e-02 5.818181818181818343e+00
3.535353535353535914e-02 7.070707070707071829e-02 5.787878787878788067e+00
4.040404040404038666e-02 8.080808080808077332e-02 5.757575757575757791e+00
4.545454545454546968e-02 9.090909090909093937e-02 5.727272727272727515e+00
5.050505050505049720e-02 1.010101010101009944e-01 5.696969696969697239e+00
5.555555555555558023e-02 1.111111111111111605e-01 5.666666666666666075e+00
6.060606060606060774e-02 1.212121212121212155e-01 5.636363636363636687e+00
6.565656565656563526e-02 1.313131313131312705e-01 5.606060606060606410e+00
7.070707070707071829e-02 1.414141414141414366e-01 5.575757575757576134e+00
7.575757575757574580e-02 1.515151515151514916e-01 5.545454545454545858e+00
8.080808080808082883e-02 1.616161616161616577e-01 5.515151515151514694e+00
8.585858585858585634e-02 1.717171717171717127e-01 5.484848484848484418e+00
9.090909090909093937e-02 1.818181818181818787e-01 5.454545454545454142e+00
9.595959595959596689e-02 1.919191919191919338e-01 5.424242424242423866e+00
1.010101010101009944e-01 2.020202020202019888e-01 5.393939393939394478e+00
1.060606060606060774e-01 2.121212121212121549e-01 5.363636363636363313e+00
1.111111111111111049e-01 2.222222222222222099e-01 5.333333333333333037e+00
1.161616161616161880e-01 2.323232323232323759e-01 5.303030303030302761e+00
1.212121212121212155e-01 2.424242424242424310e-01 5.272727272727272485e+00
1.262626262626262985e-01 2.525252525252525970e-01 5.242424242424242209e+00
1.313131313131313260e-01 2.626262626262626521e-01 5.212121212121212821e+00
1.363636363636363535e-01 2.727272727272727071e-01 5.181818181818181657e+00
1.414141414141414366e-01 2.828282828282828731e-01 5.151515151515151381e+00
1.464646464646464641e-01 2.929292929292929282e-01 5.121212121212121104e+00
1.515151515151514916e-01 3.030303030303029832e-01 5.090909090909090828e+00
1.565656565656565746e-01 3.131313131313131493e-01 5.060606060606060552e+00
1.616161616161616577e-01 3.232323232323233153e-01 5.030303030303030276e+00
1.666666666666666852e-01 3.333333333333333703e-01 5.000000000000000000e+00
1.717171717171717127e-01 3.434343434343434254e-01 4.969696969696969724e+00
1.767676767676767957e-01 3.535353535353535914e-01 4.939393939393939448e+00
1.818181818181818232e-01 3.636363636363636465e-01 4.909090909090908283e+00
1.868686868686868507e-01 3.737373737373737015e-01 4.878787878787878896e+00
1.919191919191919338e-01 3.838383838383838675e-01 4.848484848484848619e+00
1.969696969696970168e-01 3.939393939393940336e-01 4.818181818181818343e+00
2.020202020202020443e-01 4.040404040404040886e-01 4.787878787878788067e+00
2.070707070707070718e-01 4.141414141414141437e-01 4.757575757575757791e+00
2.121212121212121549e-01 4.242424242424243097e-01 4.727272727272726627e+00
2.171717171717171824e-01 4.343434343434343647e-01 4.696969696969697239e+00
2.222222222222222099e-01 4.444444444444444198e-01 4.666666666666666963e+00
2.272727272727272929e-01 4.545454545454545858e-01 4.636363636363636687e+00
2.323232323232323759e-01 4.646464646464647519e-01 4.606060606060605522e+00
2.373737373737374035e-01 4.747474747474748069e-01 4.575757575757575246e+00
2.424242424242424310e-01 4.848484848484848619e-01 4.545454545454544970e+00
2.474747474747475140e-01 4.949494949494950280e-01 4.515151515151514694e+00
2.525252525252525415e-01 5.050505050505050830e-01 4.484848484848484418e+00
2.575757575757576245e-01 5.151515151515152491e-01 4.454545454545455030e+00
2.626262626262626521e-01 5.252525252525253041e-01 4.424242424242423866e+00
2.676767676767676796e-01 5.353535353535353591e-01 4.393939393939393590e+00
2.727272727272727626e-01 5.454545454545455252e-01 4.363636363636363313e+00
2.777777777777777901e-01 5.555555555555555802e-01 4.333333333333333037e+00
2.828282828282828731e-01 5.656565656565657463e-01 4.303030303030302761e+00
2.878787878787879007e-01 5.757575757575758013e-01 4.272727272727273373e+00
2.929292929292929282e-01 5.858585858585858563e-01 4.242424242424242209e+00
2.979797979797980112e-01 5.959595959595960224e-01 4.212121212121211933e+00
3.030303030303030387e-01 6.060606060606060774e-01 4.181818181818181657e+00
