0.000000	0.303474	0.276005	0.816301	0.067886	0.913752	0.193534	0.046086	0.038109	0.309079	0.249663	0.162405	0.288546	0.364714	0.117307	0.584624	0.781633	0.506719	0.921571	0.913169	0.060012	0.875909	0.357556	0.296365	0.493704	0.130275	0.929291	0.304707	0.715524	0.757993	
0.303474	0.000000	0.413196	0.058614	0.089212	0.456664	0.898582	0.471686	0.911869	0.944950	0.995519	0.503571	0.465916	0.508446	0.831588	0.791812	0.099509	0.695248	0.776646	0.846100	0.501830	0.173672	0.255475	0.964768	0.261762	0.408001	0.705924	0.214262	0.819341	0.917720	
0.276005	0.413196	0.000000	0.596201	0.001883	0.248584	0.050567	0.534538	0.843163	0.741217	0.330817	0.496734	0.265205	0.422059	0.807978	0.935533	0.004889	0.747900	0.657694	0.095244	0.114784	0.095794	0.888364	0.787780	0.916013	0.109951	0.386987	0.119323	0.756110	0.164612	
0.816301	0.058614	0.596201	0.000000	0.008047	0.554674	0.613501	0.157365	0.140868	0.415135	0.679745	0.573460	0.695592	0.530383	0.503557	0.083688	0.134118	0.004265	0.580464	0.680851	0.957736	0.714050	0.257658	0.145524	0.577781	0.505651	0.243389	0.697877	0.659588	0.205840	
0.067886	0.089212	0.001883	0.008047	0.000000	0.760355	0.455332	0.586748	0.568839	0.477107	0.838946	0.312780	0.237659	0.247129	0.362617	0.260940	0.841596	0.127127	0.977797	0.290839	0.490241	0.512170	0.517463	0.472982	0.590143	0.644975	0.089903	0.256425	0.904111	0.626632	
0.913752	0.456664	0.248584	0.554674	0.760355	0.000000	0.663991	0.169362	0.595774	0.530940	0.715728	0.300721	0.919705	0.893739	0.052518	0.418805	0.731864	0.568466	0.552586	0.212718	0.593447	0.621948	0.486802	0.107481	0.090709	0.312761	0.624147	0.001234	0.241414	0.951149	
0.193534	0.898582	0.050567	0.613501	0.455332	0.663991	0.000000	0.336289	0.647615	0.166937	0.943860	0.905119	0.840649	0.561593	0.534230	0.150033	0.745243	0.270480	0.760195	0.024941	0.653682	0.740669	0.774138	0.734115	0.036418	0.665035	0.666693	0.489008	0.270756	0.566314	
0.046086	0.471686	0.534538	0.157365	0.586748	0.169362	0.336289	0.000000	0.495171	0.253854	0.997359	0.922966	0.312565	0.998992	0.785983	0.102398	0.635132	0.445740	0.785696	0.445248	0.540526	0.894764	0.240057	0.311849	0.644667	0.997749	0.532047	0.887550	0.546026	0.104439	
0.038109	0.911869	0.843163	0.140868	0.568839	0.595774	0.647615	0.495171	0.000000	0.351192	0.920488	0.612310	0.836855	0.315402	0.701181	0.688669	0.242422	0.165166	0.701157	0.201875	0.381241	0.498613	0.364593	0.945885	0.321536	0.222380	0.505366	0.747494	0.738433	0.872644	
0.309079	0.944950	0.741217	0.415135	0.477107	0.530940	0.166937	0.253854	0.351192	0.000000	0.478916	0.549243	0.389477	0.853650	0.121805	0.199564	0.349633	0.965512	0.800339	0.028334	0.401148	0.619757	0.552697	0.795484	0.541725	0.813952	0.634398	0.840098	0.780862	0.412752	
0.249663	0.995519	0.330817	0.679745	0.838946	0.715728	0.943860	0.997359	0.920488	0.478916	0.000000	0.940374	0.038202	0.706815	0.667882	0.415848	0.690814	0.922372	0.791017	0.875944	0.332484	0.537917	0.580514	0.304100	0.322857	0.519339	0.992553	0.284158	0.519918	0.159455	
0.162405	0.503571	0.496734	0.573460	0.312780	0.300721	0.905119	0.922966	0.612310	0.549243	0.940374	0.000000	0.874717	0.608023	0.325068	0.288405	0.261502	0.343038	0.791797	0.696711	0.530037	0.630722	0.300008	0.714350	0.871550	0.405949	0.334727	0.898402	0.245142	0.066620	
0.288546	0.465916	0.265205	0.695592	0.237659	0.919705	0.840649	0.312565	0.836855	0.389477	0.038202	0.874717	0.000000	0.334311	0.129252	0.915406	0.829715	0.806057	0.925622	0.420311	0.076080	0.525205	0.264292	0.533983	0.198687	0.022155	0.937687	0.310061	0.150139	0.112744	
0.364714	0.508446	0.422059	0.530383	0.247129	0.893739	0.561593	0.998992	0.315402	0.853650	0.706815	0.608023	0.334311	0.000000	0.226024	0.166653	0.300866	0.333155	0.517446	0.445672	0.855753	0.456706	0.746692	0.417078	0.708202	0.774457	0.378479	0.902546	0.443259	0.467347	
0.117307	0.831588	0.807978	0.503557	0.362617	0.052518	0.534230	0.785983	0.701181	0.121805	0.667882	0.325068	0.129252	0.226024	0.000000	0.019865	0.985936	0.960769	0.852562	0.670336	0.015007	0.175661	0.035477	0.176386	0.490931	0.363556	0.012590	0.185051	0.444255	0.257644	
