7.088751129746950763e-01 1.036352573791830023e-05 1.548657425143508556e-04 4.582127782326564716e-03 3.358918030663561767e-03 2.891116307552570736e-02 2.089792541896718508e-02 1.857549222502743666e-03 7.479226231901211835e-04 3.426880123874864736e-02 1.941116794334740128e-04 1.266604019459293351e+00 5.532349369097004253e-04 2.587066612197094512e-04 3.132724749268313985e-03 2.507978785165444258e+00
2.285213894028594872e-01 2.434315820806650884e-04 4.066955854201779697e-06 1.138668946971219988e-02 4.173237478255104895e-05 6.832401126208092687e-04 1.343906595936452283e-05 6.718736790052279306e-02 1.286314621103016795e-02 3.138214569526371484e-02 2.801992772992588643e-01 1.385950725624604833e-03 5.480071460582032206e-01 9.810280203959178547e-01 9.729537548811943992e-01 7.445862614111522504e-01
4.399766568352810880e-01 1.741469665485759536e-04 1.746000783576782175e-03 4.436628693186748205e-05 8.901662548578785498e-05 2.222552632137183432e-02 6.769895858549000722e-03 8.354864665177291760e-03 2.314846423239834763e-02 9.957117003161117808e-01 9.374247778745205630e-05 1.955359479825516736e-02 1.003643804827248243e+00 3.198948605350886674e-03 2.260595314741554451e-01 8.091018071808009360e-04
4.305931900922673750e-01 7.733122006048337750e-06 1.952991986025969700e-03 4.291436469685562370e-05 7.156512658515093439e-03 1.077592009038938915e-03 6.396007252879603103e-03 8.509887863119174056e-02 4.556749187400792008e-05 9.443274357400738284e-01 9.469957679739476821e-05 5.623782926064657380e-04 9.384677864037124229e-01 2.995029409245717790e-03 1.514503234450411068e-03 4.027492616343892884e+00
4.044067166467946173e-01 1.377111959193671529e-07 6.643578547500243272e-07 1.418920908875474774e-04 4.474248304927800260e-06 1.130494216111034783e-03 1.277012014114470122e-02 8.675362663982990599e-04 2.741433038087350005e-02 4.840173395231209263e-02 4.628619452277261959e-02 6.395719574297410448e-01 7.139232460786928925e-04 3.800445092488709264e-02 1.540814203174704300e+00 3.496629702399343564e+00
4.828094891830555513e-01 9.921180235490248758e-04 2.699792455638881441e-05 7.561469888158056239e-05 2.241295875427179885e-03 1.335046810763783039e-03 2.150033858872583736e-05 1.366656079985487853e-04 4.413388474478875212e-04 8.588943399382289318e-03 9.380782749146626687e-01 4.636928669193936172e-04 5.763871408723772460e-02 1.495696217844025844e+00 8.163363821658862563e-04 2.636908253371806676e+00
2.488020113415637113e-01 2.767737080442893228e-06 2.335972301499982928e-03 2.632540377754970831e-05 2.415182643118794076e-02 4.352642099716473676e-04 1.746060964997829187e-02 1.240615629629339910e-04 1.409415364773683975e-02 5.108382080712119567e-04 5.534761859193020328e-01 2.998058408319965173e-01 5.317976951267576864e-05 3.420367644326786222e-02 1.846121886470601492e+00 5.328173578411296241e+00
1.952426458770583906e-01 2.524850592561096724e-09 2.322492662634998220e-02 2.620100955682878351e-05 2.624515487631191857e-02 3.117647334465282485e-04 4.886271508661491764e-02 6.063312007994900270e-03 2.405920701667469547e-02 3.383167640549223920e-01 1.110824413498631813e+00 1.248968284377297122e+00 2.366227195087727917e-03 1.438782409816743605e-06 1.912867235395300725e-05 1.394915112095504117e+00
4.117702519229525238e-01 5.800567077367148864e-06 6.271916995715403141e-07 4.940750276617247166e-03 1.397030788113495098e-03 3.790183375942513672e-02 2.325278913727930428e-06 1.406482011077429470e-03 4.911254350116122519e-02 3.131793951720901470e-02 1.124684887038912701e-05 1.200464545020435772e-02 2.264910241502699595e+00 7.814469618608966888e-04 1.089336841100790210e+00 1.249759134991090814e-03
6.192686062250177814e-01 1.326973421253014630e-03 5.791544859444772327e-03 7.629652640086574894e-04 3.490387972323480507e-05 1.013543676761680329e-03 4.752153677267621605e-03 4.838923636624992380e-04 2.009548621799721324e-02 7.302691074646542788e-05 4.133510673634707006e-03 9.346959589677775529e-03 1.035026932040651770e+00 4.533041105689293582e-02 1.050868554961813084e+00 5.457484616637753305e-04
2.894610536816462631e-01 5.434650327211864696e-06 2.260790238758287924e-04 6.955857200393251658e-03 2.958152797896660899e-02 1.005346572365971303e-03 4.341186106880290254e-06 7.508679387147336633e-04 3.314059240357114522e-02 4.740633965397696159e-02 3.516245824897547279e-02 7.156499800202135164e-01 7.901298662298483592e-04 1.446152798156638442e+00 2.458022269063610543e-01 2.076804923347977283e+00
4.173326457234619036e-01 1.906349661880851964e-07 3.938094899558730946e-03 3.934133829030396067e-05 8.640981002433763963e-03 2.448971743470407616e-04 1.207631622851650923e-03 8.669420384535915427e-04 3.380716808517456040e-02 1.262338374128492147e-01 7.982760236060463697e-04 6.828233073255240157e-04 2.177857516565743362e-02 2.871003877314130648e+00 1.455394038612959230e-03 4.969240573090273116e+00
3.661618549615350271e-01 8.403830893760919161e-04 2.867243787869333798e-03 4.170692894295494470e-04 1.935447612626752661e-02 4.753502531820950070e-04 7.440691296010754074e-02 1.478796745943022298e-03 3.342966706718435242e-03 1.050099831813058771e+00 6.618037751019818175e-04 2.036280256970501152e-04 2.621581431252823668e-07 1.412180329312847205e+00 8.005599987534565152e-05 2.649311795632085520e+00
2.627975757201900242e-01 5.662140954820725457e-06 3.352322080093900290e-03 5.429698101629988442e-03 2.823432042679462767e-02 1.294656883952606790e-03 5.755804395801912321e-06 7.351724900330075703e-03 4.630625455602876799e-04 1.764994619239730334e-01 3.638318686796825074e-02 7.433284491968181751e-01 7.955423205288754624e-04 1.501821336694492359e+00 2.552641943821830628e-01 9.715401287307071643e-01
3.551363275570180167e-01 1.218505311341603387e-05 2.666442918413525123e-03 3.884013872685988865e-04 1.799931157110201685e-02 8.183086713916994104e-04 2.026341950145841772e-02 1.100047077066024616e-03 4.747310266283379137e-05 8.656672321178193741e-01 5.458014369575047396e-04 1.419362435605381703e-04 2.161107458225722472e-07 2.626676608333410101e+00 8.014424198673654053e-05 2.611192291818084765e+00
2.347265648448711717e-01 1.634681135004455789e-08 2.157119401432564150e-03 2.152231371478452275e-04 4.323218501024770483e-03 2.044592361824449549e-04 4.835263448407436389e-05 2.041815588637466150e-02 2.521596244197149561e-02 5.471396990350829714e-01 9.806036210134841022e-05 5.073614950667972457e-04 9.981602041611288278e-01 3.019576255328351613e-04 1.354486122090784894e+00 5.458596265692279736e+00
3.965275798054892498e-01 9.631244316636271280e-06 2.212932178288745666e-03 9.734432474712742533e-03 2.465466775597150831e-06 2.492379207982396011e-02 1.876885106779034237e-02 1.214485608176070009e-03 3.930495915512979138e-02 1.464151563709430344e-02 7.513668064909816424e-01 6.648970680446428510e-04 1.398391532261291204e+00 1.024901552915547377e-04 2.669088019538036205e-01 1.269572012015801610e-08
3.903509748621466491e-01 1.560017986671529550e-03 3.274009493932635712e-03 5.319559276930087115e-03 2.282785297628317674e-03 1.910453460943029036e-02 3.676267429932910443e-03 3.913465028137404493e-04 1.138136221416308859e-04 7.270364587733586792e-02 1.172160948173265771e+00 2.279035704294364584e-03 7.652356979696009476e-02 1.259559248165718437e-04 1.575201052002365598e+00 8.125915875542011335e-04
