5.461552733694837736e-01 3.922460513917836898e-04 1.117399243435167626e-04 3.673518248821870517e-04 3.290486791707473990e-02 7.193561098181641808e-05 4.130781212442079589e-03 4.908801349241432381e-06 3.700097965366738666e-06 4.072959629614433417e-05 1.797805951180358195e-03 3.797757126110194031e-04 4.886073617798266516e-02 5.685570353053529674e-02 1.293363894054260985e-02 2.363261021157849850e-04 1.079750902385193838e-04 9.020973303915578957e-04 2.151772523786869229e+00 7.313555793218153411e+00
3.201433957105235262e-01 1.135403366714787983e-03 1.862292599276085554e-03 1.517257407330043276e-04 1.230898394276530756e-02 3.792392047687002791e-04 1.692638503586488610e-02 1.106220237803878575e-03 1.348877784343501147e-02 4.088876668097212396e-04 4.186992264940355563e-02 6.885179189233220191e-03 7.429723455078261806e-04 2.024096987907308409e-01 1.171344841294629478e-02 9.986752168907267620e-05 1.146367136983109658e+00 7.024882726516376363e-06 1.128974241036653892e+00 4.917107337641706266e+00
5.482195762685202478e-01 2.321626451112163020e-05 1.720109984112580970e-03 3.933834090974224396e-05 1.833882128267662684e-02 4.165845433016616023e-05 3.172505930766830740e-04 2.249394304722936166e-02 3.177147197864824068e-06 6.207229507810733222e-05 1.019999334021950890e-03 4.219982659362117800e-04 2.265705871005573968e+00 2.946544358252591164e-04 1.615671395275365717e-04 1.050643393906042639e-01 1.720603477762649286e-04 3.823436732272960086e-04 9.900548434022204362e-04 5.756528770422288943e+00
2.109375661432763838e-01 7.421551303812020219e-04 2.692300236281810029e-06 1.396326559218608796e-06 8.175336284307508153e-03 1.492131194080036777e-02 2.456189128085810736e-04 9.645654519013927355e-03 1.841442156913954825e-02 3.058680290790674345e-04 7.329437626655505651e-05 1.296386546921046712e-02 4.254169697358106076e-04 2.944533452151322180e-04 2.366756632597576127e-03 1.007618764523228849e+00 2.334383580424385096e-01 1.539243947957812434e-04 3.460916767658211324e+00 5.781296621427522986e+00
4.858476495106753279e-01 5.681710736374046781e-04 4.685418180125270772e-08 1.098860245272603442e-06 1.175880429635838757e-05 1.323424165160538802e-04 1.830182219314433715e-06 1.525934897304421145e-03 1.408853744342615684e-02 1.263181710563889004e-02 1.230553005283917777e-02 2.549859714479018602e-01 8.244833944590322927e-01 8.985316715262149992e-04 2.943747725832133644e-05 4.973867324800713865e-05 2.044549331409485694e-05 4.339499137517572984e-05 1.054072466876524894e+00 4.543004246157468451e+00
3.385878136191103338e-01 4.993500287905053442e-06 1.115292650058141797e-03 2.616701163063371539e-04 2.342609282591191604e-03 2.259022721597764522e-04 3.323854221054462280e-04 1.317350045300020450e-02 2.401525038217607391e-02 6.437958851215544584e-05 6.994540262567896724e-05 3.111362005109067578e-04 4.474293359193287048e-04 7.522310618055912113e-02 1.471179293860604975e-01 1.662208911741918760e+00 2.246497402813116707e-04 1.217481235332535191e-04 1.011467573106079376e+00 6.250500301327667430e+00
2.462074530718502408e-01 1.434546691704952082e-03 8.113997692636167568e-04 3.455543241355064563e-03 6.143197753327111175e-04 1.830314940552723365e-04 2.693067220108494634e-04 1.067348923407491178e-02 7.640870430981558381e-02 5.782323520196542600e-05 1.118182743550386933e-04 7.335259262118509760e-02 5.451704929781980716e-04 1.813810093862636974e-01 3.970643313964704324e-03 1.620201499275941037e+00 2.326862127493699208e-04 6.104479000341655960e-05 1.710340556400308021e+00 3.669781956489468921e+00
4.811263382233522123e-01 3.783271414992152022e-04 9.505511570772011540e-05 4.272346442612889604e-06 7.686208443566563617e-03 7.205208205910221004e-05 8.416344816062710978e-04 3.912639866986164505e-02 2.641207908744357125e-02 6.068596686033211028e-04 1.250563223216829786e-04 2.760162832046546819e-04 2.184414730435674593e-03 3.649118187942318459e-01 2.246717051838549306e+00 7.936680276381431406e-03 4.248350365299990582e-04 7.104267127950878238e-04 5.257639952966117192e-02 1.331551392037788162e+00
3.652030487086131982e-01 2.814271823753292085e-06 1.117512231632966473e-03 3.031917769023578443e-02 9.731888587640343674e-03 3.087824597501348121e-05 5.287395646086583096e-05 9.983296434479597969e-02 2.760189170987920743e-02 7.270063613926937285e-03 1.770753043409698267e-06 4.854462834132821552e-04 2.273266040628509899e+00 2.231960697796223428e-03 1.636496800600689184e-04 1.058865114527707386e-05 2.168401437290436382e-05 6.344534011830625653e-04 1.177187493224165181e-03 7.709960616508290343e+00
4.468726493745261430e-01 6.343249156636055061e-04 1.127001495750139162e-04 2.719232903527074585e-04 1.075872864298928894e-02 5.284437765994322994e-04 2.590072122776065802e-04 2.717470553771144867e-02 5.759036916983043680e-03 5.562863664478316476e-03 9.968492576187387971e-04 3.482806696253889036e-04 1.476914885364436283e-02 3.422091535524722267e-04 1.328844834646329076e+00 1.786210775470208436e-04 4.118679455451719032e-06 5.913662309744285509e-05 1.259875983199569172e+00 5.132805151280716238e+00
3.242690861078360576e-01 1.150035318614764336e-03 1.886291978294251607e-03 1.821507122750180016e-04 1.542843425079354347e-02 2.259139687473795191e-03 1.816884399681848589e-02 1.658976970153655268e-03 1.459200970257704122e-02 3.970416823397200407e-04 9.135270339794448243e-04 3.565114506815639239e-02 3.804619073026763859e-02 7.683367979657021452e-02 5.358198717769231852e-03 7.425978439988091540e-02 1.465280649659785661e+00 7.806905482224993061e-06 1.748606582300832768e+00 5.141873018717005306e-03
3.784441416394872526e-01 4.751671302451089952e-04 1.336817337716924402e-06 3.816151734666207909e-03 4.714508898325770608e-03 5.242948478542752233e-05 3.085876033204367191e-06 6.896876501966566972e-03 8.402498525428978211e-06 2.798317118357790401e-04 7.567407903516950012e-04 2.857861521629906365e-02 4.216195154024763442e-02 2.949076433970378441e-01 1.757283543321077257e-03 1.305821113248823275e-04 1.033770122404089425e-05 8.513001228132598716e-05 3.735796640920089562e+00 6.600750744150447602e+00
2.840955581223255644e-01 1.677918670404485998e-06 4.859825326736595316e-07 3.105272296844591943e-03 2.847184984937703445e-02 1.325942632788171998e-03 3.526233178879184527e-02 3.577978240652947284e-02 4.536808634563510578e-02 6.841688474122631630e-04 1.553547880129219408e-04 1.184611852428569048e-03 1.721163780377689715e-03 7.387474012308576921e-01 1.785002772077768632e-04 6.658725231327849721e-05 1.488466990694561187e-08 2.242014253459662904e-05 3.979601392677384109e+00 1.434388919758673886e+00
2.359580496380840609e-01 8.456350137715646894e-04 2.871454544055819279e-06 1.562704101035896447e-06 9.195019970902907139e-03 1.670421857821596454e-02 2.733573998648608462e-04 1.583359188141986174e-02 2.100809475808520024e-02 3.489495727159059864e-04 1.516455180873262705e-04 1.478473106318453287e-02 4.812744307298525153e-04 3.617894788863914267e-04 2.919752849573622241e-03 1.712397473925587610e+00 7.292365179661164113e-06 1.615304092456923272e-04 3.631934383024981727e+00 3.798758792136478490e+00
6.251446954065045247e-01 4.570105169510248373e-03 7.495963466112330934e-05 7.993268668668656742e-06 1.938218456781010330e-05 8.112039180324330100e-05 3.472601868165908773e-06 1.247347035386078395e-03 9.374423101279805875e-08 8.772371951866010653e-03 1.566557929924891754e-05 4.128269315735840416e-04 1.058982649561183032e-03 8.923907131404332782e-01 1.734568320489574683e-02 1.660621918821827877e-05 2.536912741162095021e-04 1.059017707351300297e-05 1.524173921704049528e+00 3.048034698020085198e+00
5.128182762178188359e-01 6.185963225043630701e-04 9.468380140488936439e-05 3.270757326966525582e-04 5.632292033287195077e-02 1.577225397867466905e-02 1.306546539496956911e-05 4.287389365986221668e-02 1.859708384715988080e-02 9.825677313315390668e-03 2.429240766045634090e-03 5.113791205359952043e-04 1.395536408346960367e-03 1.613865878868778303e+00 1.481938074364588191e-03 9.656664010223738574e-07 3.072676256219345452e-05 2.728512102086512198e-04 3.531244799524797801e-05 6.282346073830521682e+00
8.562994762796665160e-01 1.758548106103952111e-06 4.843984414026296263e-06 1.480062902468914682e-04 2.889505485253634532e-05 2.058438301433983459e-04 1.019512151623581318e-04 3.462848644503268170e-03 3.578385478593704150e-02 1.282477356168740777e-02 2.865268174244857527e-05 6.007520759758117664e-04 2.653102278542264436e+00 3.578423521707055550e-04 1.672458817922621829e-05 5.714742452409801764e-04 2.486937394182091689e-05 1.920108066274105359e-04 1.086743637395058649e-03 2.871258544098545529e-03
2.650518408926147984e-01 6.705435997485611003e-06 9.764823753740172222e-04 1.585870283744408903e-04 3.187348534135938175e-03 1.532363332768598591e-08 8.503824179603155370e-03 1.680484428929295004e-02 1.268226640589512240e-02 5.553784663004272121e-03 6.346317762620899564e-04 2.942292373390110387e-04 4.161542275024027182e-01 1.354422173939517666e-04 1.730928403410983722e-03 1.142424366451241070e-06 9.679180345219288116e-06 1.603934389297457066e-04 2.747445663569251462e+00 8.639636480790953144e+00
3.293575977779718000e-01 3.857197901788912567e-04 1.796046606667277973e-03 2.282605413869177695e-03 7.855116674624981407e-03 5.277411751206619743e-07 4.704927688149647966e-05 1.439682950020636926e-02 2.856663158449594328e-02 4.239577090733950317e-04 3.889257386357735519e-02 1.104591225771907716e-03 9.852255016443076802e-03 2.174591736012689014e-01 2.128515497313913235e-02 2.743155008141902134e-04 2.002206387891318329e+00 1.786798850018804020e-04 2.953741102848206042e-04 7.989613486339170123e+00
3.134730571266287069e-01 2.364802277181925899e-03 3.536936086377198808e-07 2.368319496570908426e-05 1.433289996741048816e-02 6.263147160000278701e-05 1.564048513340621782e-01 4.182866314363865856e-02 5.844696923002063459e-06 8.071048913082301546e-03 1.286584698334593019e-04 1.618849477665336000e-04 2.039039570985912597e+00 1.047124847535299427e-04 1.518236761272558945e-04 1.734179603093977784e+00 3.656167962247080643e-05 4.551828975792625363e-04 2.461283998219828285e-03 4.560704363065284928e-03
3.776680626945899677e-01 5.032181645311063420e-04 1.880424385563129180e-06 2.657600817058514142e-03 2.437526877504020417e-02 6.191837397656968175e-05 1.297527108131468060e-08 4.007238660878725822e-02 1.518867860977897444e-01 8.623188551258975480e-04 3.245048219234111103e-02 1.322324431518974386e+00 2.309796643095680599e-02 2.761048597241038088e-04 1.964470599998634605e-04 1.971907497983179375e-05 2.243384095703014417e-07 1.312462465984455079e-07 1.685726218901011098e-01 6.524145604130268339e+00
4.118379776595622599e-01 6.358199695586074606e-06 1.362812777128052802e-03 1.450753650784732986e-02 3.140265943082968386e-02 4.489238301928965664e-06 2.819374962022783843e-02 4.717443421555765154e-09 3.687199501958404735e-02 8.628611697255558419e-03 1.194241690624889165e-04 4.131642096269052883e-04 6.248753724897563753e-04 1.262996848530125449e-01 1.160905170959453780e+00 6.066491746528002637e-04 2.660050818858669075e-05 1.421786170195790862e-04 2.688062265076084922e-01 6.218136911871503969e+00
4.429676563851968618e-01 1.518102697672712572e-05 2.576436156181345738e-05 6.932622597960909790e-06 8.342953994526789221e-03 1.008961198330287582e-04 9.897869095827553672e-06 1.935665468716323825e-03 4.444085245750573065e-02 2.660767300435247290e-04 8.559626026315969019e-04 3.715256940935686425e-02 7.516026192739863609e-02 1.372023621666498480e-02 6.092846797428804265e-03 2.881148622201189724e+00 1.179900166825697790e-03 1.751528288080691110e-04 1.806447579415544765e-04 6.582606226745259193e+00
5.000184579599457058e-01 7.719582407760321323e-06 1.549921545022510307e-03 1.240175810506683171e-06 3.276401432926144986e-03 2.745920340763888964e-06 2.695573438671484273e-02 4.510295848147097589e-09 3.526497601051038072e-02 6.001700678300751291e-04 9.870175527625264789e-05 3.134733256621448599e-04 5.963776095680631663e-04 1.164280310586146144e-01 1.960378168668219345e+00 6.399770775548937292e-04 9.163406854894120580e-05 6.049236989182013580e-04 2.848887245143134628e-01 3.914948993793801346e+00
2.545012480534338817e-01 2.970639821942086187e-03 1.033179839871143677e-05 1.051472867102898334e-02 6.655304685836854230e-03 1.841033222963932097e-04 2.806289341507059790e-02 2.968481946834072502e-02 4.045140134791718606e-03 1.316507521298897025e-02 3.029833791113579200e-01 3.131153194026580630e-08 7.460606264095314463e-04 4.676735877308945983e-04 1.287211321996292247e-06 1.425944562409084682e-01 1.291020871242432531e-05 9.796243062729261819e-01 1.320392566181596505e+00 2.919452618315356407e+00
3.012594931009030530e-01 2.236167410811003980e-04 3.347395744764192116e-09 2.341605426811790413e-04 1.407713357570377667e-02 2.278192862553300225e-04 3.611352473612814556e-02 1.997307222754359998e-02 1.129832359572191859e-05 3.528549401899330079e-05 1.593033631154656905e-05 1.115020346659663791e-01 7.061253878690088026e-02 6.161691897203049051e-02 1.408064478554550171e-02 3.046836523277226486e-03 1.124752688217172258e-05 2.515710734266907471e-04 1.121986843116021815e+00 9.511790072018371234e+00
7.768722111069014113e-01 5.721861757134396806e-03 7.045380853501118269e-07 2.641998499325299643e-04 2.482032420423668166e-05 2.318933139567061855e-07 4.384361234965053108e-06 8.635557558112478087e-07 3.347824262707830699e-05 1.017666053841525045e-02 1.400449339168244930e-03 1.634181980120028715e-03 1.310652179587623893e-03 7.289569479224173231e-04 2.535613442400055817e+00 5.387287464665459474e-04 3.530782005286505930e-04 1.291523300289368974e-05 2.001447788512426742e-03 2.609228570222160926e+00
5.452509913616643278e-01 6.029112440319460463e-04 1.126562771021028604e-04 6.376906249309728138e-03 4.782443352205278941e-02 3.136717162738698731e-04 2.305349500809278326e-06 1.015819069809520685e-05 5.702216320711533254e-03 1.125910076713353266e-03 2.890453468430538228e-02 1.388158241044201539e-03 5.813319303761525955e-06 3.594384094706925409e-02 1.069258058934033084e-01 7.564012415032610171e-05 2.427813713163866183e+00 1.409486073342666301e-03 3.826644266682239256e-04 1.678849835902566090e+00
