7.448171439299829111e-03 6.461715248247244629e-03 6.362225298555929109e-03 1.811409453928176233e-02 3.827045155022967132e-02 3.336488542173968730e-01 1.859776310863529500e-02 6.128169271091877812e-01 5.784732791136707603e-02 2.124402985435479285e-01 3.831752117726820450e-01 5.617446818716705925e-01
5.640158179347716516e-03 8.962789431950068247e-03 5.871537467178054512e-03 2.217759853145326657e-02 6.859572786361697871e-02 8.147833499655353362e-02 3.478180550387477421e-01 3.934398385044323709e-01 1.287744614981016803e-03 8.167064566266445114e-02 3.638658535835196384e-01 7.570832353519427738e-01
1.791341083924149341e-02 5.118766349119854842e-02 8.191738566400268151e-02 4.038155545414341963e-01 2.994399741724286176e-02 8.470982248815478455e-02 3.120020930090345868e-01 4.343323980173087739e-01 3.715682412796180167e-01 3.030844539275696081e-01 5.385156118997499464e-01 1.153123117366014611e-01
3.763746982565072379e-03 2.733135043764776343e-03 2.783599070558103079e-03 5.027515123460593073e-03 1.545866688707011683e-03 3.129491998703376465e-02 3.431262743099938034e-02 7.362377653853310333e-01 2.104569390839967080e-01 4.619028063975368914e-01 3.572087846983730275e-01 2.655103254405540292e-01
3.903157773149334032e-03 1.022556502959457575e-02 2.906401738697230591e-02 3.300773191209342705e-02 4.866713116159970265e-01 8.582262658845766362e-03 1.598627282152748352e-01 2.177870449020667121e-01 2.352766516344187986e-01 2.054463374969319953e-02 1.098156952905686989e-01 7.875273928011792268e-01
1.033251112341613265e-01 4.593954616347083186e-02 1.430141820874734036e-02 1.295605931828307522e-01 3.115672338027872246e-01 8.923050496907038165e-03 5.213414980039209334e-01 5.510718863139466017e-02 4.287357823237401555e-01 1.262525645520728435e-01 6.312444309106318707e-01 3.444876215854983555e-03
4.114840011989120017e-04 6.521942233238834036e-04 3.399904101028426110e-03 8.313537191189029202e-03 4.856719776388548210e-02 9.048070348249138972e-02 6.896726356674168779e-01 6.015614078951442290e-01 1.480595712306486365e-02 3.831485413267584073e-01 5.241565188524685559e-02 4.559942068519626246e-02
6.222621677050210395e-03 2.280953171502115521e-03 1.770214938706075533e-02 8.836657239195633284e-03 1.636353239942001060e-03 5.031592518910612544e-01 1.650653868201106267e-01 5.001441448758332797e-02 5.087232650770384668e-01 1.149616793541389514e-01 6.301771100535584758e-01 2.179586002980399284e-01
1.977661703330401213e-03 1.192809885127601608e-03 1.535087239663605451e-03 6.626005980467768522e-03 3.173982650100301561e-01 7.091558232512907844e-01 2.073142668802501476e-01 3.232743097459773174e-01 4.060779075011411443e-01 5.234109228456831214e-02 2.586870684802660136e-01 1.194212059614643273e-01
3.610887146074309717e-02 9.640815053855689154e-02 9.819345267543570788e-02 3.058332434504849595e-01 3.850245755484151683e-02 5.309786709575714525e-02 5.149772920539419374e-01 1.063514308257131058e-01 1.050339481238288519e-01 3.855479324976791022e-01 3.415169802195726634e-01 5.736710239989653015e-01
7.559424600814864358e-03 1.481753694519197945e-02 3.911995733479348702e-01 1.864508692135896373e-01 2.726863346340512306e-01 8.146342949741763872e-02 6.044242173156391118e-01 4.019773769527761748e-02 3.916964411494074372e-01 1.618817491495343486e-01 2.657064641154483486e-01 3.372712781365165280e-01
5.092707360594544985e-02 5.977186625648331364e-02 1.178339963869275142e-01 6.535006045559246801e-02 1.668729559544184643e-02 7.145312569984002722e-03 1.017906076979237379e-01 7.209131762216093309e-01 6.440669392128499648e-01 1.177935521653703382e-01 6.440130435137519926e-02 1.114744282772076323e-01
3.506311949495163199e-02 5.574665269966874726e-02 3.555725870838645497e-02 1.370788466432524000e-01 5.255984123160361010e-01 2.879028319765070121e-02 4.966560562396553358e-02 4.844669721512560034e-01 5.982586439955318164e-02 4.691345687777223605e-01 5.069580448696089231e-02 4.848855806590173234e-01
1.751147472183998619e-02 4.868322707786323228e-02 8.336341737822010323e-02 1.757794651810025977e-01 6.620218957700443330e-01 1.368997256372531945e-01 3.437635317889931597e-01 5.523816181489425020e-03 5.799558663189005592e-02 5.096905920995273842e-01 5.250850398986208617e-02 3.440230769752115059e-01
4.119673638240820002e-02 1.318095715872457351e-02 5.796378581024297719e-03 1.061548502849699871e-01 3.804354760181002382e-01 2.187907861775626600e-02 1.331825578616179506e-01 3.498355158714430702e-01 5.184790640115773952e-01 2.949267815212357202e-02 6.505770811849809210e-01 9.248468636580589597e-02
5.354684999866055062e-02 2.408300430978561613e-01 1.522467356559416563e-01 1.355297851527067221e-01 3.442309791323180240e-02 7.066739319669967934e-01 3.001689531757258944e-01 9.871375403933491111e-02 2.073248251938921913e-02 1.286834722190438041e-01 2.063347666380207224e-01 4.874465352827480613e-01
4.795433759395031220e-02 5.250256081150273674e-02 8.715382180581138227e-02 3.941708411927724587e-01 2.953412682566726455e-02 1.389918930173923983e-01 3.896357074125776365e-01 4.802327666614394364e-01 4.108356763801100930e-01 3.351145033300230724e-01 6.282866110604189147e-02 3.798839194923381846e-01
3.332009538480877435e-03 6.412627998024598465e-03 1.699518274318078670e-01 3.555952174324228388e-01 2.380615041132946308e-01 7.322809419893151761e-02 5.433215099679560289e-01 3.613405107904328617e-02 3.788943103820667513e-02 1.223439314953116835e-01 5.965912047880600477e-01 3.372712781365165280e-01
8.116633123186868526e-02 2.221312946484772788e-02 1.979247093047769440e-02 4.271852828401680180e-02 1.817484139216497818e-01 4.524868194423664614e-01 4.788919896920146302e-01 7.351384690404527689e-02 3.295366275148182145e-01 2.301358405542717339e-02 2.331550493928657708e-01 5.955653337772709444e-01
1.347661308108774256e-02 1.409204277100243458e-02 5.013307918105351646e-02 1.321033940502782666e-01 2.682069762708566563e-01 6.583860451496090782e-01 4.430880790043050244e-01 4.271909952759399276e-02 1.028254944472017755e-02 2.662523279592962089e-01 4.028768167707396097e-01 2.068580833233291394e-01
4.571815034634030197e-05 2.990491008745600911e-05 3.631125959424324215e-05 3.831932616409568134e-05 6.690660906148131193e-02 1.518756647379020941e-01 1.493916481724316125e-01 8.912404353204603225e-02 1.119945762163137987e-01 1.559650292025269724e-01 7.428508700824526523e-01 5.945595277644887267e-01
2.624395917927556301e-03 1.017985549912450022e-02 1.706092268502625020e-02 7.064595978356553660e-03 2.342256591578587011e-02 3.683977669781759307e-02 3.136253961100670708e-03 6.384518543471116858e-02 2.553376517794914147e-01 4.808547870427249959e-01 8.321877572843831006e-01 6.783482839497137484e-02
7.336892211628788518e-02 5.041535537760517133e-02 6.242809233629139504e-02 2.661058411778362554e-01 4.338473610551170645e-01 1.636366660606873302e-01 2.070571428305661710e-01 6.087592434412822939e-01 4.334599699255459737e-01 1.690263855430584883e-01 2.456406486019207525e-01 1.100361166092656412e-01
3.792235304176795330e-01 2.116963796289677846e-01 1.019803130861150764e-01 4.049656783261398330e-01 3.257617377640557033e-01 2.235072752942388330e-01 3.328450429571138125e-01 1.710312395141232872e-02 2.827613587170123011e-01 5.375663750087694703e-01 2.965734375421892957e-02 3.356935745346971336e-03
1.116458614786953497e-02 6.774232520395345562e-03 8.373812312351810658e-03 7.420345522422162887e-03 5.828995472288558410e-01 1.692821773065842916e-01 1.927479112121787408e-01 3.594064337155142286e-02 2.989673233844786226e-01 4.764425632594890270e-02 6.099804595945901298e-01 3.593116446678984444e-01
3.387664488575790611e-01 2.513895559157819926e-01 2.387513197581313529e-01 1.206551831469415970e-01 9.779140143767454940e-02 1.646253518869998100e-01 2.930951490203199117e-01 9.462684066136313465e-02 2.244398886101578797e-02 6.025033731549619409e-01 3.715231514409689240e-01 3.426566050885820891e-01
1.236929279058656501e-04 7.357434299560588510e-03 1.803355774808875628e-02 4.453376863004375463e-02 3.210993286403425739e-01 1.867925068401655175e-01 1.607281385892881942e-01 7.646422418931126952e-01 8.671954188760060134e-02 4.763192002612190445e-01 1.209919415062507275e-01 9.516597521685564443e-03
1.142237176207586006e-03 1.538179231795736290e-01 8.472807419626170178e-02 4.195686655274008525e-01 6.312500907655917981e-01 1.770423218363521844e-02 3.297045429981324549e-01 5.116834471288564945e-01 9.915528997065936601e-02 3.314610613804671452e-02 1.057908565354283292e-01 4.104553907148141001e-02
1.916816145074122235e-01 5.580130981594059181e-01 3.834384804813364411e-01 1.491823222067554244e-01 1.206832735224302455e-01 5.217624688639697222e-02 5.933715190028119313e-01 4.232065757913720631e-03 1.590207491599112291e-05 1.064163721434255028e-01 2.978374684541720829e-01 1.147737864225934629e-01
4.490494022677622710e-02 2.647138548731257229e-02 2.836869971616678976e-01 2.290149527469052537e-01 2.012263692045439534e-01 2.503309818357040695e-01 1.915100653840667300e-01 2.573742010152819670e-01 5.335155303658623699e-02 2.573332420105955420e-01 7.272291513655927860e-03 7.675687217784775696e-01
6.584321000899812960e-03 3.881445972465546318e-03 4.159645338933063569e-02 3.358000156054947311e-02 2.730596930759237109e-02 8.906329809150551058e-02 4.219817709646673382e-02 9.842026557095601147e-01 9.044302643319689083e-02 9.846780134489427350e-02 1.764154385001497462e-03 9.554988182944016209e-03
1.906713386566699642e-02 1.721381715724640965e-02 8.209557480923819137e-03 6.655247836275621220e-02 1.271991106734525132e-02 1.602144255897555436e-01 5.504688349127463409e-01 6.157456003223493735e-01 4.622186869525028996e-01 1.467050944045373839e-01 2.009861653089891342e-01 1.062568629579876550e-01
5.668723834740742318e-02 6.868013739222403324e-02 2.105795631920653194e-02 1.330180318294124989e-02 3.380471432949594401e-01 6.183657856542156273e-01 3.255160395647688776e-01 2.517337369957386582e-04 6.822207255805344539e-02 4.841732220597628200e-01 1.472603808860592067e-03 3.869834882741106652e-01
5.533042682433848749e-04 1.128827944109730280e-03 2.956471333160694617e-02 1.409093177570004685e-02 6.084435973089975525e-01 3.456692377792526250e-01 3.038420493800996769e-01 3.853770075807379930e-02 3.755206412721002196e-01 5.096583698093178905e-01 1.175632518967785894e-01 2.900500698335715596e-02
7.503061842826169725e-02 1.009737789631698218e-01 2.983944326958649085e-01 1.609082164321687658e-01 1.895636608465997575e-01 2.089105550082459919e-02 1.932209787863634065e-01 1.939771241240880739e-01 7.470646321213968433e-01 1.032424285257957514e-01 2.627074915573489045e-01 3.466005365054251053e-01
1.204776403417347069e-01 8.068575425258571465e-02 8.194406209571009417e-03 3.521066888073588474e-01 6.695704970158006253e-01 1.929916242095435983e-02 1.234607804830293032e-01 2.273209191988232944e-02 3.788807011891926479e-01 2.744231767380096443e-01 4.142483735358331032e-01 3.446380133055373333e-03
4.891980909258075201e-05 7.170173499857981783e-05 1.410642795517508242e-04 3.649595134422633017e-04 1.271702974426951226e-03 4.382723669325910287e-01 1.543592931969238469e-01 3.845119784053956935e-01 6.642736807569209478e-01 6.254672011451564706e-02 2.014195114013518639e-01 3.879405455426244154e-01
4.026109222478747585e-01 3.364320924526650880e-01 1.965573675449152347e-01 4.103941098597099213e-01 1.165226193923326187e-01 3.963853478938376695e-01 8.743600705332274167e-03 5.057175492217300464e-03 7.587206605796758044e-07 5.054143413283239683e-01 2.995676550305848562e-01 4.091994033770507411e-02
8.937548488055334361e-02 2.353335332531336643e-02 2.505312918415072976e-01 5.710698079634917573e-02 2.047573662442657774e-02 6.660287304002226148e-03 3.857958671115850335e-01 3.946747216066191777e-02 5.051004582215813388e-01 1.445962737222899475e-01 5.829698568926292568e-01 3.983502373092431825e-01
2.278979844148781159e-02 2.148335178673490067e-02 8.732243942950942972e-02 1.489801005308341586e-01 3.081457652874028050e-02 4.243032929852791901e-01 1.222079989405734091e-01 4.988104374104974092e-01 3.821171871900602701e-01 4.673599970169829421e-01 1.953292183992716979e-01 3.491087606222017525e-01
