1.562959244571077849e-03 1.688092006312200133e-02 4.157569479914753618e-03 3.515903327084784480e-01 7.626853421794919097e-01 4.964205937727318441e-01 2.189913403791648727e-01
8.382084383958007465e-03 5.790294124462380676e-02 7.280141084181752931e-02 3.810523929899060080e-01 3.767821762138152675e-01 8.390608370471868138e-01 9.387324110970308305e-03
3.171234296277214426e-01 3.419685097425970155e-02 1.470112659416238365e-01 4.648380286290870050e-02 2.409203557728025469e-01 6.903805929823159104e-01 5.829427660842282366e-01
4.121451818905957354e-01 5.930862724479551984e-01 1.685034400484722583e-01 1.867959090747767573e-02 5.060587684471107295e-01 2.236498057508191639e-01 3.788508589391511028e-01
7.678350792894993171e-03 3.059594780212503660e-03 3.060071281798250331e-02 5.359186958179683602e-01 6.309135558233345265e-01 4.034713863041186621e-02 5.586650366179861660e-01
3.625904618978576834e-03 5.146110853167655194e-03 9.455757245997821470e-02 4.305176151167452447e-01 5.369663490987085508e-01 4.767186806923338627e-01 5.385909935544888061e-01
4.667112450191944761e-01 4.347522743098804904e-02 6.721773409955680845e-02 1.531269953469904278e-02 7.595278020513841766e-02 1.285415805107122666e-01 8.678974899646021424e-01
5.011087752174337995e-01 2.052924161459148134e-01 3.716067625027872356e-01 3.522293258083007694e-02 6.926987777222658460e-01 1.324428490909579370e-01 2.646508519208051746e-01
5.965936370723858018e-02 2.442802040722574786e-01 1.680500506493285903e-02 7.379151939533790117e-01 5.461497576277108967e-01 2.065816661294235523e-01 2.258564987339580499e-01
1.850575437995108374e-01 2.912623173466515336e-01 5.811356945244590400e-02 7.540040772388235668e-01 4.724482101333433992e-02 2.199732360828842437e-01 5.083309304224149505e-01
2.238121016805337538e-01 5.611213298666425375e-01 5.259479895088907675e-01 5.453015657561542939e-01 3.391960213121200662e-02 2.371662604250325823e-01 6.064269562561711013e-02
4.802052946211536333e-01 1.713653363564653642e-01 2.376354586359997745e-01 7.223206026429088329e-03 4.571795559716740898e-01 6.732125228059360200e-01 1.458964130663068515e-01
3.071119902599219950e-03 3.339575805921729534e-01 6.974792880511051507e-01 5.345616817311982238e-02 4.584007339169481887e-01 2.880273413974890340e-01 3.256332310490354098e-01
3.278273151779176331e-01 1.279044154738627481e-01 5.205579094390664352e-01 4.398644429318726568e-01 3.184900810370384638e-01 5.526580402111243018e-01 6.958164672677628892e-02
3.590636744933751318e-02 5.929259791383023614e-01 8.518337193508448979e-02 5.530855775919472084e-01 1.824818511169604696e-01 2.215782569875366370e-01 5.015905731653281796e-01
3.478977226327863437e-01 4.366199269831430030e-01 1.304869461130837571e-01 2.659839322450831545e-01 1.603071728092368420e-01 4.781646307235044580e-01 5.884013212941012760e-01
4.926576495184098459e-01 2.011188857014002684e-01 6.045012762838761766e-01 4.655920381143975606e-02 4.172530084580712284e-01 4.184020318566081253e-01 9.473561515237772720e-03
2.311370097291761405e-01 7.589440514893293077e-01 3.697649211681394155e-01 2.205602885538034477e-02 2.406284957876535235e-01 3.926566028687459853e-01 1.458964130663068515e-01
5.134946537202448313e-01 1.111983052674639233e-01 4.117663778789658613e-01 5.046350434197822976e-02 1.635377359346116832e-01 6.569921472062710821e-01 3.057397418050330495e-01
1.195583337993899598e-02 2.048410597112884299e-02 2.773203389344200409e-01 2.435097748431655773e-01 8.468948904991333015e-02 8.100639829137128434e-01 4.470547087888911419e-01
1.405082642911881403e-02 9.430915029688917428e-02 6.571818924016329701e-03 6.508817197052400028e-01 1.668627804037674245e-01 4.394984120697102425e-01 5.884013212941012760e-01
7.149412696147863233e-01 8.444003532284487246e-02 1.965446208993139321e-01 2.399376619690002932e-01 1.854855238557376051e-01 2.919479246380709547e-01 5.156457325918198942e-01
6.668802694059547398e-02 5.847208972910996616e-01 4.273188700910044990e-01 5.050967741388608934e-01 4.413364483690778717e-01 1.142223526085697771e-01 9.003002198187712302e-02
4.516942541976210479e-01 3.176426131753781190e-01 4.012059881259361083e-02 5.110444161971394728e-02 3.162278642954848840e-01 6.533375025932165459e-01 4.049743080320075683e-01
4.353488213267393131e-02 9.318781385844365772e-01 6.075448191887185961e-02 6.295724929200517683e-02 3.426252967707449915e-01 4.675600129899655510e-02 4.974845635535877358e-02
1.281396405172164146e-02 2.652764209359124992e-02 6.734018973826956245e-01 5.897142984054281056e-01 2.066415316657093521e-02 4.836029268116701085e-02 4.417389412917036573e-01
2.107382135385177102e-01 2.461115793894297354e-01 5.048533979866944854e-01 1.381249908947834726e-01 6.072404649442785241e-01 4.242602298261508725e-02 5.005218073019134239e-01
4.357679471008177874e-01 1.998867664523455989e-01 5.300761145227314008e-01 9.617741795884019243e-03 3.674734390075470314e-01 3.340850696302548606e-01 4.923706191540174748e-01
2.030885217715393265e-01 3.590244730368771786e-01 7.141399653065808595e-01 3.842080824474199737e-03 5.623171859131622652e-01 5.845190003113667071e-02 1.511906946704976752e-02
5.154968646572785085e-01 4.000745630746836978e-01 5.488053428847099874e-02 3.438777904391179807e-01 5.523183906370187080e-01 2.501789928551232389e-01 2.920520255128667975e-01
1.235094391123026623e-02 1.045502959933448245e-02 2.705693294168947105e-01 2.842060032058627006e-01 8.028762735945284001e-01 2.278708891855032725e-01 3.862924791165262550e-01
1.637377641699478553e-02 1.850174636926608593e-02 8.321109926482797015e-01 5.606176880832190040e-02 2.963301972942365414e-01 3.017313281010380877e-01 3.535315808142928673e-01
4.806446164159177692e-01 5.695153430479608092e-01 5.310352779953043945e-02 3.521940422288519223e-01 4.096612631913273787e-03 5.584136608573471439e-02 5.609254480728504966e-01
8.204060641146898591e-01 2.611409292399869547e-02 1.975954404789867849e-02 1.048010201677643596e-02 4.208794379978828548e-01 3.712419063632626526e-01 1.038827109084747291e-01
6.062355944627812777e-03 1.356943576081561832e-02 3.356627419078760891e-03 1.103728820230400441e-02 4.061564172590436672e-01 8.997153413380800657e-01 1.587302707590520778e-01
6.900887425989536694e-02 6.578736767539247188e-01 4.050512867453942567e-02 5.161536500119876525e-01 1.948506208490189129e-01 5.000859840701195047e-01 7.957379549442009092e-02
2.592053735423888727e-01 7.665545186135169775e-01 9.901251793052932848e-02 4.053912264410162308e-02 1.349805584064387720e-01 2.528774227016249987e-01 5.015905731653281796e-01
2.445340410312234550e-02 5.235779093754441282e-01 2.411634342240413509e-01 1.072171552438103961e-03 4.131947165761410412e-01 1.934876275356387787e-01 6.774510435946125009e-01
4.090709883344995079e-01 3.641159739779217808e-02 4.028971971653634299e-01 3.209327925159348172e-01 3.381177065798890991e-01 2.978299413053295264e-01 6.024822452499450920e-01
6.059646114396965988e-01 3.523531139819873204e-01 1.623915893185166603e-01 5.494688751174174879e-01 2.298216341622011660e-01 9.293099326998935372e-02 3.448375656836257797e-01
8.099622794036644494e-03 7.006777267302311853e-03 5.015043854176436389e-01 5.551123789576306589e-02 4.292019919568528796e-01 2.167228999137921497e-01 7.170174264341824255e-01
1.916857019967539155e-01 3.879467803297275141e-01 5.616161712030681707e-01 9.892565447886002283e-02 4.675775697801730357e-02 6.843194480241168165e-01 1.306731939966936928e-01
4.984515387977332401e-01 2.787874438082534323e-01 4.853967452236348373e-02 3.959262990742500737e-02 7.379551092031437776e-01 3.457621551733282006e-01 7.596536809744308671e-02
1.270128250710783786e-02 3.541499114065735365e-02 3.004969848792432008e-01 4.960724091393350910e-01 1.397242659820395749e-01 1.301946975641485038e-01 7.910275930815068302e-01
1.069289393608112426e-02 3.412200262253690247e-02 8.173570266842279386e-01 2.553042727265317571e-02 5.603420633101235948e-01 1.176086816548391756e-01 4.671198191318302190e-02
5.960934929863783704e-01 2.760429641801998568e-01 6.363364425303427163e-01 1.159384608052858867e-01 5.449423382392942772e-02 3.377735563378664319e-01 1.817867923658083307e-01
4.109734645441165957e-01 3.572929724836886312e-01 2.013827561463717442e-01 1.078947399423186822e-03 4.230471803024005162e-01 7.553749444906390775e-02 6.915284049294880830e-01
7.358639470708813746e-02 3.622904961754067621e-01 5.370630990067474242e-01 4.564287749516751092e-01 1.925648058845073063e-01 5.283432944583740243e-01 2.243630956995957271e-01
4.931353705239108903e-02 6.990628279927446620e-02 5.874753750757697596e-02 8.409683628767643249e-03 8.184896465905951990e-01 5.638309880529754903e-01 3.645004913354889242e-02
4.632940862703845974e-01 5.471857713657340971e-02 4.548565284319808222e-02 1.507054320783983992e-01 6.203220735994374735e-01 2.870338830230812488e-01 5.388835403614734565e-01
3.578943813772674232e-01 6.830652982254402372e-02 4.988515192359548045e-02 3.233820968907645255e-01 4.133835602520080643e-01 1.280077417345258650e-02 7.675490167306655565e-01
5.481433186513403610e-01 1.012436044512541322e-01 6.949434394113598867e-02 3.569000484015786290e-01 8.019273241068615443e-02 6.682716962919684756e-01 3.225888900602720266e-01
1.177763801172910935e-01 6.281581274326973885e-01 2.978700459036013881e-01 4.510438170333120299e-03 5.721312889587267803e-01 3.926566028687459853e-01 1.458964130663068515e-01
3.947154634450380367e-02 4.053839886982332219e-01 1.704613321618862476e-01 3.788212480739030497e-01 4.204164666998292943e-01 1.955392652129024356e-01 6.682496578893545314e-01
9.234221137046903782e-02 3.805965740472347369e-01 2.254971014066707580e-02 2.340657853444219269e-03 5.284758940967102664e-02 6.351442726232688907e-01 6.632526524361209708e-01
1.206245183882794815e-02 3.325431230660602089e-01 1.217850224885074217e-01 2.462811535704102078e-02 8.511866034571710093e-01 2.944458115186304181e-01 2.502288212071521745e-01
6.287006938466058181e-02 1.299168876315681953e-01 5.671059746556460501e-01 2.883123853956510163e-01 1.908037967694587930e-02 4.803052251755596247e-01 5.859851264336598531e-01
4.518217710371271179e-01 5.893253142515972876e-01 1.735688151951740033e-01 3.601864785403980918e-01 3.478248211086858999e-01 4.049649277012994375e-01 6.093955546386085192e-02
9.429886249233917368e-07 1.098610975164188713e-06 5.338491489675532012e-07 5.731032403499656023e-06 5.002805739578391733e-06 2.164493853835885810e-06 9.999999999675305284e-01
1.075326327031913692e-01 3.568383422569421787e-03 2.936270240069514120e-02 2.820392093966542224e-02 6.885394716331016962e-01 4.778464191017312568e-01 5.332378135971689304e-01
9.678318423294327011e-02 5.133883054180929939e-01 3.369869706080897559e-02 5.166512740703893547e-01 5.464852943016219600e-01 3.962244594384172203e-01 5.797691594352068212e-02
2.015033199916502482e-01 4.592101943208009018e-01 9.102398184321743024e-02 2.419453212370732686e-01 6.862285057064849703e-01 8.660766461965013763e-02 4.508758766113626359e-01
8.475123451835948618e-01 4.670994019067639669e-01 1.050831047988785155e-01 1.094948430580482829e-01 2.311002868911445074e-02 9.620382572672393773e-02 1.752716303878019966e-01
8.243135693615508131e-02 1.022214288587656450e-01 5.315468463212655870e-01 1.292647847604639320e-02 5.684091783878919557e-01 5.887881693681343842e-01 1.740293214730910809e-01
9.462446025638920899e-02 3.645019700857608513e-01 8.934854713317653685e-01 1.090681830706561189e-01 4.418875033283889593e-03 1.885643807973205188e-01 1.113387494247545934e-01
5.490301088140953079e-01 2.542989588395797029e-02 2.571524811287821954e-01 4.278720331088123330e-01 6.033880511906746236e-01 2.781837107478184468e-01 8.517081365380035907e-02
1.336302330056782922e-02 1.509970953170477158e-02 6.791053145123161494e-01 6.569460969958254015e-01 2.592489426460156676e-02 3.221808945681300940e-01 4.856538742823767602e-02
