2.845686873775813241e-05 5.179398643766243291e-05 3.345896572974436239e-04 1.247071977880389107e-02 2.520578238204962407e-02 4.762979932539606470e-02 3.214355011853915756e-02 8.368725608435648167e-02 1.287261134159620179e-01 8.580462225249993469e-02 1.176565355448191269e-01 2.203514775512379620e-01 6.255193637368069437e-01 9.129688916974392637e-03 7.149931235272209973e-01
3.459282090384467752e-04 1.456205287691031338e-04 3.948466071169348494e-03 5.971499051168850311e-03 4.740469914379188965e-02 4.916214741612263128e-01 2.425399084861455390e-01 3.208903201280485784e-01 1.778084344321814378e-02 8.428785811253240723e-02 6.620170302600804080e-01 1.029685469731562303e-01 3.652820814372029767e-01 6.693444498607895032e-02 3.554636662534948685e-03
5.634748993339712322e-04 3.444338059017416627e-04 1.938317544715114380e-04 6.437512849342096055e-04 1.147054844143724842e-02 9.135259449536478615e-02 1.479479116126306525e-02 1.101280343121923272e-01 4.571781954721953478e-01 1.874370256013271341e-01 9.813257145238053758e-02 4.863638473254551231e-01 4.056609573651059897e-03 4.636642986341790208e-03 6.991515450883263316e-01
9.658512179352950200e-03 3.056621962808664210e-03 9.336845697755613571e-03 1.390056084705623522e-02 8.315598575603516673e-03 3.832377850518930984e-01 1.775424517135805735e-01 3.038385506314768558e-01 6.741403052138439378e-02 6.593053707625916304e-02 1.771540013543143888e-01 4.539250274815374020e-01 3.954357329015004141e-01 2.983300863737996939e-02 5.703113593325916941e-01
1.943032817824617842e-03 1.357746330098581235e-03 2.188152131142532229e-03 3.299164499048632109e-03 1.541032414903475414e-03 6.532545071199495623e-02 3.030049421137204560e-02 5.132092074548292304e-01 8.295224673897294565e-02 5.070568575968280312e-02 3.916729044034191753e-01 5.343013376882488341e-01 4.237085181796701461e-01 1.174407497621363233e-01 2.995799482698482952e-01
6.362907231425863610e-04 2.479238319434598058e-03 2.362782379131402391e-03 6.122604405496341606e-03 2.352560634250798217e-03 1.338457873042508128e-01 1.113301375819637645e-01 1.810558481567250272e-02 4.037144473732919847e-01 5.091764521093733453e-01 1.580137160214320768e-01 5.648596050988825557e-01 4.486464471202730175e-01 3.605614876633136262e-02 2.106028795012122520e-02
2.555141297494035318e-02 6.621469855859014875e-02 2.287703614329875956e-01 3.662655194235557854e-01 1.895388111074204629e-01 1.991111836090060996e-02 2.194467308994914045e-01 2.823478950225375428e-01 4.203879349804777732e-01 1.305032712868638700e-01 5.511682824599820618e-01 3.309831822149975622e-01 8.144683977220229520e-02 4.571425745421531239e-02 1.687037986775024589e-01
4.464889673564591861e-06 2.309780042496157519e-04 5.933916107614211857e-05 2.385248020553013741e-04 2.630870040374878784e-03 1.151691350086235695e-02 2.280351236613195089e-03 2.874619426902505145e-02 1.052631061355180538e-02 1.051564703454854061e-02 7.508826628971716488e-01 5.994696642420491717e-01 1.415179879738651114e-02 3.400026276569303313e-02 2.725113880968824676e-01
4.471168776898859726e-05 2.950665551610816940e-05 1.759413003242264132e-04 1.231025110219724744e-04 2.003363095738871559e-04 3.051622908117990456e-03 2.757039887996061769e-02 3.302170161947685229e-02 1.251547429811759957e-03 6.847945706476262773e-01 6.788948749282651685e-01 2.210595800184237125e-01 1.377645362813684216e-01 1.160816761976963402e-02 1.776125890428398996e-02
7.047519249354967583e-03 4.941320047780932770e-03 1.691561770286078258e-03 3.377809001490832911e-03 4.021655119510257614e-02 1.093570775828125174e-01 8.810640146169791687e-02 6.845649123851029749e-01 1.774732954344857006e-02 1.259618042826818329e-01 5.200132151669224490e-01 4.453311739515472545e-01 7.773963161791379610e-04 1.516384987834823450e-01 4.509617783350321901e-02
