7.609368752167178229e-01 2.597660074450908445e-03 4.921398264494496189e-04 5.519192265840410470e-03 5.912935267954939238e-05 1.644460234155410759e-04 1.510012216112998837e-03 8.818090171535094613e-05 1.550494334533608021e-05 7.838896456378158161e-06 4.407438488223967615e-04 4.875571370987334289e-06 4.981164054912178051e-04 2.226499440712829792e+00 4.053727007183868025e+00
4.774651645677208678e-01 1.475767590131976822e-04 3.640017055501713200e-03 3.969368007271864562e-03 2.480448351599186084e-07 1.367685436943465995e-04 1.497561127878590387e-02 6.417880770993597084e-05 3.124616069188321504e-03 8.873818174941616591e-05 7.155213975388635857e-03 1.542272136660806758e+00 1.186560647003083403e-03 2.152082821298477278e+00 4.415008697526874581e-05
4.751017616034928226e-01 1.029225943579118810e-05 6.951000623829560964e-05 5.405351322139394232e-03 3.423696755588771790e-02 1.781643155365803140e-04 9.444310165522698877e-04 3.123160551252737727e-02 3.308797809189530092e-02 7.913684369779321135e-04 1.960056727557291613e-05 1.158827887491262537e-05 1.752569804001906763e-03 3.401798400449188353e+00 3.176497676302504569e+00
3.531274650070812537e-01 1.070930645213850115e-03 3.048137186484554603e-03 5.033681739774869754e-03 1.535991769044081461e-02 2.583445940021869992e-03 5.347040221786833643e-04 4.403703927185460137e-02 1.448210550959607990e-01 1.072912374231467514e-03 1.387499273563929325e+00 1.248943851820104589e+00 1.795535676321999502e-03 2.881645132348654829e-05 7.231779580774404942e-05
3.249111581810665839e-01 3.273642511833582246e-03 5.230330368557616115e-05 8.781437288525264671e-04 9.183223840993709475e-03 1.096656381037138241e-06 4.312918802962504867e-04 2.610232995287302057e-02 1.227739779812629495e+00 9.744032734706506264e-04 1.081039846038190746e-05 5.895772160426430286e-08 1.932429839409082438e-03 2.470969824755931299e+00 1.318764562796719053e+00
1.774144309556831833e-01 8.266330619104744802e-04 3.042288254668862056e-05 1.487768069347343829e-03 1.096940876341587039e-02 7.118591455118081582e-05 4.374215673458901150e-04 2.337852158503713612e-02 2.780789919512768188e-02 4.472214554277070277e-05 3.126630042290639566e-01 9.470445765379571501e-01 6.698035654094325615e-06 3.609320916938627111e+00 1.329989940074716603e+00
1.410940493733709999e+00 2.995791649911766109e-05 2.923805976723869125e-04 1.914438664720185005e-05 5.412246967277575253e-10 2.947810910908116671e-05 4.108404784924092590e-04 2.288274096816003401e-05 1.220609852382967020e-05 3.358354359360306947e-04 1.750590696911543614e-09 4.037284813701943640e-05 2.023616454939412314e-03 1.181874123995462058e-04 5.730175929293665149e+00
8.457071560029647550e-01 1.506602434972021895e-04 1.837631906970784985e-04 1.712811448741312687e-05 4.887675900365613354e-05 2.703279602649075230e-04 9.379866533070881432e-04 4.476954526817565813e-07 1.660154530057465235e-05 1.110117990888444955e-03 4.650168456401698757e-04 1.381832926672879856e-06 2.087164632565979616e+00 1.168403242666465739e-05 4.052110861528062102e+00
4.368123610860606965e-01 2.677355587814365077e-03 3.301879842011750006e-03 9.132311018078547935e-03 6.881956961419725786e-03 9.935147078303908497e-07 9.512374767231180939e-06 5.429687505147148818e-03 1.452570727394083994e+00 5.742954929717364061e-04 6.299867282435976635e-05 3.891406488528151673e-06 5.079319794667481898e-07 1.101182427003714048e-01 5.997964494171672101e+00
2.472570463473801328e-01 1.152053123300495570e-03 4.219552371775274360e-05 2.073405106737530226e-03 1.528734795197968233e-02 9.920715587272144198e-05 8.618704582226469329e-04 3.181393536703707586e-02 1.012500655902655658e-02 5.814308747325856491e-05 7.800641814027207133e-01 1.426844597610489984e+00 1.913507114749016876e-04 9.368988171852155045e-01 1.329989940074716603e+00
2.494422005692365774e-01 2.763842210622536417e-04 5.397716673035838291e-05 1.580802662657940748e-03 1.817028698660708846e-02 9.890782204448335358e-05 8.230472902476751061e-04 1.544430237915240742e-02 9.593819458106677134e-01 1.228203143976638748e-03 1.720777290854712132e-08 1.028090027476398311e-06 8.946770964736967327e-07 3.273805476278313087e+00 4.340509878754574835e+00
2.189544657190347354e-01 7.958063184048924147e-06 2.027462556650818162e-03 6.477251840798961113e-04 6.877817388854759161e-06 2.679094685907159043e-07 1.876551934476577282e-02 1.472727495211490802e-02 1.011944531687400284e+00 3.150364884357630124e-02 2.982337265883442945e-01 5.731384850157366799e-05 7.993595540735815019e-01 6.463486690652973099e-01 6.832434105367206634e-01
3.658390981347433013e-01 5.320443389971602974e-03 1.460432052941810935e-04 6.917355038662953414e-07 6.030536240520644332e-06 1.452474181833822778e-03 1.489191930282137517e-03 3.634889986975720771e-02 4.929779040463495854e-02 6.900238671063573686e-05 6.635497036658395686e-02 8.639889724605421817e-01 1.181824050948655724e+00 7.587668367141456880e-05 4.292409579686695231e+00
3.706467534390422425e-01 3.724820790974789787e-03 5.965800202923309502e-05 1.001625072725370125e-03 1.299773973619901962e-02 5.930850781345727416e-07 4.966840276903201467e-04 1.645336806534358765e-02 1.370827092481992082e+00 1.101374599508955950e-03 2.035919202445365614e-05 6.586240647391738390e-08 2.158741486310799401e-03 2.760351223801167375e+00 1.743042485146447523e-04
