8.791593512267186217e-01 3.046012345420610654e-05 3.464750039090169604e-07 1.049838094494471089e-02 5.282362630851208593e-03 3.316842149689128464e-04 1.685453288035002620e-05 6.762297346849865942e-01 3.379400630313590170e+00
3.586350416174827194e-01 1.113252041631375942e-02 7.490135153546870726e-03 6.009012969978938523e-02 6.386174012985357251e-01 2.670080241120757064e-03 6.507240923403669886e-01 6.552907241779864806e-05 1.317686003083218260e+00
2.518108511338946198e-01 8.469153364354782554e-03 4.945474537540858230e-03 3.807942306465533083e-02 7.985315579483877324e-02 6.978924887662897314e-01 9.942736042684902076e-01 5.394755335819138495e-05 1.394553595160017201e+00
3.093355054654057801e-01 1.273060295787494488e-02 3.310725066809527134e-02 3.413290469793146690e-04 8.463028236145545002e-03 1.973382519043841432e-01 5.629123544333428653e-01 1.105795818458039775e-06 4.353204070634197898e+00
6.822114150088068874e-01 4.183029849469531278e-08 7.069653947807947973e-05 2.726150520559294556e-03 7.575428815988321905e-13 6.259139682793481985e-01 2.285757310418100265e-05 7.985555553213926627e-01 5.792609250054497894e-01
5.027750658751540813e-01 5.241601595461704496e-03 1.669696646004345097e-03 1.121092036495420111e-06 5.934171442287493603e-01 8.421686252188309574e-02 3.744641636984883531e-02 7.511812669039863444e-01 2.667428817569820337e-04
4.751336564289579401e-01 1.793717345358295097e-07 1.666157923856259430e-03 1.027485068857264192e-02 5.604914164087547723e-01 4.449451412558559638e-02 2.292421037980637427e-02 5.421012132897882196e-01 1.498762875361538960e+00
2.527637087497768276e-01 2.210285959862497845e-03 6.465333613247203903e-02 6.199790495249124511e-02 2.646105715595808983e-02 1.187797748498656825e+00 8.666175883332354556e-06 5.313160158444875103e-01 6.701420941409440557e-01
7.039792523824793813e-01 1.622393576916043986e-03 1.081066734605155850e-06 7.290890086251595450e-04 5.071119878050228985e-06 2.320504855028075015e-04 6.775699383455470761e-07 3.622435969709912975e-05 7.233106386119227516e+00
2.624749626056725460e-01 7.648554178256782715e-03 1.910475694085601861e-02 2.259656352623979833e-02 2.703907888255364304e-05 2.354722316855806241e-02 8.076192043868792858e-01 1.166697470749151533e+00 2.131284680918233310e+00
5.546875679505988144e-01 3.056566831540674840e-05 7.581821943252634727e-03 2.020783076308637850e-06 6.434074315050973825e-01 1.745400330848256298e-01 2.876280883095679760e-05 1.185908280336557763e-04 3.580359056596231326e+00
1.031665935868363970e+00 5.528869644378981465e-05 5.379550268424711358e-06 3.884262908615320414e-05 1.516924127960791492e-03 2.715671614710437731e-03 3.318671915800038675e-06 8.832752073645319473e-05 5.186082724517621756e+00
