4.134040905591711124e-08 1.997601216754312047e-08 4.543229180291729710e-08 1.502094493439477663e-07 6.240915802051306666e-07 3.572846070773628707e-07 7.354395162275218234e-06 2.342320503177125037e-05 1.572976921546431523e-04 1.703395247667214337e-04 8.952209910309330012e-05 1.448273351472585522e-05 4.110047184358743468e-04 6.204733746983505903e-03 1.374553212654318901e-01 2.223756785194133112e-01 1.653362743348724476e-02 1.165559763321653008e-01
3.583171666069674547e-11 9.174758369095137195e-11 1.948188745441296321e-10 1.801144141560118225e-08 3.831453924305257506e-08 9.562629783090195006e-08 4.977444478112417755e-07 1.453079207828034601e-06 1.761723815814158008e-06 1.230081921989840208e-06 4.108478469617597240e-05 1.616448744639012599e-04 5.558990669612978329e-04 9.061888558706697374e-04 6.521893220267288571e-02 1.232433422527220435e-01 2.123786758045557652e-03 3.077440263004973531e-01
3.692829340029761537e-08 1.802604506499400589e-08 8.394799152899732655e-08 4.294355956685799083e-07 1.062137858650323990e-07 3.555883406688929869e-06 1.382965235096111904e-06 3.765360920557208863e-06 3.050603399156037241e-06 6.127347714957463013e-06 2.122950861802155105e-04 1.512810436130555564e-03 1.498286943037890114e-03 5.801366892987287922e-03 8.250490309874815992e-03 1.892109132936420079e-01 1.203459695863856316e-01 1.731493107393736186e-01
8.211762922661265233e-08 6.282174499971118800e-09 5.049410093979779285e-08 9.877868307103933723e-07 1.839187007026260234e-06 1.685710743679282010e-06 2.912259373667949809e-05 1.934570832073307972e-05 6.241327032804185276e-05 6.300396880974987830e-05 7.198507349084858065e-04 3.972471501699512218e-04 6.139808325744482674e-03 3.524344395943175817e-03 2.774049466702451783e-01 7.576453955190539866e-03 4.489921944553251082e-02 1.591595922025844656e-01
5.144715197317995272e-12 1.568513233571965001e-11 6.269209108482189565e-11 3.905646276712041876e-10 2.195996494579048846e-08 7.997530344451015919e-09 3.322322597827132290e-07 9.233098187101923151e-08 9.368839811593522000e-07 4.929400499185005534e-06 1.789509835046262159e-06 2.583446762309837919e-05 5.562987834989476248e-05 2.396318756243633399e-03 1.826704824292149144e-05 8.045534924926407705e-02 3.662704659734519197e-01 5.077002383768558502e-02
4.930894986972242077e-09 1.627911380400820914e-08 6.383627152935322090e-08 3.976927422638795127e-07 9.815189530922637826e-08 8.221826425348762619e-08 1.713175310381619910e-05 2.232229742724128527e-04 4.869822800402857812e-04 1.003253142798053938e-03 1.108398873668169624e-04 6.498856304740880871e-05 1.512238634133425061e-02 1.223984106118284343e-01 2.099611940313346470e-01 1.285513633685997359e-01 2.074479461913526779e-02 1.314769317956765438e-03
8.683905388736428664e-09 2.302029914598172424e-08 4.213393021507197146e-08 9.608022730719316136e-08 1.237301175010715360e-07 6.057309045022715410e-07 2.579697728803547233e-05 3.563789872174412319e-06 3.033662037583403619e-05 6.352912348750211925e-04 8.168914566364432397e-05 2.280747344389450620e-03 2.599539793035812035e-02 1.792469683677898329e-01 2.673582573339020052e-02 2.953241999889326397e-03 2.551407079489440011e-01 6.869533527780302684e-03
1.755078037843894733e-07 1.368872445310526914e-07 4.667875720611678740e-06 2.188668159029390894e-06 1.927739961300124121e-04 1.261032498952398359e-06 1.791792761677254002e-05 8.179100812074312221e-05 8.478692981102046305e-03 2.771004801472257140e-03 1.405082438411255769e-02 1.901329630113600400e-02 2.429268578440933388e-04 5.454874857028506330e-02 1.349090451979765570e-01 2.596801585244308021e-03 1.743558414377374688e-01 8.873190497979521751e-02
2.022326043470547790e-06 5.997679844983423383e-06 4.343627618925504865e-06 5.237643065381198167e-06 2.756965072590846947e-06 3.639733805189166578e-07 5.283574133506992193e-06 9.911422636336620251e-06 2.372717448486566017e-04 8.622345017970982567e-05 3.327462968259492764e-03 2.796856461514474548e-03 5.446530547124747018e-02 4.276078227355816636e-02 1.409495475090478123e-01 1.616861368894675355e-01 8.916791836833558305e-02 4.486577651745371487e-03
2.430819567285091605e-08 2.663010165300988960e-08 1.396921935346978493e-07 5.998398191810667210e-07 8.010084359628565667e-06 3.113522588007857198e-06 2.394670581483153130e-06 7.806254427528285214e-06 8.128868002170555989e-06 1.010992655259645534e-04 2.737633363989915903e-05 1.902099274683327331e-04 8.823713320267036154e-04 2.302685214461773055e-03 3.784108179529274262e-03 3.078097712033139866e-01 1.630589613725950959e-01 2.181317330117016340e-02
2.861650234170813253e-06 4.729346051890871193e-06 3.367900896201181598e-07 1.454935596893293641e-06 2.668602835314280277e-05 1.277962769735625824e-05 3.066243281495320804e-05 9.530242535274804916e-05 7.770674797967937588e-04 9.149100365968833000e-04 3.926489415981883075e-04 1.028789468823272961e-03 2.696302753441913794e-02 1.462126302958544899e-01 2.790524274838107090e-03 2.046112733694829267e-01 4.106877825550633160e-03 1.120274375368487951e-01
2.077871347557935917e-06 5.406426685017398637e-06 1.033497991700242848e-05 2.734794071481181038e-06 2.991644381325118084e-05 5.725815523837039621e-05 1.749893775264289972e-04 5.949222345482726299e-04 1.637340112369277227e-03 2.346366666868250628e-03 7.164254342966575387e-03 3.745056277509785370e-02 7.204710103353427486e-02 3.390919177019510733e-02 2.095811524982912899e-02 1.035116510550905672e-01 1.206653672249255980e-02 2.080312399884090002e-01
