3.765949414751598104e-08 3.150389659476250299e-08 5.751759167425746087e-08 9.469805823815434173e-08 1.797063574921977913e-06 7.104964510106410695e-08 1.854997946671727344e-07 1.161811833984974464e-06 3.576170720341986421e-06 5.224033329960044473e-05 4.897757901267339438e-05 6.177403290951779527e-04 7.226078315601092389e-05 1.359595557687377733e-03 1.986520537885277850e-03 1.340130885919126047e-01 3.790492313378821670e-02 2.147973508142394794e-01 1.091402893653139472e-01
7.236458305644509362e-08 1.078465455643108957e-09 5.880264001951583590e-08 2.212779469368079622e-06 1.142858367014897361e-06 2.270155597674451318e-06 1.746065510703215110e-05 4.819198709870974327e-05 3.212355172623984650e-05 1.015777101318205719e-05 2.444577483200103488e-04 6.590237876454582877e-06 2.213830959726077816e-04 3.136698188263275459e-03 4.757746272912703051e-03 1.715489013752285186e-01 1.799840828538719628e-01 2.756990920594947977e-02 1.124165390175372314e-01
3.125446347150794032e-10 2.324072088279274461e-10 5.867764906303814637e-11 6.419541622350406126e-09 6.573350180418812119e-09 5.253763801811061734e-09 6.602530388990510754e-08 1.626324838824453849e-07 7.005898636001466475e-07 2.966202123070457838e-07 1.177573336469357268e-05 2.553831474984075622e-04 4.272158531400766998e-04 1.133525822694715331e-03 2.621419044355164339e-03 2.703271893249281285e-02 3.394016926678504187e-01 1.262674752939317302e-01 2.847548786523212971e-03
9.184716914184905354e-08 9.709370291442112836e-08 3.858857465536501657e-07 2.126734869941597949e-07 2.304066792252724053e-06 3.083723811441445291e-07 2.980451789846391758e-06 5.466622734484711198e-05 1.284834057777987145e-04 7.868838559665092551e-05 8.610653634791723960e-06 2.830093475450319845e-03 1.486990084751479806e-03 8.248610585930312919e-03 3.216894734864993600e-03 2.427556848562699692e-03 1.353817974273656107e-03 2.776707496121541552e-01 2.024884576205894238e-01
5.417439124794129012e-07 1.076535596565214646e-06 5.950193715023656335e-06 5.823832112282117514e-07 4.335980717162097442e-06 4.532888136166756536e-07 4.227659015711501014e-05 8.279443147565564035e-05 3.441819441126157264e-05 1.662116736340499474e-04 4.491325325277178949e-05 6.373957522807542023e-04 2.324319638590423287e-02 1.236600617530564036e-03 4.799517214782901206e-03 5.992011699233714545e-02 1.394191838739667622e-01 1.720579684668532283e-01 9.830246642744749908e-02
8.595287813319681400e-08 1.714494843176382644e-09 1.898634342251623819e-06 1.244734381160639176e-06 3.404737338744572783e-06 6.835870537942336239e-06 1.880781816548500883e-05 3.290246206867479019e-05 2.052295163219130907e-04 7.443196815741445760e-04 5.335637774344248463e-02 8.422432489747780360e-02 2.491115242038221753e-02 3.369977748871742090e-02 1.175347109729491489e-02 4.188779340720314055e-03 6.359686585405988904e-04 1.101381408296168846e-01 1.760772764017040637e-01
5.226913281461167605e-07 5.496877074167755615e-07 2.502444384037645137e-06 9.155742938278027524e-06 1.725406797499677374e-05 2.303477851316660500e-05 1.808431570166102475e-04 1.850117833926511856e-04 1.203182731231460163e-04 3.773275756351362380e-04 3.104001045112297311e-05 4.820632219825241819e-04 7.423090671864359096e-04 3.359484816141684437e-03 1.161265701862485705e-01 2.335705006693627669e-02 1.305430711226344964e-01 2.130452455911708010e-01 1.139664571523446579e-02
6.384743963558871669e-09 4.752169526891466751e-09 1.183371920605100132e-07 2.917717931119072109e-08 1.420656136618169439e-06 3.269704072235162879e-07 5.345831595254726598e-06 6.075930682780295060e-06 1.228921365538883226e-05 2.554855850478827094e-04 4.003415966663896575e-04 2.716025401899153338e-04 1.156454479206550645e-02 1.131933617013082122e-01 2.648533807615622085e-02 4.128483216572032509e-03 2.251028819405258286e-02 1.895156759354027498e-02 3.022133694506388135e-01
3.342530189609322790e-06 1.757039281883325346e-07 2.097690730048747474e-06 2.482794938152446692e-06 3.875676684744247751e-06 7.022494832130145756e-06 2.216408312238306777e-05 1.460454336269298058e-05 1.738369422053716701e-06 3.078334857302059266e-04 2.687813666071251712e-05 1.255377943436138686e-03 2.254770121170975722e-02 8.599022222273713933e-02 1.892964869752929435e-01 2.684504170998643080e-02 1.422488255593459816e-01 1.484930791235454083e-03 2.993919807665523791e-02
9.407522583886777058e-08 2.778037727571685591e-07 3.473451024946544601e-08 3.665674562337170391e-08 2.300223557420790906e-07 2.366503072292770157e-08 6.006248168598985713e-07 1.384032501935832976e-06 4.942930370090029506e-05 6.927808814597184121e-04 1.945481150430110329e-02 1.781163801094096978e-03 5.203583318175152364e-03 1.289741873843975872e-01 1.489236148463245722e-02 1.130921685886028677e-01 1.021766448909867953e-01 5.905654974847906157e-03 1.077745322528416150e-01
