8.357248152606189251e-02 1.995334126986563206e-01 3.636781207751482725e-01 8.869330505840480328e-01 7.767529091797769070e-01 4.238499489147216082e-01 7.847595603670924902e-01 6.864754110574722290e-01 9.042575911153107882e-01 7.640649299137294292e-01 7.733644023537635803e-01 4.869675892405211926e-02 9.382680736016482115e-01 1.575512412665635686e+01
5.119819252397653231e-02 2.166230740416495992e-01 9.906266581246861991e-01 3.071051952776664984e-01 8.916353564709424973e-01 7.953598446876364303e-02 3.658358327459446668e-01 3.205228570889188944e-02 1.945904665626585484e-01 6.986206237229128924e-01 6.779804336838424206e-01 2.373894651463483718e-01 1.289595651251838615e-01 2.125994840804910879e+01
7.542263681920198248e-01 8.146485280319618605e-01 8.552401355935650429e-01 5.805856671649962664e-01 6.902829022146761417e-02 7.448564237089492224e-01 9.654886322205599170e-01 1.292782875243574381e-01 3.551578002516180277e-01 8.277128092013299465e-01 6.590463945176452398e-01 2.428023047525017242e-02 3.839485396165400743e-01 1.755610996415331826e+01
2.801748435012996197e-02 9.745150286437004317e-01 9.220616348908172721e-01 8.590424953579154366e-01 9.479458644054830074e-01 6.954471905666033127e-01 8.172246482842895343e-01 3.630291430745273829e-01 9.712121274787932634e-01 1.541039114817976952e-02 2.716450716139395816e-01 2.781499689424108968e-01 2.333195998375168778e-01 1.685266182790016387e+01
7.488940340207123070e-02 9.306247267311412719e-01 2.455817607398938507e-01 9.733421366370624828e-01 7.975531500532543339e-01 9.671959170566941655e-01 5.404604932959712338e-01 1.642537967161550039e-01 9.297280400060117245e-01 6.785600775443979549e-01 4.754077212820774223e-01 1.353482884769832140e-01 1.604713505286098352e-01 1.870513423825071442e+01
2.757262575434727969e-01 8.278380220290273428e-01 7.095247980769583407e-01 6.914219635021139343e-01 6.541021538103475308e-02 8.972815440196314496e-01 9.367219497219713142e-01 8.290876337512712579e-01 6.840019397923624567e-02 5.783037077373209822e-02 8.743848828340172741e-01 9.945664524471536927e-01 5.562241317238658667e-01 1.622432604406380463e+01
8.363202332984656096e-01 7.792661783473452397e-01 3.532546560961145610e-01 8.970663151703774929e-01 3.307623860695500795e-02 8.307683207910412371e-01 1.333563943949792052e-01 4.912314468238220821e-01 9.026767222166167670e-01 9.225048797102591847e-01 6.444880645722150803e-02 9.117971496683111576e-01 7.373252811160666553e-01 1.494054122634523196e+01
9.166886962484568357e-01 3.317417317449123382e-01 5.708614400838778469e-01 1.040071742465616678e-01 9.995817316027471033e-01 9.326485839695800584e-01 9.454309762387616001e-01 1.425136895912172963e-01 7.781714100943466494e-01 9.314865054363234975e-01 1.107036600585585978e-01 1.044261757987929862e-02 9.217044005538457263e-01 1.689922215503716174e+01
7.971193121116164626e-01 8.205370940977680938e-01 1.330673060590325529e-01 3.134231761085155138e-02 8.800212608122621738e-01 2.040787498578224834e-01 4.370981685830672703e-01 6.053922026132801948e-02 8.681162121256428277e-01 9.954848564072550365e-01 7.959331221541801060e-01 8.914146263872539944e-01 9.423071937635540962e-01 1.492386078549002981e+01
5.043318016160280859e-02 8.464792881230986943e-01 4.046393423776146192e-01 2.025508013907736382e-01 1.831831491217933428e-02 8.735754716486833216e-01 3.638173058899608625e-01 8.812246371161522873e-01 1.411123815923305269e-01 1.688539821211810787e-01 6.943816310418664539e-01 9.565044569891008042e-01 3.307093011694945545e-02 1.918175874077440568e+01
