40	11	72	38	53	86	51	77	32	64	91	93	46	52	16	73	18	32	77	54	71	20	43	35	89	10	71	96	64	70	76	58	50	53	99	22	29	59	37	50	89	47	98	60	82	33	55	59	92	85	98	48	21	34	68	86	58	88	77	44	89	36	78	58	26	58	83	13	89	19	83	47	44	28	82	43	68	50	66	18	45	92	27	45	90	20	29	56	46	41	55	51	16	91	86	53	30	73	28	88	82	50	89	27	43	75	33	93	58	89	90	23	30	39	37	93	34	90	51	78	43	97	64	17	52	90	60	90	26	99	77	65	42	36	38	75	48	21	51	73	99	100	93	20	21	50	37	68	58	53	66	79	91	61	98	16	88	36	38	74	78	85	64	71	21	17	95	87	36	18	57	23	64	97	14	88	41	58	85	14	35	89	59	75	73	41	70	91	53	26	59	14	76	66	29	49	66	81	66	96	62	88	38	37	83	28	86	86	32	78	18	77	80	82	62	26	65	55	23	73	47	46	58	11	75	17	67	34	33	83	24	19	82	49	38	31	12	10	20	55	59	80	11	66	81	41	32	57	65	100	18	95	30	61	98	67	12	84	87	34	85	38	22	18	80	59	58	93	77	28	10	42	66	34	52	37	16	86	24	61	22	96	67	70	27	63	82	57	32	36	95	29	47	62	35	17	10	64	22	29	28	74	61	100	15	95	89	60	82	12	57	99	44	17	96	32	31	100	40	87	81	33	60	12	21	26	91	69	69	20	73	76	51	74	59	39	92	40	18	76	48	86	60	55	59	66	38	51	41	29	95	40	54	40	79	58	72	66	86	31	76	82	66	61	86	78	97	90	23	94	70	38	91	57	86	81	43	27	77	57	94	29	89	95	59	50	60	10	84	37	85	39	85	78	11	29	44	29	78	90	73	58	96	14	42	69	96	79	54	86	17	19	42	68	54	38	97	25	43	16	33	25	22	35	88	19	45	44	62	81	71	36	90	14	96	91	91	25	32	29	55	26	24	57	35	39	20	43	35	97	12	68	65	29	30	14	55	41	26	60	72	20	14	50	47	37	76	42	29	44	30	76	67	100	38	85	60	76	92	32	100	86	84	80	75	26	13	34	12	75	51	37	92	74	84	11	97	39	73	43	
98	64	43	32	84	28	49	98	90	55	17	42	29	46	59	73	16	20	16	42	99	85	86	51	82	36	84	34	57	33	25	52	29	64	22	49	73	82	58	95	53	17	23	30	91	69	36	39	90	38	67	50	83	76	21	37	42	57	25	91	75	84	82	33	99	82	84	11	35	32	76	21	30	26	83	14	39	52	58	82	51	89	61	30	37	99	17	70	54	40	76	26	41	95	23	47	27	84	59	85	30	66	71	18	49	55	69	14	72	78	72	53	79	52	100	46	92	31	58	36	33	79	84	52	21	46	34	16	83	71	20	39	80	90	30	29	67	35	29	73	70	38	35	63	51	68	15	13	48	57	72	78	54	10	49	20	76	58	45	60	52	74	58	89	82	28	33	59	63	78	27	92	26	42	56	49	27	61	21	40	47	33	56	22	81	19	74	12	56	97	77	51	82	100	13	51	98	17	27	24	87	60	34	32	41	13	14	35	24	52	16	21	22	45	79	34	65	73	46	56	86	62	44	87	96	82	45	62	95	89	29	15	48	47	53	37	49	51	29	95	77	91	14	60	35	100	13	58	23	94	67	10	15	55	58	44	70	77	87	38	68	63	19	53	90	25	55	76	30	38	73	98	41	50	48	71	14	52	56	40	35	29	72	55	89	19	73	71	21	12	29	34	14	84	87	76	50	64	34	70	38	45	51	80	48	72	53	59	80	17	73	61	40	16	25	84	88	97	53	36	43	14	12	89	34	28	54	55	58	54	36	22	39	48	57	91	84	84	16	22	78	69	19	85	67	67	98	92	68	29	83	22	50	86	46	73	88	70	24	47	81	37	17	72	42	16	43	47	72	52	12	45	17	71	75	51	87	77	79	13	23	94	71	52	62	54	72	39	50	41	94	51	93	88	68	55	65	44	61	65	85	52	15	46	85	91	45	69	39	36	92	97	70	30	34	14	56	12	67	12	23	78	78	16	59	30	13	99	78	70	80	83	77	68	91	33	78	71	93	71	53	64	35	74	35	10	50	60	56	26	84	100	41	63	43	55	81	79	43	27	21	75	50	78	40	40	37	98	84	56	41	17	90	31	46	51	27	61	13	68	18	19	93	72	90	21	82	71	57	89	74	73	32	28	14	22	66	29	36	94	
16	43	64	97	83	39	13	60	11	67	44	97	15	48	16	60	16	45	69	73	26	47	78	70	23	89	51	73	35	91	42	94	67	31	66	52	24	66	55	43	22	25	28	22	79	47	17	74	33	22	24	80	76	83	47	95	94	67	34	83	43	11	43	16	56	73	97	28	32	61	88	96	13	15	41	26	66	52	84	57	60	23	67	50	67	70	18	74	70	84	18	97	22	83	62	83	95	28	88	40	46	58	17	70	39	10	96	71	86	10	32	78	68	68	75	72	56	84	83	52	98	62	60	27	60	30	66	74	11	34	87	88	13	44	83	17	59	33	39	91	51	51	15	16	12	79	70	90	12	37	88	69	79	24	69	96	31	18	28	23	41	41	26	28	28	55	59	55	59	35	36	16	80	38	74	85	18	42	20	34	65	43	69	24	38	91	50	57	22	53	14	87	26	46	65	69	24	88	97	58	26	30	80	32	26	74	69	97	29	82	27	81	74	30	77	59	64	48	13	14	61	41	32	63	82	84	10	67	67	41	28	21	22	38	74	66	10	44	80	17	63	46	66	40	56	61	39	40	53	64	77	36	50	84	10	37	85	68	83	83	85	20	89	74	94	97	16	36	61	69	14	39	15	29	65	48	36	98	74	85	92	42	32	55	62	64	27	47	85	92	10	19	15	75	14	15	57	90	24	63	80	41	89	80	34	24	76	12	85	42	41	100	85	87	58	15	67	86	44	12	90	72	74	46	93	10	13	94	83	83	99	30	46	20	43	49	50	41	96	91	14	76	17	47	50	33	70	51	32	43	31	57	11	13	71	20	58	28	46	100	83	67	27	93	40	93	29	95	27	89	11	50	51	12	33	39	13	96	35	78	40	39	84	82	17	40	45	70	34	31	68	63	62	90	20	46	81	71	14	81	78	11	72	50	70	26	79	53	88	69	35	62	51	35	54	94	62	51	84	19	12	52	20	29	30	80	36	85	50	30	67	63	59	11	70	57	65	37	32	80	29	28	66	100	92	83	49	56	88	84	98	50	60	17	29	51	39	84	57	23	74	67	52	30	66	50	49	81	27	57	52	78	18	83	13	67	27	57	11	80	91	73	99	61	76	53	59	37	35	54	15	94	43	97	19	71	63	100	29	82	
58	60	61	33	24	15	70	29	19	99	41	94	96	73	11	74	90	22	69	35	74	37	59	10	13	57	81	84	70	48	65	90	41	43	71	18	96	85	23	81	61	26	74	61	52	50	32	62	15	31	28	33	96	64	19	19	97	24	67	80	38	49	91	73	90	60	17	82	50	65	47	19	52	22	32	76	66	28	25	23	23	54	72	87	73	55	58	62	84	73	57	76	46	31	65	54	98	60	40	87	44	58	80	56	28	95	59	69	57	21	57	86	20	100	83	37	54	63	27	78	76	52	77	97	35	70	88	63	77	38	65	20	28	16	93	60	87	87	99	57	32	54	73	44	44	20	86	51	45	45	36	19	54	37	10	72	67	18	70	78	72	57	33	77	43	72	57	60	87	64	74	66	49	39	91	20	97	32	69	50	15	81	78	84	12	64	88	62	60	11	18	93	67	77	83	13	61	19	79	88	79	56	17	63	31	28	92	73	66	61	78	85	39	41	54	97	80	91	11	94	20	31	35	77	81	48	43	82	62	55	32	72	70	19	43	78	82	43	84	92	80	99	74	17	31	93	61	42	50	93	94	89	68	45	17	98	22	68	88	31	65	72	43	88	57	42	38	82	87	16	29	100	37	90	100	63	46	62	61	86	58	11	40	57	89	85	15	82	34	44	34	35	73	19	52	39	27	45	95	55	65	66	38	21	89	51	44	29	85	71	19	57	12	61	83	62	80	79	74	47	75	81	30	71	43	44	72	12	87	60	47	52	76	64	100	23	43	60	52	60	36	34	47	75	50	84	60	28	48	70	28	83	17	47	66	22	19	64	92	58	25	39	95	59	38	38	98	56	62	79	16	83	99	91	67	90	41	91	86	62	86	88	15	36	66	11	91	36	98	13	17	36	49	41	72	61	37	91	23	69	63	75	82	15	52	55	90	35	60	25	23	97	49	26	54	93	62	93	26	30	70	94	95	16	22	62	90	67	11	90	89	32	85	96	40	53	12	61	17	83	25	65	13	40	89	86	75	55	13	28	23	30	77	62	38	70	10	12	57	40	93	22	40	83	85	55	54	56	64	10	83	95	74	84	14	87	79	54	84	17	66	33	33	15	39	73	35	15	43	87	99	77	90	30	32	59	72	19	37	96	
14	85	88	100	17	20	47	82	30	78	79	43	69	50	28	43	80	89	40	17	10	54	81	38	50	99	85	54	64	84	44	32	100	81	98	40	95	80	59	24	87	45	100	58	90	59	20	70	59	10	79	35	18	10	17	42	31	21	70	11	77	28	17	45	72	59	17	54	23	88	88	88	83	93	63	24	38	30	28	79	95	73	51	61	31	63	91	67	94	98	28	93	64	44	13	62	67	35	98	25	99	66	96	45	66	84	21	85	48	35	69	44	80	48	41	79	41	41	82	80	96	79	94	32	55	59	84	29	34	65	64	87	88	29	55	36	31	58	26	66	81	80	89	27	16	62	35	70	57	45	15	89	78	14	41	17	58	11	61	28	54	21	15	13	65	14	34	20	62	41	78	20	18	23	65	53	80	11	65	68	53	100	40	48	94	48	63	27	71	45	65	41	95	23	27	95	74	39	19	92	52	29	89	49	17	52	50	58	36	10	38	12	96	44	72	69	36	66	39	95	85	50	59	28	31	33	29	83	94	33	20	22	68	100	100	18	80	15	83	22	50	58	58	50	14	30	13	43	54	92	59	90	36	71	35	53	28	91	19	34	55	18	60	90	80	21	88	98	77	38	81	22	99	47	66	90	86	59	83	58	95	97	73	15	92	72	69	66	33	10	17	31	27	91	34	82	92	76	100	86	95	74	69	39	94	68	63	23	15	98	15	16	78	95	98	94	17	49	69	13	86	37	16	14	35	59	59	48	78	58	47	37	77	75	16	10	72	57	58	40	26	50	57	81	73	94	98	85	66	64	84	43	39	50	86	91	29	30	42	25	20	52	26	39	27	18	54	35	30	37	48	57	84	55	68	37	95	73	26	71	65	28	39	18	45	39	43	24	57	54	22	57	54	36	97	22	93	18	24	69	98	23	24	88	42	39	14	29	11	45	88	78	57	31	56	70	22	83	53	34	35	61	34	24	62	93	23	38	11	42	30	91	72	36	65	38	94	43	70	77	99	81	50	31	20	26	70	98	68	91	55	86	94	43	88	81	31	78	24	74	55	69	80	95	33	96	14	20	25	73	16	47	71	10	27	74	68	60	81	83	27	25	74	85	59	67	59	77	97	59	66	35	68	27	17	56	23	50	88	95	
14	68	17	43	92	63	75	72	12	34	97	97	79	46	28	41	51	34	66	50	93	60	40	26	71	52	77	73	27	84	77	51	71	25	42	86	64	55	68	70	73	23	20	53	65	39	100	100	86	34	59	10	79	64	62	75	29	47	51	72	39	18	37	64	77	86	89	79	48	93	78	13	89	70	92	49	78	74	21	100	26	69	97	26	59	81	80	90	40	64	52	77	22	94	92	72	70	100	96	58	50	77	61	51	61	27	17	54	100	97	30	10	40	12	38	90	12	35	70	100	14	42	16	11	64	90	61	54	28	47	27	62	23	75	47	99	42	40	50	87	85	92	73	50	21	95	46	90	17	33	18	59	61	37	47	10	19	11	26	34	68	24	90	84	80	23	50	84	83	71	34	87	37	93	62	33	39	28	42	88	82	36	87	22	40	33	73	44	85	71	52	93	41	23	97	71	41	10	24	93	47	72	16	53	71	81	92	79	38	39	85	37	86	10	38	42	10	71	10	62	85	67	86	13	24	24	65	58	17	59	13	25	85	60	35	59	71	97	11	38	94	79	38	85	86	50	36	36	97	90	12	86	31	86	72	91	15	25	67	38	68	76	42	25	98	60	67	12	74	23	28	57	82	60	95	82	92	52	29	28	22	64	87	68	100	14	46	94	35	54	91	24	50	13	25	16	23	24	21	88	35	51	91	77	11	26	13	15	72	11	55	64	96	88	30	81	81	25	41	12	41	24	62	59	28	33	68	55	70	76	46	99	85	89	54	73	93	76	32	38	59	53	25	35	48	51	55	68	31	87	37	91	75	25	39	45	38	95	54	26	67	68	21	91	64	58	24	64	84	97	55	39	74	73	57	41	32	80	76	20	41	43	90	100	31	81	70	36	46	67	61	83	56	10	87	66	56	40	48	11	68	91	80	50	33	76	33	76	88	60	62	29	23	80	57	97	88	14	40	96	14	67	62	47	45	100	46	71	13	76	19	38	71	66	24	50	24	62	83	53	77	81	88	95	79	67	68	23	26	25	75	62	15	25	90	18	97	52	70	58	50	99	76	63	56	68	63	68	85	45	49	62	20	79	86	78	66	60	18	36	31	58	69	45	41	92	72	73	42	25	55	29	46	15	100	50	14	65	90	35	
71	57	73	18	60	83	92	97	84	14	55	15	30	24	10	33	66	72	37	49	31	95	95	99	35	26	91	100	23	12	22	68	55	84	46	41	80	39	25	31	10	99	21	99	27	54	12	90	24	66	84	85	83	70	33	54	83	84	87	24	17	67	95	96	56	55	98	57	25	37	21	12	47	46	96	29	19	38	34	59	19	52	69	89	56	43	11	79	72	61	71	98	46	55	89	37	81	79	11	68	74	45	58	22	93	54	44	81	29	71	11	20	88	35	53	81	55	26	63	65	36	27	35	71	92	77	25	93	90	41	59	38	74	36	17	80	25	73	53	48	68	71	51	83	53	37	57	56	12	63	28	54	18	54	52	17	89	32	81	12	58	84	32	33	60	15	76	21	11	55	29	51	79	74	34	79	13	22	79	97	53	98	89	48	54	17	96	10	55	24	88	75	66	10	32	25	37	70	56	78	28	19	91	38	57	78	75	37	71	29	93	76	89	75	78	70	58	19	81	70	25	79	64	36	31	82	10	59	61	82	58	87	63	96	74	44	98	20	75	40	62	14	99	74	79	84	51	41	63	67	31	58	29	97	61	87	12	74	46	31	42	16	23	49	92	79	79	96	95	79	38	91	74	35	28	24	48	44	10	34	11	82	59	22	100	21	12	28	69	79	49	67	77	98	63	15	95	26	13	60	43	98	82	21	76	56	71	96	87	43	18	49	79	15	47	57	12	93	96	81	21	53	30	87	61	81	75	98	71	41	16	33	11	28	76	100	83	38	74	81	44	15	51	79	92	78	15	21	59	11	99	49	26	33	37	28	13	68	43	34	70	74	11	43	21	51	54	26	12	83	46	68	18	42	19	47	44	88	12	42	47	36	47	91	61	28	81	32	39	23	40	80	14	28	79	22	31	27	87	86	13	97	92	34	73	96	68	17	62	29	39	71	40	65	41	14	51	45	22	97	66	60	83	60	87	32	55	99	55	33	61	31	100	27	49	22	67	15	63	46	94	17	54	29	45	95	57	53	93	77	98	50	38	48	55	36	95	51	95	40	80	99	98	25	28	13	100	64	23	12	35	15	24	59	56	78	59	95	50	75	35	53	10	10	28	83	56	16	35	62	60	36	75	30	93	22	84	52	60	18	
34	94	27	33	30	30	82	22	69	59	75	33	93	16	41	16	55	79	88	53	80	77	48	60	59	53	77	27	49	49	45	77	50	15	74	18	100	90	44	14	83	83	29	16	33	17	33	62	84	59	26	55	70	95	99	42	25	37	54	88	32	25	93	54	16	25	50	35	44	99	27	15	57	75	78	40	53	11	15	45	60	100	24	20	81	80	20	92	73	92	49	19	39	66	65	86	30	96	68	53	54	46	86	43	72	49	80	74	79	28	52	38	36	74	16	40	29	10	89	15	84	73	35	31	49	64	63	75	69	13	54	67	65	17	49	58	79	88	75	61	15	13	86	63	45	93	16	77	84	64	70	49	93	38	37	43	87	61	61	89	33	85	89	40	95	47	34	72	27	34	11	57	44	66	84	95	81	73	41	28	24	58	97	97	27	95	15	38	14	25	100	77	32	77	76	30	17	17	52	36	39	80	42	68	14	24	95	92	60	74	45	91	66	35	97	46	21	85	82	41	27	11	86	26	52	27	94	93	90	40	95	68	82	70	68	59	17	22	97	73	45	67	52	54	12	22	73	68	95	73	29	79	82	55	13	96	88	84	37	82	26	50	18	69	16	52	70	49	80	68	27	31	96	33	60	36	67	78	19	43	88	11	39	100	64	83	44	73	100	33	54	12	64	68	20	80	14	44	87	33	33	36	82	65	23	51	33	15	61	51	50	67	48	51	86	79	76	88	20	58	17	69	40	47	97	46	47	54	61	95	55	65	43	64	87	50	14	46	38	100	61	43	11	33	47	34	72	67	65	94	19	98	85	13	53	38	58	30	94	76	100	84	23	60	95	21	92	41	71	38	100	76	88	89	54	14	99	98	16	54	42	25	38	82	43	15	32	95	93	28	69	58	89	31	15	79	28	28	48	16	96	36	46	51	19	85	49	63	97	20	43	36	19	96	59	83	49	12	43	24	94	51	74	25	21	20	62	23	88	44	18	96	92	98	90	82	100	33	75	97	18	24	89	89	60	17	74	89	63	98	27	19	36	52	34	99	84	11	31	12	45	93	65	90	98	32	73	19	41	32	76	33	47	83	20	41	43	39	48	41	87	12	33	61	64	48	93	14	59	35	52	66	45	70	87	80	10	46	31	46	
28	96	68	62	69	66	71	26	11	88	40	28	30	97	47	97	66	86	96	28	69	100	50	66	63	12	46	55	74	65	84	88	67	65	100	45	34	37	83	76	33	82	22	79	29	40	28	34	76	22	20	73	82	54	54	78	34	68	85	67	51	30	34	61	56	38	31	55	58	54	95	63	89	99	100	24	67	42	96	38	37	98	82	91	93	31	58	79	63	93	66	28	10	33	73	67	62	73	15	20	46	17	58	49	87	47	100	99	97	88	39	100	19	52	60	41	15	29	28	11	36	86	38	63	63	63	61	15	11	39	30	11	45	82	46	13	87	13	51	50	85	65	48	14	84	47	66	33	100	34	21	23	79	97	68	97	55	83	34	37	19	10	23	78	73	16	35	37	55	100	81	57	37	65	19	31	62	15	89	52	51	68	26	99	55	53	99	26	85	70	65	85	14	33	85	85	60	38	58	20	81	49	66	78	11	65	67	67	17	89	50	45	63	62	60	47	95	31	48	88	69	52	48	25	75	96	61	43	54	44	39	23	97	25	28	93	23	55	84	63	51	64	22	90	79	14	22	56	71	76	66	22	55	97	31	65	65	34	10	50	54	53	37	11	100	88	39	70	22	82	63	13	28	15	32	50	61	13	83	86	85	49	12	62	15	96	27	13	92	33	28	24	12	82	79	72	93	76	13	91	78	57	41	45	85	10	16	23	56	36	58	25	27	71	72	57	48	28	17	90	15	59	29	62	17	62	97	29	46	99	30	50	96	58	94	95	29	97	28	99	34	74	36	99	32	60	96	92	41	13	33	27	50	39	58	55	30	65	57	13	26	91	72	11	56	90	50	79	54	72	51	28	43	14	43	92	49	71	19	45	48	81	41	26	15	90	71	35	51	10	93	21	51	69	48	37	66	61	58	18	64	10	50	95	22	41	29	91	92	24	98	65	34	70	85	57	88	62	93	61	77	34	40	11	37	88	33	17	23	58	31	12	41	45	68	37	24	66	47	86	57	37	35	86	30	57	94	49	19	74	65	51	40	97	82	16	92	10	39	84	14	46	91	51	76	57	41	51	45	35	56	47	53	57	59	69	99	17	20	90	61	57	38	52	57	47	37	88	29	89	95	21	58	52	22	94	78	19	20	65	
38	71	74	87	60	69	77	68	79	42	61	84	30	70	95	56	75	16	16	58	45	81	42	95	89	50	71	82	97	68	81	12	33	97	35	85	55	53	12	28	34	58	70	71	44	90	25	68	36	90	93	71	25	22	21	36	34	92	87	65	71	46	93	82	63	42	38	88	72	46	91	34	43	85	58	55	37	60	42	38	51	76	45	100	58	11	17	26	18	42	97	65	93	75	85	75	37	53	85	55	10	55	59	72	68	68	54	77	49	93	25	13	11	62	68	46	75	63	60	25	46	17	52	35	15	56	60	68	76	96	22	53	31	46	35	23	87	69	53	43	86	72	34	32	81	33	15	41	15	35	95	95	46	37	50	86	24	90	47	90	40	10	29	93	32	26	94	100	58	45	85	71	16	22	26	94	52	100	87	83	92	45	63	54	83	34	74	47	58	29	15	49	34	58	47	13	62	61	42	76	27	99	72	55	16	99	96	90	51	96	21	17	16	75	75	13	23	17	54	45	17	52	93	54	54	79	83	99	29	93	41	62	79	77	22	23	21	42	35	18	55	83	72	61	38	78	33	94	40	60	29	45	83	84	17	83	24	17	13	74	82	38	13	53	60	51	10	73	69	65	58	65	96	95	91	88	10	78	44	25	100	34	84	15	23	30	48	33	88	40	94	44	52	77	89	64	51	37	27	72	17	60	95	67	36	68	33	47	62	43	80	59	45	58	97	90	92	92	21	15	25	56	84	93	92	69	76	27	69	12	55	31	52	87	42	94	91	42	67	30	45	63	17	13	25	34	73	32	66	51	35	72	34	22	20	66	88	31	58	30	38	19	21	77	82	94	56	58	42	98	95	43	97	63	21	89	70	42	25	76	80	22	71	54	35	95	19	43	58	15	36	29	26	73	76	19	58	21	87	63	15	15	63	50	26	53	10	70	65	59	67	72	90	13	36	87	64	89	22	21	87	90	59	46	50	21	36	28	51	75	38	14	67	20	21	28	19	55	46	72	63	17	46	21	93	94	15	16	96	96	70	92	27	29	82	39	82	45	99	60	25	25	58	28	38	27	90	33	65	14	51	40	17	65	73	40	42	76	64	70	64	77	89	51	37	44	88	85	84	83	65	69	63	23	44	74	66	12	93	36	
