0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.1474	0.49876	0	0	0	0	0.079504	0.32627	0.49835	0.07143	0	0.2921	0	0	0.097323	0.35543	0.37704
0	0	0	0.16147	0.39574	0.33446	0	0.49834	0.31631	0	0.27063	0.11428	0.35462	0.22935	0.061388	0.032198	0.18794	0.069325	0	0.21788
0	0	0	0.39512	0.10111	0	0	0	0	0	0.49857	0.0582	0	0.28825	0.13352	0.053458	0.48129	0.365	0.33625	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.28967	0	0	0	0.24552	0.27134	0.49834	0.061458	0	0.4648	0	0.33895	0.15662	0	0	0	0.29147	0.29942
0	0	0.3926	0.47664	0.4375	0	0	0	0.46086	0.17856	0	0.099132	0	0	0	0.028935	0	0.26649	0.31828	0
0	0	0.46572	0.30026	0	0	0	0	0.097872	0.25137	0	0.32822	0.49822	0	0.11725	0	0.23645	0.097638	0	0.43016
0	0	0.479	0	0.1339	0.17667	0.32835	0.16419	0	0.0086233	0	0	0.3407	0.45267	0	0	0.31683	0.29556	0.27901	0
0	0	0.49828	0	0	0.037894	0	0.22889	0.042217	0	0.42034	0.48453	0.1036	0.088049	0	0.29157	0	0.42196	0.05569	0
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.015777	0	0.23689	0.050609	0.21154	0.34895	0.15111	0.090266	0.41418	0.21796	0	0.24911	0	0	0.25053	0.20119	0	0.49902	0.33198
