1.745422133418015977e-07 4.053689449247689365e-07 5.580313967284262685e-07 4.091458963077237066e-05 5.784333022086881243e-05 1.459637540091157897e-04 1.316246679083041401e-03 4.410690116156120518e-04 9.574689650018123471e-04 1.153759753826486770e-03 1.078764737900262879e-03 9.000284114431404345e-03 4.312234859282597192e-03 5.768591568341917553e-01 3.693502538117507394e-01 1.920522063910790750e-02 1.736040041988751725e-01 5.180727621408481864e-01 4.814585756235642000e-01
1.048642580581038615e-04 2.953952968573826359e-05 2.317059229018099856e-05 3.375438981558081126e-05 1.198166079655698345e-04 4.430190980889769448e-04 2.829311632085049818e-03 3.823047340482777813e-03 2.646118546630280358e-03 1.204242916431344165e-02 6.687998205457901246e-03 1.044471403876788031e-02 2.401252572340870431e-02 2.192546890676816060e-02 3.894292743584401584e-01 1.032555825922105014e-01 6.486823269080222998e-01 4.221569209079373275e-01 4.871261458463161942e-01
1.856203813754455925e-06 4.696600571550725273e-06 3.657428923260039444e-06 1.220696267108976006e-05 1.585326981317772613e-04 1.688142904978264642e-04 1.426048583019904128e-04 7.204278489698606736e-02 2.638402637018819052e-01 1.225158374104468317e-01 4.632412494717557117e-01 2.506420952041273353e-01 3.964552628646138971e-02 1.808782692955877569e-01 4.360880356540545177e-01 2.018942163871561002e-01 5.380380394349014717e-01 2.782977539295860558e-01 2.483335442386214176e-02
9.498913069471010131e-06 2.367139816341618229e-05 8.694003250808891728e-05 2.547495660535982237e-04 3.361817956305044718e-03 1.146447726662360366e-03 1.398514671277047193e-03 5.071995030958061784e-02 1.374007788768850657e-01 6.563156465597178024e-02 1.471602613836647810e-01 6.470944025405211963e-02 2.762938114077536644e-01 4.856351564987163583e-01 4.774339783787978631e-01 2.017749378530251936e-01 5.384767567003229116e-01 2.774398913646164977e-01 2.483335442386214176e-02
4.802222807807856603e-07 5.800668825946449304e-06 3.855114206151272438e-05 1.011910563755930237e-04 2.345626522115735685e-05 7.868094489860891336e-05 7.566908445188455555e-04 8.666965707302815274e-04 2.061398596294720942e-03 4.779990481293848979e-03 4.536922183772054522e-03 1.793304802014025756e-02 8.674524359771685830e-03 6.205910042521877168e-01 2.207566012347717682e-02 4.792614929193439455e-01 9.051456508565131065e-02 1.937903882593298432e-01 5.818027379077433947e-01
1.430591714585749755e-02 6.450768370385248250e-04 2.819577460012680920e-03 4.946695765797898270e-03 4.057123210671982616e-03 8.249332015948065630e-03 1.859869118528475335e-02 1.086912031651163235e-02 1.777361915608476756e-02 4.195574932254796108e-02 2.898661698276970844e-01 2.142791965267734355e-01 2.512036350640810545e-01 3.656199043667782700e-01 3.588750475121356143e-01 3.113650124450869847e-02 6.855626714027251989e-02 3.365365079034523532e-01 6.501546292780162606e-01
1.998450877489760220e-05 2.940227776089025059e-05 3.569155920734626525e-04 4.575729923980956151e-04 1.644164507070596925e-04 8.412253574728154786e-04 1.605127206690086170e-02 3.349028359830922424e-02 3.874202857914408882e-01 2.423663087518358739e-01 1.105209176615911115e-01 2.460730300678364846e-01 1.507307684070268161e-01 1.605824174877099331e-01 1.487757064092309345e-01 1.578386824596415550e-01 2.086713123710151330e-01 1.889039322860240899e-01 7.363659551704409001e-01
2.266136929266576153e-04 1.046561382836115562e-03 4.483359704822579769e-03 1.245143516740791073e-02 5.887685577825560110e-03 1.092462956932689329e-03 1.198711362994651138e-03 6.748915215292983216e-02 3.847548004167189450e-02 1.086340300786731577e-01 4.705508353103407537e-02 5.189064279895183596e-01 2.390713157461060445e-01 3.847743410969734490e-01 1.358412253970949779e-01 4.267368660831052929e-01 5.416602401230047326e-01 1.171889986673229841e-02 1.057124848529487904e-01
3.443971023428314491e-06 8.067440763239270500e-06 4.136439123765582731e-06 1.110043817879916798e-04 1.628877501639726215e-03 2.137291894993638159e-03 8.326223570362673021e-02 2.578089647059176107e-02 5.835022052534918902e-02 4.799539437124418495e-02 6.336399991845304003e-01 9.450668884868697328e-02 3.236446406333116088e-01 2.111380938895250081e-01 9.732408885879134273e-04 2.010010291446082398e-01 1.971068808244250403e-01 5.114093284576206599e-01 2.934926066692347679e-01
5.504129753719387403e-07 2.522531696093611310e-06 1.545062738408229407e-06 1.965591107348302474e-05 6.089901257357564508e-05 3.699782576161432655e-06 5.248178600918697313e-06 9.671637550525243520e-05 7.806069808549852729e-05 8.076809497153799797e-04 6.197588412892331838e-03 1.387342386847779680e-03 2.059277715955373789e-02 1.409328459759584193e-02 8.375713892971831109e-02 5.721836623507150499e-01 4.584671886664029028e-01 9.823698136496984354e-03 6.742686706233477212e-01
