2.079752760419025421e-10 2.330407303394945660e-07 3.223108238651412278e-08 3.558122875282648483e-07 6.493287967686451881e-08 5.430098909863469693e-06 1.006275258090779567e-05 3.801982484901891834e-03 6.926396947372539387e-04 4.640519978385924560e+00 5.711341152084083994e+00 1.212580567153906386e-02 5.107528778449811624e-03 9.853279161402754560e-02 5.616568608723726541e-02
5.560029063299696741e-08 1.811287404152442394e-06 2.928050364615874600e-07 4.986361025718503200e-04 7.600681004151660448e-07 2.515632873117080114e-04 1.073889110986594227e-03 7.323563261650085010e-04 2.146103465327854111e-04 1.971940513404085984e-05 2.400491321650336559e-04 7.297135646650197316e+00 6.284458609420269168e-03 6.098328701288933118e+00 8.888680069138516160e+00
6.208416801681331442e-17 1.995040608121880411e-15 7.675838329864373126e-16 3.495560889250183552e-15 5.416388585599842634e-15 2.097267226817596738e-13 3.339152549596703833e-13 2.860915274117929982e-08 1.062298119740668565e-04 6.222425964532771303e+00 8.753708358614757808e-05 8.173660009378291131e-05 1.945128152762182552e-02 6.162254798491246355e+00 9.033240599358041578e+00
8.810848510996955928e-09 4.942887327228471908e-07 1.674983349313287424e-07 5.228026667186762324e-06 3.971030945868000497e-07 3.226354669643727855e-05 5.629681358395366349e-05 1.725564657853365449e-02 4.680164934169900093e+00 5.507592625206496990e-04 4.362825306642553969e+00 1.305651910779571992e-05 3.460111899060535392e-08 5.850262624741265184e-04 2.986407324770878446e+01
7.887993754027277790e-13 1.464924118679627222e-11 9.531468781398798281e-12 1.220794039597411358e-13 4.597483032496990776e-12 4.298022883300088566e-10 1.522062736202691761e-09 6.668154043615388500e-07 6.122165853102772282e+00 5.289031754435347121e-03 8.729742539979385612e-05 8.458949058909618832e-05 1.983481945771995488e-03 6.370624844419754851e+00 7.961763338791838507e-03
4.511290640947424463e-12 4.582571658252363902e-11 2.314174764921100940e-10 1.679938904889457851e-08 2.804979662760695547e-10 1.476475245011107202e-07 3.148205312302594777e-07 2.187567005204602961e-07 6.265910845347408796e-03 2.099111860932024423e-07 5.049207398627570065e+00 7.365019532282820691e+00 5.285692805968724930e-05 1.134944394068459899e-05 1.080254550038074512e+01
6.429630846225377182e-13 4.861183991369947908e-13 7.781807027946332562e-13 5.449307984691909613e-12 1.155045427303976488e-12 3.143150574728954239e-10 1.594668014619128599e-09 4.212089918660743231e-06 3.329752079845838438e-08 5.527084692510448845e-12 8.874949092483660085e-04 1.063037918662454740e-08 4.531863616856695920e+00 1.199669589136945724e+01 5.881097062789497620e-02
1.347569256281737823e-11 4.212371652114584574e-10 7.802695252357415256e-11 8.613718935448655961e-10 3.011467700139228698e-10 1.436598998938778015e-08 2.279888894023923705e-08 1.380772427936937459e-04 2.225046066259717142e-05 4.380161493842674503e+00 5.119533654488987118e+00 1.175362726203184327e-02 4.584529418653253939e-03 8.844325728765517480e-02 2.295875651405425444e+01
3.334848965380369837e-11 1.018544652764625081e-09 3.388609512775817994e-10 3.925735713053251413e-11 3.969417806424734514e-10 3.001919118871461483e-09 8.502608145000760359e-09 1.910340792327490248e-04 4.633540511528055114e-05 6.038799636279207128e+00 1.971641404734090159e-06 7.377397074458498993e-05 5.300114468026852599e+00 1.566019424643632502e-02 2.268122248360133497e+01
5.373084208816535218e-12 9.654247861061705664e-11 2.100441742292442129e-10 6.727856984211703782e-10 2.641922638572057488e-07 8.327155413799560633e-08 5.011108701939528611e-07 2.714881054995183906e-03 3.422820313364776973e-04 4.810818704834962212e+00 1.632186655454941349e-01 3.780376772158951943e-06 8.454568405176719412e-03 5.545422794017516921e+00 2.209674141256509472e+01
2.440954329014527805e-11 2.393421359672058716e-10 3.391612761560971321e-10 2.333834741602324798e-08 1.647812718748680086e-09 1.893482167678650693e-09 3.051749445437480360e-08 5.061599721488391787e-08 3.577870557381702347e-03 3.756704740869102184e-06 1.879063804948774400e-05 7.370466609075513986e+00 1.736589004524637418e-04 6.201577463503185506e+00 1.618456697209705908e+01
2.631361882257881216e-07 1.141699188784741075e-05 2.392636269045643569e-06 3.248869683648578300e-05 8.065260231449468017e-07 8.026385194614290533e-05 5.595447295101055709e-04 2.238408673692769593e-04 4.463150976571106376e+00 1.906873791444548688e-03 7.187770591465769113e-05 5.816504674881315395e+00 3.062030009222428250e-03 2.079420116742829172e-02 1.609344106393999496e+01
2.539417385844895811e-12 1.364858006611666510e-12 2.046220707051794592e-11 4.536593228035839123e-10 1.066117167230313769e-10 1.707896660477797344e-08 6.268604430705368889e-08 3.195664895414042607e-07 4.301142263660141991e-04 1.735595341819011765e-07 2.170317325737527980e+01 1.017293491705915573e-04 5.128073478590372954e-05 2.798113430342491163e-06 2.053567577535164723e-02
6.621102752472342416e-10 7.702483550465380761e-11 5.206593984436238959e-09 3.888978281972127264e-08 4.593235690239184261e-08 1.234273853806067153e-07 1.114101508964581660e-06 7.044791291677408821e-07 3.818622233159612023e+00 1.499651342041641994e-02 1.978454096756860833e-02 5.525298433807246390e+00 3.866209360157960018e-02 8.645627855899803982e-02 7.328171100008670003e+00
1.844359982845133213e-12 1.124049572339502805e-11 8.446875518938474889e-13 4.141458388157157349e-10 1.326720296076482423e-10 1.061106180335501160e-09 3.714314155695338124e-09 5.014434552000464993e-09 8.857566693133316950e-06 6.926250180723269479e-09 1.014560432192572392e+01 4.989853734357651995e-07 3.117813028649447649e+00 4.709596991962670617e-05 1.721122148580619182e+01
7.503416084190013346e-18 3.026385618089218411e-16 1.295893397314618102e-16 1.205375877117073731e-14 7.157334870748452094e-14 8.593030102827654973e-13 4.998358048615877433e-12 2.543763497170593344e-10 1.455087332515159455e-07 5.836320232509886376e-10 3.106547887435153090e-05 1.892316510493569420e-07 3.947111909074148883e+00 1.025446779756855342e+01 2.975116491838525690e+01
