5.090361049697057003e-10 1.540548063804419331e-07 4.582487986822947566e-06 2.434491752076257606e-03 2.943716900526917257e+00 6.404680391387871166e-03 8.371930423625214418e-03 3.868421997629829079e+00 5.383852543033608082e-07 2.577473731548707292e-03
6.288476397224874053e-11 4.401458608364867860e-09 1.065608539360341069e-07 1.240282592019990049e-08 9.777623711590105026e-04 4.721690469837675017e-06 4.610498245318446209e+00 3.427954586183815877e+00 9.880679358891971114e-04 6.365295196695499591e+00
3.121410533227686938e-10 2.866724603483638454e-06 1.571249176871801234e-09 4.633247321599952573e-06 4.059177355115226282e-07 3.204437229146587462e+00 3.881367271863943834e-03 4.214205228204683515e-08 4.836498290036779224e+00 7.305062133328883434e+00
2.736049065528993229e-05 1.488498046417944485e-05 5.131351385536575462e-04 3.740182610174659268e-07 2.611607418034586736e+00 3.200272756164626919e+00 9.517841649867413980e-04 9.714484305170935529e-07 4.415622558439731560e-02 2.800034716956556480e-03
2.721459551283869190e-09 1.667607835697845534e-05 6.866063076753595174e-03 3.342984858582222319e-07 1.700477698738544119e-04 2.719495357902964372e+00 3.394226605227449595e-02 3.185215138223683518e+00 2.870912704103912531e-03 1.996744450726811593e+01
3.183690875294037907e-11 1.054757984500342093e-07 9.583253255599401637e-10 2.201253099831371223e-11 2.472224578720189983e-09 3.069588073988371089e-10 1.177210220118629991e+01 2.092929367926617268e-02 9.933973669135902525e-04 1.468541775680908401e+01
5.637711928034378651e-10 3.145438411246207477e-08 2.690847821215204680e-11 1.246012507284212549e-06 2.896696500157508111e-03 3.702573949519201348e-03 2.120094579722916430e-07 4.062176604903323884e+00 4.788091156098755796e+00 9.116436767409554776e+00
4.212157989334625166e-05 3.754582457247016780e+00 8.379610097659217095e-04 1.083385251703883508e-03 1.975299064228556631e-05 1.730031712258800264e-03 3.938005040806919198e-09 9.693003328457587094e-07 3.844239710345444413e-05 1.529041884113402361e-02
4.374730370978002307e-11 7.904759915579258165e-08 1.702796172836624317e-04 2.705419212055164492e-06 2.372334128743332644e-10 6.502014825007313765e-06 9.333089486872148208e-04 5.724706929236424102e+00 3.587376080895991581e+00 4.684712146819065559e+00
1.131134316714134955e-12 1.301409523903659376e-09 3.237568046957716032e-13 2.585481550812914094e-03 7.600674767726188001e-06 1.232631291309908780e-06 8.646339924271822693e-09 1.177580076234641560e+01 8.223198496564712578e-02 1.997710010575180206e+01
1.727317067280820645e-14 4.885587982740505381e-12 4.687643995192680100e-05 1.763276133715056213e-07 9.133946147549995231e+00 9.690956956626893505e-05 3.638883517049870557e-08 1.055177842269483404e-04 1.103383462200683857e-03 7.770635465531570141e+00
3.455160329803702549e-12 3.091231574237472588e-07 6.304745468387218717e-11 8.879893623934597624e-11 1.084684484692169744e-08 1.122442720739753435e-09 1.387800592050197857e+01 9.475370669090692938e-08 1.790491676949759296e-08 2.341951011695764251e-01
4.858408214246465332e-10 4.801190772143794075e-07 3.037670002379094309e-05 1.513791622360797451e+00 1.737882716585166423e-04 1.317264348088994759e-04 1.196822568660595957e-06 2.867049275010490243e-07 6.638922609332133185e+00 6.070382593840077945e+00
8.281897747464953734e-04 2.897014440857206719e+00 5.463929464021418042e-04 8.575330989624978684e-04 3.893731117367526532e-07 1.046315750583090174e-03 4.655131850261876285e-08 1.112591632746042086e-01 3.908825005322393262e-07 1.498844638241172689e+01
3.291705659870478510e-09 1.790846435044976679e-08 4.238611462946439631e-03 8.624532144979517263e-07 2.905981389520424093e-05 6.124316657812081543e-07 4.080281694398198766e+00 3.883595006713854936e+00 2.315353577075725255e-02 4.379290571799865361e-02
7.604628250643731834e-14 1.298414678774182056e-09 1.980646965074113444e-08 2.438391378374199525e-04 8.260339663639478447e-06 1.009495042680816967e-05 5.304013887622943457e+00 1.276504343694747148e-02 3.458472611667897656e+00 2.184519996266676145e-03
1.051209706123663468e-06 4.597292207751762083e-07 2.280268301122503014e-10 2.234795288499205057e+00 3.734899450069342070e-02 2.248384950866401215e-03 1.494967204509108430e-02 1.027778459329535912e-05 3.264440133819432432e+00 1.136798548733628422e+01
2.716268923134582795e-12 3.030565096445209411e-09 5.396533773070367069e-04 7.686065750824919718e+00 1.706195154293533602e-04 1.853857200440001607e-04 4.911501951824387999e-05 2.165007298147691657e-06 1.916639396675936707e-06 3.832455222471509160e-01
3.102222390793652585e-05 1.639116981618839088e-03 3.764902035839537403e-05 2.455102716563246634e+00 7.349268132727883643e-05 8.191450771842368850e-05 1.512494670907956493e-04 3.411143402970253202e+00 9.473827445067785509e-05 9.242523113027838022e+00
9.614710575192201647e-05 3.582119190665207671e-05 2.775152531631215093e-03 1.758724245460233648e+00 1.960273853994536769e-02 3.461319529013315820e-03 2.096569712142778208e+00 6.057845453908469009e-08 1.389260806258546977e-04 6.159447110912803502e+00
2.633421147165966462e-09 2.124200187559480845e-07 3.488996306350252231e-10 4.019678017147986909e-11 9.430029655058301518e-09 1.688829667284540819e-10 1.175630868728311462e+01 1.796429712015144321e-03 8.961234915304055419e-05 1.967245650371146937e+01
7.022986377573655889e-10 1.291274046751403941e-10 1.014811931198402323e-08 1.566560771430503289e-05 3.729512198624976935e-07 2.944189595650464231e+00 3.290735188417134253e-03 5.945194589274405828e-05 4.400442849429040848e+00 1.955624972223155211e+01
1.017054585922304017e-14 7.580510422248025417e-11 4.738727595942482571e-13 9.315311498327205949e-08 2.214223764469349112e-09 6.671528988783020225e-03 3.396038729091882313e+00 8.604968832948550061e-07 4.384219236227806960e+00 1.955499985908101834e+01
4.600796117331818256e-09 2.174456449884632727e-06 1.736674868982868881e-09 9.384375117841360289e-03 6.294821753376471564e-08 3.231609049644226239e+00 9.399544182344463533e-10 1.058409604233205725e-07 4.274628826468054754e+00 1.298064288922826748e+01
4.070654906892230072e-10 5.563353644197741054e-07 5.004069767698295479e+00 1.882300960114776170e-02 1.982792447014540115e-03 9.704519767720951148e-05 3.643976253500554845e-08 1.056654598157409153e-04 1.104927683429723743e-03 7.518851061414936865e+00
3.143324539790624682e-09 2.852481113269000509e-07 7.396600084736805003e-05 1.134043955739771935e-05 1.967715308311318925e-02 1.147389097964972419e-05 1.138116117101118618e+01 4.269133736065165025e-03 9.064785624650682425e-03 8.918192627443922049e+00
1.697006189276295113e-08 4.509543194078623681e-06 8.737052116028201296e-04 3.308289979292426177e-06 7.117162780946128495e-06 2.212870504606136102e+00 5.012914380332351705e+00 3.414202191004436955e-03 1.570436138748559874e-03 4.094461561857807297e+00
4.185610360722219240e-15 3.730918753055001124e-10 3.783250529234629449e-09 1.204213420966804389e-12 3.101738241469831694e-03 4.031691971119800932e+00 3.333079915246380587e+00 9.702046164963719559e-07 3.847826094256917448e-05 1.310911274183812480e-03
8.213608072794572950e-04 2.671860477051811511e+00 7.482723747944675097e-04 6.182224249065305759e-03 4.470770424046562183e-04 1.549990139139507603e-02 5.645493790560365995e-03 7.227411113282440278e-03 4.865015585144067030e-05 1.996851826355719339e+01
2.599925049620042906e-15 7.228469156241505559e-12 2.874449746163437944e-09 1.476751398340317251e-05 3.433985181960832720e-08 1.197066899182682176e-07 7.591344110920979540e-08 1.797593519693935438e+00 8.528327008464176018e+00 1.192929353783938851e+01
8.080931580453572792e-15 2.592858301376093536e-11 3.814604223008419975e-05 1.659193718948327722e-06 8.462482720931651770e+00 2.489146597479888173e-06 4.554748744005178494e-05 2.623969624871264147e-06 1.347791341669003425e-06 1.980563080679057464e+01
8.223191950825013817e-17 1.562895154798796273e-14 1.256461061869073579e-13 2.643307814181139099e-09 1.188065676022453791e-10 1.129536772515945100e-10 5.934728230160942939e-05 6.148503961046056787e+00 3.008132796572880796e+00 1.226929986616280033e+01
1.142136407185460403e-07 1.094440119155837179e-04 1.395541145952916816e-07 7.265332428701289480e+00 8.340841283290144261e-04 2.343731382726108503e-04 1.559872092667054954e-05 4.295876482392359903e-06 2.020622516029141260e-04 6.742740303351501652e+00
1.251174424677458791e-11 1.802426426279341903e-08 1.134643856426120371e-07 1.758878403151737550e-07 1.541442522114007307e-07 1.248340175871335346e-11 5.600966593832226969e-11 1.598506064730822906e+01 4.655584995457381026e-08 3.658743316277135449e-03
1.208682166670198823e-10 1.514210079282184235e-08 6.969535140149325298e-10 1.050097657803081366e-05 1.427088163523585699e-03 7.247876922539241444e-05 3.031469010085061644e-01 2.649342864679708198e-05 1.285151642119078375e+01 9.046928934328663630e+00
1.216478582703974379e-10 6.507264715821237257e-10 4.688186047747787958e-06 6.855118134051044199e-02 1.521736831508670031e-06 1.653434998433809222e-06 4.380514971754552641e-07 3.410171306566685810e-04 1.303360240264831482e+01 1.991128481200182065e+01
1.963998633455358762e-11 2.331217325112684205e-08 7.043360482575291171e-05 8.126270869735181118e-03 1.360696002270410582e-05 9.676283723967028294e+00 3.298931421536854119e-02 1.088007231291702841e-02 2.826515801239914561e-07 4.365598602962741381e+00
2.038101564699892699e-16 1.787213552616753278e-11 1.026885653074568936e-08 1.218625768941760190e-06 2.638044007109024720e-03 3.547792175534269177e+00 2.847025826582541885e+00 8.426151784298171171e-07 4.532761216803848046e-03 1.654585029691411791e+01
1.471855296678832859e-08 4.965673821501706298e-05 1.970213371095008194e-04 1.176457917350017673e-01 2.989151683173393010e-05 8.537379994658522264e+00 3.233284927659267962e-07 2.058035835689327360e-03 5.239532517741994600e-05 1.468541775680908401e+01
9.109776382458008139e-11 1.237095111311355087e-11 1.210826172625688330e-12 1.586533912542990605e-04 2.899496327431794196e+00 5.291883516325418535e-02 1.529037757324940017e-02 1.051201702445467313e-05 3.313190174696900137e+00 7.828973867852870860e+00
4.986652144767716872e-06 1.320699480442044703e-03 3.309838125080983521e-07 4.279232289389749256e-07 9.520883088653935289e+00 1.730051580504196607e-03 3.938050266134274211e-09 9.693114646052165344e-07 3.861651672102347669e-05 1.501882769321172262e-02
2.991445237255307956e-08 9.568864855475845061e-05 4.901739545258574934e-08 4.776816596317430423e-08 2.135828564322336531e-01 4.335793612231838689e-05 6.538340436891432335e-05 1.550028654267672328e-02 1.355254639235858249e+01 2.936601795466842191e-04
1.312669141782078813e-09 4.410691511591473988e-06 6.552262195566372932e-05 3.562993359873455339e-08 3.175099906956577872e-02 2.353130003679245103e-05 2.215697843946096417e-04 4.719595058254619593e-04 1.552068505926153286e+01 4.247185074055597198e+00
5.553686394296517076e-07 4.488050111487317960e-05 5.835534954641104019e-07 4.464842851413578506e-01 1.363353061636091944e-09 1.168814050967730728e-05 6.976813741106602684e+00 1.781633762168505913e-02 3.652147908910157526e-07 1.995447166760925128e+01
1.735597170572316930e-08 4.795290794090576537e-05 4.639803483478802852e-04 3.833672624610587665e+00 8.387040521031249515e-03 3.101653635623388694e-02 1.965763245256159711e-02 3.015888457943304291e-01 2.925705689948437938e-01 2.924069252427898835e+00
2.011128729424033037e-13 3.780809747831639455e-14 2.919152918345390344e-12 2.170395522118279113e-08 5.000157571048122580e-10 2.131909513331697436e-03 2.712987155669057560e-06 4.853086015907674522e+00 4.877337616561299605e+00 3.886419187259182451e-02
6.093228881378107255e-08 5.375562730426342202e-03 1.096428643594854330e-06 1.544260552654437590e-06 1.886323792518847448e-04 1.951987365682533474e-05 1.012250247557489935e+00 8.580408092977720459e-09 8.471779356051692744e+00 1.989121577421063947e+01
2.532321431179687435e-08 9.559625077529100633e-05 4.999728944615541944e-07 2.321806859935420658e-03 8.386858116121352680e+00 1.779162466202509633e-04 1.744082407889035809e-05 4.653303978352978619e-03 2.977700215976943159e-06 1.519946872798465876e+01
2.123335768163018881e-18 3.532245287165810336e-15 1.026373611520955713e-05 7.050290824964826042e-07 1.766696759721897865e-07 3.429635444523566612e+00 6.429079076867137850e-05 3.810294496259993391e+00 3.169446113937830875e-04 1.398723412322213910e+01
2.704539604473807054e-05 1.815660397026681579e-04 1.930276874103587447e-05 5.968378140225456541e+00 4.317441104257009263e-03 1.474897133338170336e-04 1.719052073075805545e-04 1.022276499041834506e-02 5.024843043480854525e-04 1.982698158336079075e+01
1.971882918252192411e-13 6.726241683628238091e-09 1.049184970319050731e-11 8.580424554786244575e-05 1.613373361259249760e-05 2.084602571981135496e-07 4.335305443517039678e-07 2.590456119281565606e+00 6.744601815375959930e+00 1.616155931859151096e+01
2.913964214001161906e-14 1.027746065829363494e-14 1.394284455199744710e-12 6.336001180177853761e-08 4.318133661401066347e-10 1.746825066222000905e-11 1.985872568011058239e-09 3.036653211449007080e-12 1.799693604306386874e+01 2.936601795466842191e-04
5.707225024042102520e-19 5.568972560264580734e-14 1.061707573315945493e-07 1.799376424144308222e-12 2.307187306202227006e+00 1.043356308960387974e-02 3.407183086038129360e+00 4.946925324463205672e-04 2.211127354041547612e-05 1.980563080679057464e+01
4.644535563384623829e-14 2.157943981646766811e-14 3.089307401959933380e-11 2.587394875291920970e-08 4.989537441119204150e-04 3.097073849940500168e+00 8.440918218829636388e-02 4.103270096239108433e+00 6.481063633824511554e-04 1.111981500291792102e-02
6.386156478746855016e-18 7.623734330985584574e-14 2.120900845431366110e-11 7.992027602781562125e-08 2.338894093442244609e-03 3.388467034492644636e+00 1.600593753867456809e-02 3.808713613979770596e+00 1.960336649608125059e-05 4.784725462375522653e+00
8.889782500853622647e-16 2.945188286341015873e-12 1.168919316497167020e-11 1.253741693604312853e-08 8.854479243620720859e-07 6.907767619227501402e-05 3.589419812209216687e+00 6.426891429306649806e-03 4.639213771219081295e+00 1.348120849748183048e+01
2.077298631018444622e-11 7.327414886135291843e-07 3.948857448199857281e-04 1.092981798748080012e-06 3.889162941065694287e-06 9.018652783118158260e-04 2.830518097834041832e-03 4.447432824343320767e+00 3.662772614894495682e+00 1.984375299662349690e+01
