2.886765175708625453e-01 3.387704650011488905e+00
1.211285694130572743e+00 2.888106969844990601e+00
1.828165985609062405e+00 2.391410222619313242e+00
9.023635056543186650e-01 2.003895442301443008e+00
2.772412127807346582e-01 3.547340890708762906e+00
9.404858543011482830e-01 2.491869546292192261e+00
1.577810043983970401e+00 3.036138052053488856e+00
1.806967809974652228e+00 2.788721479679288073e+00
1.856626499110745288e+00 1.832896760003034142e+00
1.547777266426981102e+00 2.547089099521452127e+00
1.866196377948766472e+00 1.645444310440270730e+00
4.652228727828273680e-01 2.923485613611255918e+00
3.138566350743696720e-01 3.021681882410406139e+00
1.200712703945191029e+00 3.055446800435458243e+00
4.522781637053263637e-01 2.770986948825298501e+00
6.984495440450264603e-01 2.940564958406394425e+00
1.267669315501967375e+00 1.946213830249898802e+00
1.258337404554942696e+00 2.099907920982745146e+00
9.287274051366318783e-01 2.329580271406321401e+00
3.035622277787626278e-01 3.170402676484278537e+00
1.779089824862112312e+00 3.255359402127024016e+00
1.606026259396923228e+00 3.439447090913120952e+00
1.590860835235619275e+00 3.231851966197546666e+00
1.186553984342530565e+00 3.266277966340950467e+00
1.167315342333617334e+00 3.520625963823992510e+00
9.515138096292818926e-01 2.649498003908508981e+00
7.589088991868659928e-01 2.071418379436476442e+00
1.245172726250385775e+00 2.321372004747412454e+00
1.003773226967751953e+00 3.381680900143993362e+00
1.231960851983312288e+00 2.545182504820965974e+00
1.471205992820879160e+00 1.350847398540035105e+00
1.458505696510299376e+00 1.198645306440219827e+00
3.879314967595690611e-01 2.391243621848634149e+00
1.835104250397998182e+00 2.256592190490369632e+00
1.912337123904255698e+00 8.124682525213038353e-01
1.221015573979975954e+00 2.728645880107370303e+00
1.937911802969250141e+00 4.450700790919568384e-01
7.434396758729080457e-01 2.271350885661379326e+00
6.868873155670294217e-01 3.114996892579853682e+00
7.747779711733115970e-01 1.895593401336120198e+00
9.158724388853625165e-01 2.162802533086094048e+00
1.519682585940625774e+00 2.075820770624654976e+00
1.148846984338649513e+00 3.721123897655158608e+00
1.029707347249638305e+00 3.676237108868003478e+00
4.911021470580687609e-01 3.253810750196517887e+00
1.493135951895741442e+00 1.655776430710595104e+00
4.792944854862162263e-01 3.101370503921086819e+00
9.751207077230397147e-01 2.991349374547426887e+00
1.567736332491249218e+00 2.876742465871397147e+00
1.617708102820371030e+00 3.581603294334054333e+00
1.558525101295085147e+00 2.726317401134175977e+00
9.625166441145041052e-01 2.809149035012747486e+00
9.685329983521562269e-02 3.204493751168158155e+00
2.227226883369493038e-02 3.997748072310542078e+00
2.569708010760660688e-01 3.790003226334563990e+00
1.848006141868617114e+00 2.002895970248859570e+00
1.506991005728526067e+00 1.869799416786781965e+00
8.770048291101013582e-01 1.765617745243627468e+00
3.277636103635730436e-01 2.832986880278908437e+00
5.050535662906867618e-01 3.429843882249704379e+00
1.875118782604350054e+00 1.473310679480311691e+00
1.277559360720133874e+00 1.788201844729178092e+00
1.959025352364304862e+00 2.155935951192411437e-01
1.787211886882841494e+00 3.127769004647579454e+00
7.293474240995230229e-01 2.471797862927246570e+00
6.821589914842052238e-02 3.498997759108885219e+00
1.686515297545438941e+00 3.999965024226117993e+00
4.248633306804632248e-01 2.514931056829458722e+00
1.999999999999999778e+00 0.000000000000000000e+00
3.398642569007139791e-01 2.688057884547769838e+00
4.884928352454531719e-02 3.796746383502884736e+00
1.287566537171527692e+00 1.635150654196388942e+00
9.873244742765825421e-01 3.163315281809943702e+00
1.303294721644216558e+00 1.412543178980642633e+00
1.640996526622604978e+00 3.809648925427083110e+00
1.882143067751131271e+00 1.340491080227862231e+00
1.424310570379658802e-01 3.392094491920503163e+00
1.316756240863443672e+00 1.243431900847921767e+00
1.540462886942471687e+00 2.423934444337042748e+00
1.815372835449589051e+00 2.634463663714011084e+00
1.679203242185931533e-01 3.679200044036106121e+00
2.207372570146364232e-01 3.998898808349972356e+00
1.045869459828562498e+00 3.818334545910546218e+00
1.335043138691555775e+00 1.051656716815783543e+00
1.397102590117476062e+00 8.000592184543346974e-01
1.894443178019870944e+00 1.115716299124951405e+00
5.448117479746477088e-01 3.838232161660426467e+00
7.109967949428328549e-01 2.748356040918906729e+00
5.856448370291695849e-01 3.999997994982604776e+00
1.742293959677685855e+00 3.722220453236813498e+00
1.922969533546506016e+00 6.491170960232151010e-01
6.607221059310903755e-01 3.479683329210866205e+00
8.277815565683621646e-01 1.595759070510670785e+00
1.530746347246690675e+00 2.260271730627462894e+00
1.095832045329154347e+00 3.998717122182688488e+00
1.762237536902451884e+00 3.493543155786868581e+00
6.441301250839013282e-01 3.674294212167781737e+00
6.738386562803928559e-01 3.303783078293224484e+00
1.797367189722215430e+00 2.958097987748002033e+00
1.431212448004747895e+00 9.466955123970919317e-01
