1.383144641640051960e-04 9.183104712166322914e-06 1.311657063188681482e-04 2.026072866041416171e-04 3.878396234585553557e-04 1.174793138859310998e-04 2.013702868054825096e-03 2.569846107630998633e-01 4.400096809584779639e-02 1.004506425115734985e-01 9.556348626228033938e-02
1.061812414938919247e-03 3.990479818745764663e-04 8.378894057196198744e-03 1.570656419036962903e-02 3.000272744091899216e-03 8.053547224556938458e-03 1.070618950519402202e-01 7.755935227306222715e-03 2.356820758204435928e-01 7.797379120469118130e-02 3.492616408259063832e-02
8.072352842024988138e-06 1.308287226115975002e-04 1.599750645462651958e-04 5.563760613596723621e-04 2.342577898011920668e-03 1.162517275492980749e-02 1.447985887691538298e-01 4.830427524705601869e-03 1.385882941443325744e-01 2.296887257582210309e-02 1.739908141316846013e-01
1.045211469601641012e-04 5.054076072906043410e-04 7.705452940295853771e-04 4.979866728728078859e-04 3.448810591951275827e-03 2.645495732258805813e-02 3.131728148550139926e-03 2.589685441637671337e-01 2.352480301793634029e-02 8.694064984894866663e-03 1.738986310491589804e-01
5.964877424540633057e-03 6.476944123494198478e-03 1.090629584183023431e-03 4.971785329312360807e-02 8.779687169265223967e-02 7.731631505687465086e-03 7.880489761900545675e-02 1.644082055314898816e-01 4.557661077834791047e-02 3.246515750705563502e-02 1.996632094041994598e-02
8.806183457668729717e-03 1.656029830628734736e-04 1.521617662114044213e-03 1.170683106814490032e-02 4.122634892883839802e-02 1.256731241815452760e-01 1.726457020366202119e-02 5.763483072924223405e-02 7.758003762645310220e-02 1.356342837510901289e-01 2.278656940817824772e-02
9.683113553261207194e-06 2.051684216393199667e-05 1.711562849459600827e-05 1.522097409113483521e-04 3.151231598641247682e-03 3.470960069296279149e-03 2.543182982355642399e-02 1.479802617091179329e-01 7.617281179547043257e-02 1.583026880956667909e-02 2.277631108692278472e-01
9.226006738245218783e-04 2.958333425049345142e-05 2.086338983117781709e-03 6.203554380031329335e-03 2.218786065574425773e-02 1.142582463377459223e-01 5.176757165363751051e-03 2.060947659330179468e-03 1.288749035922211461e-01 4.707044594851029357e-02 1.711287612698603189e-01
1.120120522540675716e-03 4.352569832994974844e-05 1.356024051402846117e-03 6.371029547753813936e-03 1.537395415403593462e-03 1.008129212918195960e-01 9.232261354823216234e-03 4.365177508585764421e-02 1.086500613239617299e-03 2.262243362702544558e-01 1.085641101485745885e-01
2.576958814476360435e-05 1.541533425615178885e-04 1.118604868857837584e-05 6.537726089498068947e-05 2.282395113903132691e-04 1.858604533896327893e-04 9.496428188844972113e-03 7.541216059683236717e-02 3.711278217902889975e-02 3.719020391063461717e-01 5.406003723877839118e-03
2.255125925359663429e-04 8.664394303241201720e-06 2.779075415107289788e-04 2.948335122881718968e-03 1.768148628396062211e-02 1.321730740333181275e-01 1.012071504831044133e-01 4.766782472727663228e-02 3.236274843627648455e-04 9.448751266568569673e-02 1.029989046710600986e-01
4.841915386200043104e-04 1.358332613524918658e-04 2.392598651200510303e-03 5.972571340453447747e-05 5.081682459705420341e-04 7.928654654373834239e-04 6.216815048831456124e-04 1.339941982166689416e-01 1.584408344882112518e-01 1.354665966016274925e-01 6.710330631262367840e-02
1.876676699129587855e-03 7.052884661004677792e-04 5.391062201805887390e-03 6.908417213469725260e-02 9.049938608354778438e-03 2.429249410916018218e-02 6.100468556068877959e-03 5.936767388255952474e-03 1.905729911505708862e-01 1.520639766032654827e-01 3.492616408259063832e-02
3.357333717218489999e-03 1.229362174132184009e-02 4.476204098321039798e-02 1.240196666859319369e-01 4.097591210581390253e-02 3.988212798234512437e-04 1.478723984012297356e-02 1.362634636780748164e-02 6.120611681165760015e-02 5.650152636269565112e-03 1.789227478308223485e-01
5.478058484393012956e-04 9.921392471635135692e-06 1.286919268357203513e-03 3.794175959265408318e-03 5.792534052274696948e-04 2.260476760473937100e-02 1.064928180650400735e-01 2.508962487935138125e-02 1.039085982567281193e-02 4.227589866316351641e-02 2.869279550882718466e-01
1.216840465114456347e-03 1.486886978889485726e-03 7.682161654932738969e-03 6.909080265729944381e-02 1.039322581857221307e-04 6.663809415878199638e-02 1.007335121093183017e-01 4.962366724950753594e-02 7.189211074748637353e-02 1.226306212847511901e-01 8.901370435732747222e-03
8.276896483037236624e-05 1.295931326661608953e-03 1.587875885057679582e-03 5.522461474618738618e-03 2.325189218502540442e-02 1.153888046836456238e-01 9.639139828127403498e-02 8.580252580909806387e-03 2.124528548356734714e-01 3.506832624164333417e-02 3.774335406598883225e-04
1.883937415556269054e-04 7.433245152984481853e-04 1.057295204808302892e-03 3.612731926846197983e-03 4.373807887750741363e-03 4.178753570155944314e-02 9.007395705188199486e-02 4.997503363533132778e-03 1.269610833102497172e-01 2.211016930069829023e-01 5.102674289533482010e-03
3.563633938054082081e-04 2.795066852785464415e-06 2.192487282135389178e-03 3.969953937659117908e-03 1.003757427386675061e-01 3.041077758126867897e-02 5.274127805678063526e-04 3.988421269108284942e-03 2.207489912598338822e-01 7.277861833923163215e-02 6.464843635086947593e-02
5.356949701568259931e-05 2.086276735326791671e-04 1.155917494886285393e-03 2.570263319267867500e-03 2.304841126503373062e-03 1.789341259381496707e-04 3.501436227845391340e-04 3.253363884690010921e-03 1.511678039852303035e-01 2.244990743212790518e-01 1.142574609488720694e-01
1.477826425581025291e-03 2.415746343413510341e-02 7.267633732843105376e-02 7.796805943622497383e-03 7.697323948541118233e-02 3.341447350725774805e-03 2.846933962906991397e-02 1.742436077205399281e-01 1.054716972037040290e-01 1.217170020218560390e-03 4.175065458560944798e-03
9.345087092614700816e-03 8.675962775744153546e-03 5.077920899925816162e-02 6.626439499036365643e-02 3.113010836616408872e-02 3.202722502345997559e-03 5.697104106233844348e-03 1.582426424021592670e-01 4.799121426312377703e-02 9.219713265876833264e-02 2.647442184322407188e-02
2.818048261956154088e-05 8.533852856558032742e-06 4.278407048805778939e-05 2.026406396700060624e-04 9.326412323039827759e-05 3.629185317262879646e-03 1.998543306883506787e-01 1.460361608996551264e-01 2.483415260247253536e-02 1.670665717481959259e-02 1.085641101485745885e-01
5.543779420562535299e-04 1.782998470348476578e-03 4.559430524846846272e-03 1.435618395418084871e-02 5.743936415516773600e-03 2.748821446755216891e-01 5.101828961635611337e-02 5.610508147417850658e-03 8.543184666276495975e-02 9.132012616546419936e-03 4.692827097444379758e-02
3.862799975525609691e-02 5.577538571195150147e-02 4.455114633759994064e-04 1.221626878546145951e-03 2.170902955203551400e-03 4.040120666857077714e-03 7.542164343842252920e-03 2.800747020545462165e-02 3.343847849528985838e-02 9.842971550981788678e-03 3.188873679732411315e-01
8.908572837249927201e-07 3.687285907651714664e-05 5.057230316549979414e-05 3.197227279952594793e-05 1.305617740348676535e-04 1.675375011200003867e-04 7.834073234757095048e-04 4.530123849444006590e-01 8.661442453165954514e-03 3.294221166589687833e-02 4.182146045580648064e-03
1.631593465858343153e-02 1.136796157499748300e-03 5.360827509254648571e-05 2.629002629665824764e-04 1.662983058786659737e-02 3.498921804328646717e-02 1.532303345513442994e-01 1.512804846545112158e-01 9.665651430622850676e-03 1.115061349431910737e-01 4.929106435035190970e-03
6.791289016723510213e-04 6.129812790477594080e-03 1.894879464852741724e-02 3.496269420437187869e-03 2.285653122386386779e-02 5.088080248179968623e-02 1.951018461284757255e-01 6.934115357080638739e-03 1.080721114210476431e-02 3.070470136972676747e-03 1.810950177685880513e-01
1.542845895344989709e-03 4.802582456665196336e-04 1.809150168724401242e-03 2.127440153493182114e-03 1.166841410614105710e-03 1.759930811305240178e-02 7.996743987805880749e-02 1.987813852777125245e-01 1.244062732328571758e-01 6.173043520708547806e-05 7.205732718926882718e-02
8.473863544372746415e-03 1.199621986414859624e-03 1.962790645420046665e-01 1.154397895401034803e-02 8.719409502244987453e-02 2.029300575148804478e-02 2.747486146577304833e-02 9.215409940205296357e-02 2.618827633970736979e-02 2.026678769469824476e-02 8.932345297027743936e-03
2.395473605763641790e-04 3.235562689315720701e-04 6.389987133010940771e-04 2.466683584358633427e-03 1.183221430861727645e-02 6.493360145790734450e-02 3.905112075391157806e-03 1.851999686401669121e-01 3.490279763188004064e-02 1.894603506735148268e-01 6.097169285354753221e-03
5.034918895024642280e-03 8.230389374217143839e-02 4.260921101354334627e-03 9.147785337408158995e-03 1.326634673493926227e-02 1.963122749372315807e-03 5.752291077367669564e-02 9.163918259309387915e-02 3.020969646563834848e-02 3.108292808788105932e-02 1.735682935194398646e-01
9.575659318940251471e-05 3.094483457816042324e-04 9.153096128328468617e-04 6.265972711518214000e-03 2.041534900920165090e-03 2.117033813064924108e-01 9.815159590528919897e-02 5.079272802833649514e-03 5.675340175416342114e-02 9.420310263050077348e-02 2.448122343647829435e-02
1.328647173649667029e-02 9.447516949881176957e-04 4.371300678719491743e-05 2.143453667386275121e-04 1.722856781729207882e-03 4.620290081108126279e-03 3.627478310650165960e-02 1.182121495930596455e-01 2.707310050390978051e-01 1.941168422102445071e-02 3.453794937246845720e-02
2.792450650260011342e-03 6.477436428607304640e-04 1.360542559051809361e-03 3.829281808207749688e-02 9.308807650164639680e-02 2.708179278096280174e-03 1.129777985178663513e-01 7.448926305442153672e-02 2.288112377494505578e-02 1.580093983603274212e-03 1.491819099551710548e-01
9.294023382559064503e-03 3.238439398492121146e-02 1.204645218159939163e-01 2.271711704717558657e-03 3.575050842624048764e-02 1.103266422040412309e-02 1.157415240157444805e-02 1.261694005801126083e-02 3.430532836041516598e-02 2.237200346599050871e-01 6.585720985257670357e-03
