3.205938218119622842e-05 1.883968841778299475e-05 2.278126340917366712e-04 3.261696101932022411e-04 1.180249402894121028e-03 3.181515095067262867e-03 1.330298255107764116e-01 2.247475533982838669e-01 1.372559752780944109e-01
9.910102806501614359e-05 9.965464745078629432e-05 4.509612766368024218e-05 2.481242929748829831e-03 5.145000352755876643e-04 1.269574943675644552e-01 1.089024485651097079e-01 6.676467999024543465e-02 1.941357823088765144e-01
6.600121481793439805e-04 7.285026603226008642e-05 1.949835169413032454e-03 7.969647811288256903e-03 8.759659844026296271e-02 3.571661422227585814e-02 1.025235909643503474e-01 1.317485124596008972e-01 1.317623385185970331e-01
3.429776558199981945e-04 7.666008239853841846e-03 1.794296002922738786e-03 1.433809236261110176e-01 1.388584153741446309e-02 2.603970552477642784e-03 6.712222316163745902e-04 2.306862275424211850e-01 9.896853261136273616e-02
1.195999011840745939e-03 1.538137262034226533e-03 1.291118704212844068e-02 1.438856108582853011e-01 5.315275275691288409e-02 3.532874085352170294e-03 4.146947612091342328e-02 1.159715501879359789e-01 1.263424126745968379e-01
7.152752414319259525e-03 3.485857141792612999e-03 2.320460224557768965e-03 2.288013302070491389e-02 5.055782952396900261e-04 9.524170696016821813e-02 3.618161829519339623e-02 3.342686315853333340e-02 2.988050304894908082e-01
6.463737138498900064e-04 1.034167898330031057e-04 7.423155135535578278e-03 1.879166980833522731e-03 1.189444530371227549e-01 1.346953388406584573e-01 1.748135270427092144e-02 9.900848597546199614e-02 1.198182568224338551e-01
3.311565600180148890e-03 7.890178608676138867e-04 4.527369521695173010e-02 1.256594184947269766e-01 2.095893759940195555e-02 7.433219549718239616e-02 1.330870775983428352e-02 2.078809091142274912e-01 8.485552856627442964e-03
5.417754347343242162e-03 1.112771796180320920e-03 6.729832118504827307e-03 9.328302393200052500e-02 2.188831837252847717e-02 1.099086081193526368e-02 1.755739240202125739e-01 4.273338830731326227e-02 1.422701262939815026e-01
5.482595290182204484e-03 7.467550361544460918e-03 1.588637555252521774e-02 9.552243198263092594e-02 8.735745610933655717e-04 1.380284067837675710e-01 9.685813429370976335e-02 2.154977155808930969e-02 1.183311596164571822e-01
9.082335020733233262e-07 2.252942575004075271e-05 3.805634795517632999e-06 6.063786464659853175e-04 1.000127782735602960e-01 1.255271563124057228e-03 5.643763901368889458e-04 4.909313736437193564e-03 3.926246380962279403e-01
3.986270743454513321e-02 1.359131551157993223e-01 1.929664705780537171e-02 1.263717715720095091e-03 1.671608046954007470e-02 2.251324550710262842e-02 1.466773826385813495e-01 1.014386295498985180e-01 1.631843451100750686e-02
