7.54207e-014	1.7737e-015	1.3408e-014	2.29055e-012	4.56355e-012	7.82e-019	0.00945953	0.49054
2.79463e-006	7.8236e-006	0.499128	0.000499659	7.83247e-006	0.000124782	0.000227987	8.9402e-007
0.49799	0.00118245	0.000364154	9.56053e-005	1.98878e-005	4.90792e-005	3.60793e-005	0.000262516
6.3127e-007	4.19556e-008	5.57189e-006	6.8867e-008	9.99391e-008	3.86073e-007	0.499988	4.77224e-006
9.79643e-005	0.498011	0.00102288	0.00021288	9.72912e-005	0.000264628	1.25824e-005	0.000280513
0.00776444	0.135805	0.00141969	0.00185058	0.0177555	0.262533	0.0674325	0.00543932
0.00796644	0.138582	0.00163862	0.00375357	0.00268819	0.000447653	0.343002	0.00192116
0.00309263	0.104924	0.0017138	2.97555e-005	6.42248e-006	0.000624008	0.00176893	0.387841
0.000359612	0.0126049	0.10733	0.018015	0.0969261	0.260676	0.000615793	0.00347302
0.0237309	0.000165626	0.000443222	0.0703472	0.00108376	0.15761	0.000662837	0.245956
0.000171138	0.00178392	0.000139583	0.332158	0.0025916	0.00125058	0.000119466	0.161786
4.69556e-006	1.14423e-006	9.87877e-005	0.000316532	0.0230096	0.23968	0.20084	0.0360498
1.99154e-011	9.31582e-010	3.24352e-010	8.77342e-011	2.57158e-011	1.10367e-010	0.368824	0.131176
0.0064611	0.00209061	0.327304	0.00112141	0.147356	0.00254129	0.00771122	0.00541509
0.000163745	0.00105548	1.72966e-005	0.36384	0.000193919	2.26415e-005	0.134468	0.000239635
0.16448	0.0275234	0.149915	0.000378161	0.157383	0.000130926	0.000140718	4.92109e-005
0.119834	0.140561	0.000952719	0.00709709	0.0223333	0.203495	0.00389904	0.00182711
0.00331396	0.000445743	3.58151e-005	0.121866	0.372215	0.000721817	8.71533e-005	0.00131494
0.000295544	0.0021357	0.00704794	0.0272915	0.000809066	0.0790639	0.110739	0.272617
0.100163	0.0149605	0.00142193	0.000258633	0.109781	0.000515166	0.0265476	0.246353
0.017045	0.273212	0.0029861	0.000917017	0.00421052	0.195155	0.00250607	0.00396902
0.00251208	0.297156	0.000959623	0.00566264	0.00547815	0.0262344	0.161484	0.000513286
0.195119	0.00477859	0.175016	0.108597	0.0032259	0.00847474	0.00346176	0.00132668
0.00133925	8.02687e-005	5.71073e-005	0.155179	0.000643966	0.342138	0.000348395	0.000213557
0.00309427	0.175959	0.108722	0.00470034	0.00416638	0.20071	0.000254359	0.00239394
0.00121281	0.0122894	0.248063	0.00184351	0.00524454	0.226706	0.00155196	0.00308787
0.168145	0.0119791	0.311517	0.000584192	0.000271826	0.00144133	0.00182813	0.00423359
0.256499	0.106216	0.00707244	0.00246968	0.00141074	0.00744991	0.115415	0.00346592
0.0392027	0.00246206	0.0705501	2.8419e-005	0.000160411	0.145739	0.241698	0.000159384
0.237868	5.26961e-005	0.0105918	0.00210096	0.0161741	0.0078132	0.112359	0.113039
0.00345353	0.0750662	0.209864	0.0901697	0.0384821	0.00264075	0.00336696	0.0769568
0.00156257	0.000683159	1.85492e-006	0.000436278	0.335775	0.108256	0.051205	0.00208002
0.0805242	0.00746963	0.00148903	0.134241	0.00358864	0.000270961	0.270173	0.00224341
0.0227169	0.0836492	0.000622037	0.00103665	9.25593e-005	0.00484519	0.209563	0.177475
0.044952	0.308519	0.121146	0.0194112	0.000245193	0.00182798	0.000167729	0.00373059
0.204658	0.000683522	5.39454e-005	0.101375	0.000208	0.000720124	0.191779	0.000522634
0.0004292	0.00151878	0.000455563	0.0854238	0.171006	0.128417	0.0106417	0.102108
0.000427492	5.11551e-006	0.000788562	0.34727	7.02112e-005	0.150207	0.00119862	3.26059e-005
0.107739	0.0124138	0.116272	0.0927545	0.00623587	8.11529e-005	0.162273	0.00223027
0.011913	0.00070167	0.177633	0.191549	0.00282652	5.89435e-005	0.115248	6.99094e-005
0.113054	0.0053097	0.00111598	0.024916	0.315019	0.0319787	0.00856706	3.96986e-005
0.0153503	0.0767845	0.00266502	0.204084	0.11893	0.00597453	0.0239349	0.0522767
7.39002e-006	5.88813e-008	3.72626e-007	4.04566e-005	0.105376	0.00727732	0.000295366	0.387003
0.000244625	0.113072	0.114611	0.004364	0.11367	0.0130129	0.138956	0.00206869
0.0011879	0.239328	0.241895	0.00057525	0.00471693	0.00941285	0.00224591	0.000637914
0.00133854	0.324824	0.0165576	0.000144674	0.155868	0.000524553	0.000505265	0.000237381
0.000767485	0.00302116	0.00357996	0.175832	0.145962	0.000174104	0.167473	0.00318972
0.00022226	0.00164813	0.0908671	0.255892	0.0418207	0.0953909	0.0135853	0.000574015
0.000337822	0.00567783	0.124198	0.159956	0.197482	0.000944185	0.0107125	0.000692035
0.112874	0.140749	0.0688034	0.0211602	0.0320641	0.000748455	0.0882235	0.0353781
0.281182	0.0211155	0.000248617	0.0152419	0.165071	0.0011694	0.0119122	0.00406015
0.000247535	0.000901116	2.72114e-005	0.0282053	0.00362992	0.27579	0.000277391	0.190922
1.09256e-005	0.00101397	7.16065e-005	0.00574382	0.00174309	0.115083	0.0132232	0.36311
0.000523433	0.00634604	0.140722	0.00657352	0.109725	0.0157019	0.217435	0.00297207
0.00291015	0.234795	6.39658e-006	0.00584414	0.123619	0.10348	0.0131219	0.0162231
0.14099	0.000102211	0.0948268	0.00307368	0.00353048	0.0018965	0.00465121	0.250929
