2.997241451370379119e-06 2.144805499507457025e-05 2.109262122969989689e-02 1.613089172658298764e+00 2.875489293907709243e+00 7.956986194942016866e+00
8.942010479022113597e-07 4.474030671908498744e-05 1.091991213252667958e-01 8.923061984063342458e-03 7.141172357217887345e+00 4.660722772094185729e+00
1.416427113188251953e-04 1.196183224741317105e-03 1.781759781720250846e+00 1.558189814371351734e+00 4.180693660516775600e-08 1.163427996703305212e+01
1.232927360343691298e-09 1.041216319594487437e-08 5.810531185620690115e-06 5.257248049453878746e-06 7.120720027603414160e+00 2.778107162566105348e+00
2.337771737206807332e-07 3.652965396742566956e-03 5.103455376029371493e+00 9.945627067951342880e-08 9.472330152692464926e-07 9.556782073360821528e+00
4.164159199015261621e-06 1.193584136253838635e+00 7.232141482504209163e-06 2.064660412416829960e+00 2.232712138459392042e-04 2.195410351897529200e+00
8.538120909670668380e-08 1.360653283911670078e-03 1.676515689383368368e+00 1.995420786569674698e+00 4.177425318297541337e-03 2.642297634384559224e+00
1.193947724139544876e-03 1.966400333841601000e-07 9.029828745793048057e-06 1.693493927166764757e-06 9.245106875738356322e+00 2.056605174641336742e+00
6.697583162262654917e-08 1.681604802220055479e-07 5.966950393639919525e+00 4.534260093864059545e-08 1.127122016980404060e-07 6.319248383356113052e-02
5.901934525672722920e-01 2.379446535715448463e-06 1.745543000006451173e-04 7.117890877292206960e-05 2.399868672209077403e+00 6.125621376836619447e+00
2.136380473096698325e-03 7.308003513724214029e-05 5.574206407364188910e-05 1.721331756962030779e+00 3.085031181262254396e+00 4.581783253044699578e+00
3.136304659504572721e-04 6.240674432421529014e-04 2.651965209873595564e-06 2.901921327832090114e+00 1.406022192265943271e+00 1.191477360426131504e+01
1.699454330871499360e-07 2.103291387721070750e-10 1.163640832805372227e+00 5.101399393304438881e-04 3.221038032858905442e+00 1.060718005088181926e+01
4.705065935744352068e-05 8.551373910607127380e-05 2.232090017048485642e+00 9.379633244615748406e-05 1.423132015933246119e+00 1.185589476838668510e+01
1.061506915773198263e-06 6.672309915999110295e-03 2.226148585066090924e+00 1.625533848542654134e-04 1.898050076523129848e+00 2.061102485055021916e-02
7.570597069475600447e-11 2.718218229370917136e-07 5.402352903809616878e-05 2.472749307010973396e+00 2.317304019905167323e+00 6.083258162384422185e+00
1.157411193164153687e-06 1.878672657373039629e-05 1.703058280231239171e-03 7.709647836678599209e-01 4.731632487687181587e+00 9.398793518429025440e+00
6.324354618938725917e-10 1.185235042009586665e-09 5.458277181821125978e+00 2.487783269252640504e-04 1.271201705091850921e-06 6.741558608879081760e+00
1.886556292164552160e-06 2.666815924502950937e-09 2.521650818321687915e+00 8.860473129803616108e-08 1.342271693907069130e+00 9.556137321706387411e+00
6.229655439050738827e-09 2.939355782368839838e-07 1.262788267620334803e+00 2.048507798603034697e-04 3.215952220340235090e+00 8.029237331236561914e+00
9.636944531640729639e-05 1.308177152332704596e+00 1.148048331606742618e-04 1.445409610027243189e-09 2.033394939200480867e+00 7.703173899451913442e+00
1.376798835160510926e-08 2.038881377470855209e-06 6.867885485456566574e-02 2.691757949873161859e+00 1.456404503074681056e+00 4.328240943866885182e+00
8.468731179315001852e-06 1.453689393426442100e+00 9.694592210463632773e-05 2.120854762323950635e-03 2.102157943429279197e+00 8.215189247510190640e-02
3.186829498878979002e-11 8.659159877210705658e-11 3.577694192861250464e-08 8.151380449096815584e-01 4.592194701522079647e+00 1.138948138224439433e+01
6.988817041059818659e-10 1.239760731289377926e-09 2.442181874623567506e+00 1.158323724488623041e-04 1.526792073608800315e+00 6.806508830340426641e+00
3.698836251490599826e-05 1.572836895556832884e-03 3.699310211946074494e-05 6.929774536891897263e+00 1.539523341991742202e-05 8.603769262462650502e+00
2.928654714784188814e-09 2.116282267786457240e-07 1.815856986885768397e-09 5.369776278922844179e-09 9.995898687042698683e+00 3.582911793920118271e-07
5.320581653018348192e-07 1.146518291891873292e-01 3.676269903877952938e+00 2.535573859166370334e-02 1.020274076692182439e-07 8.186963808241795704e+00
2.293638569656498220e-07 4.631226556598981212e-05 8.754372262865045056e-07 7.203035304155839036e+00 7.482550421227477516e-03 3.780946110938242288e+00
7.044836049498886827e-06 1.169594675254694010e-08 5.623513638811316034e-04 2.720037277148467325e+00 9.861132314344507321e-01 2.642205391408617654e+00
3.319454039107465587e-05 5.256384654930141448e-09 3.796870969621239489e+00 4.689968951556197641e-01 2.608119734746708676e-03 1.321174572323791097e-01
1.641823037423277565e-02 1.509274439542048805e-06 2.209676565707757484e-05 3.873513282631322774e+00 8.692505459414895386e-01 2.233022539850813004e-01
4.302863179122885795e-02 1.460996229680855928e-03 2.214948545980301338e-03 2.150857901276349016e-01 5.201495249940155219e+00 4.427618040543670475e+00
1.010499340225551111e-05 3.560337123901977335e-04 2.435315889834855363e-01 4.471690326195840726e+00 6.985674113967754728e-02 4.295471594962217310e+00
1.586185361160302995e-06 1.175033944309489709e+00 5.794557834862776437e-06 1.698358725857702792e-03 2.584506092186517279e+00 1.802235276296771715e+00
4.545398520779487250e-01 1.064704598140738673e-02 1.702633239015781896e+00 5.433066485796631505e-03 2.859451986239051630e-03 4.469887282987983212e-02
1.355228522112558565e-11 3.828206593756723422e-12 6.056755678118798831e-07 3.160891202256728980e-05 9.129471639695541541e+00 6.956055193299588879e+00
1.058351982276093025e-09 3.094604705539575912e-03 3.012785998908078078e+00 4.746576972542294048e-01 9.728676676838730555e-06 1.199844340410792576e+01
2.146726739499327017e-06 3.659201870592073469e+00 4.803819521127591571e-03 9.657307461220019219e-05 1.703150215712903215e-08 2.063888778675936564e+00
1.336077368997968867e-03 5.701113413484011350e-01 5.617868383075980940e-05 3.117132363451894150e+00 2.845059343420205937e-08 8.724290242976927345e+00
4.802339144769742774e-01 1.378597857446020258e+00 9.719157911135898334e-06 4.552409919525713470e-08 2.549936773523765915e-07 9.496246775944738872e-02
1.216538916595751182e-09 6.327012610950766858e-13 5.740454114799057095e+00 4.599088708284835170e-05 1.330499358631192233e-06 2.025520253420796557e+00
3.122722854495190953e-10 7.829132740544434807e-10 1.309701883574688921e-04 7.333552908975109474e+00 1.988430641809712326e-07 6.096972633717134826e+00
3.875602093494632166e-06 1.110874238026557492e+00 5.228651209296588265e-04 2.038022889132915960e+00 9.179956445982909857e-04 4.682584683215440080e+00
1.212286363547356608e-07 1.667564610585256513e-02 4.392020129563675157e-01 7.532420928227556711e-01 1.203709526207763059e+00 4.351847776480058272e+00
6.564862766607724165e-01 7.263528413297619217e-04 6.066351351550873256e-04 1.473519836965368812e+00 3.150218741667590487e-08 9.733755776771822354e+00
7.116422335092248560e-05 3.866264574266461431e-04 1.784155993949329888e+00 1.849252520921885967e+00 4.130768980067864951e-07 6.692467002114593555e+00
1.878923565460238976e+00 4.834966782274437505e-03 8.405761048431529617e-06 2.012175641875283555e-04 1.558628004694737946e-07 3.005287707497394933e-02
6.739168165356690388e-01 1.109923178564830204e-04 1.023109879808889011e-04 1.694541972736887780e+00 1.016611346525326566e-02 4.501985344546026724e-01
2.859100832794389359e-09 4.382555171501969006e-12 1.548965678779157695e+00 1.670112026372212226e-05 3.049096292173178568e+00 1.925343578235723108e+00
1.742635182394943067e-14 4.295954510692976625e-09 5.630074640798496510e+00 7.896381687042112430e-06 4.164653965210849526e-08 4.160094816635819370e+00
2.428861643365355281e-04 3.134175833045033804e-02 2.726554452840051004e-05 1.586331260295766876e+00 2.427280515143984907e+00 1.096880592195969584e+01
6.242878546774742792e-14 4.444331455905700650e-13 1.824177972695659950e-15 2.511536550147302353e-14 9.375999799568100812e+00 4.415198805528967263e+00
1.089799145195602502e-05 5.503368361349181083e-07 3.995090613111702227e-09 2.390156630723899500e+00 2.819712328409160751e+00 7.504599505430098461e-02
2.843230034895308155e-07 5.660806133302555623e-05 2.594154893187637528e-09 7.659897267948250210e+00 2.302422139414244811e-05 1.629461118702189015e+00
1.325608168388628600e-03 3.749866613217966299e-02 9.389118182031870163e-04 4.792586386427164058e+00 6.375592886321111707e-02 1.180950693076954394e+01
5.447821255365158743e-06 2.241736727231488369e-01 4.944782411985192486e-03 4.930366703263505679e-02 4.918564461317865621e+00 7.572468011515845809e+00
1.094516908881056419e-02 4.822995678670233266e-01 1.347008744031161914e-02 9.312314871194313619e-06 4.104111609854795617e+00 8.948379996187583174e-05
1.686655779729685457e-17 1.200737333102609415e-16 1.329823988389720760e-12 2.300741906426330924e-14 8.923227971287175819e+00 9.506657939814035174e+00
