1.556576930162358526e-05 4.088196901036307930e-08 5.696941609638133883e-04 1.602266294967555904e+00 9.546103861697565400e-07 4.186377136672629007e+00 5.074971424090715999e+00
6.860599341987620407e-08 3.192914947094570430e-11 3.219942026707805019e-05 1.342703433362683718e+00 4.010056567062974864e+00 1.885074026673733789e-04 4.291402687592102971e+00
1.009646669294252372e-09 1.347121352221481476e-06 1.199413664440330965e-03 6.620783334546275704e-05 6.566642360239962173e+00 1.061305411625927127e-04 3.066483547644678787e+00
1.318892897015878788e-03 1.374982622954127098e+00 2.881806058876530598e-04 2.484071325136859732e-04 5.307596665007903386e-08 1.948106318047898355e+00 1.149582985760795850e+01
1.252095191296646301e-05 1.062299926839473932e-03 1.077078282324412607e-12 1.224340092397592428e-07 3.916098833704169557e+00 1.445800776583162417e+00 1.399742322514430981e+01
3.099675136401235574e-08 3.241657537452802469e-06 3.263529997273668850e-04 9.840244965715796626e-09 3.968229960786984645e+00 2.075204530812748693e+00 3.451033586371134554e+00
1.315583058488279455e-06 1.808505078662591380e-03 3.787906446856646042e-02 2.225863399961584665e+00 1.762597924472188507e-02 2.158416915251315515e+00 3.077275493360398961e+00
3.448177426204973518e-04 2.341694347195384977e-07 1.514563558499613771e+00 4.259144610700349443e-02 5.383548462142739160e-03 2.128800408210797190e+00 1.347885472514333038e+01
1.845686587564242309e+00 3.165751310977140808e-03 2.772311530212510575e-03 5.039805140612068147e-07 2.231181723858958554e-04 4.172226410039570976e-07 5.591342170331303763e-03
3.447878366806480593e-08 6.941768401448561530e-04 3.309943801547463495e-08 2.507495874906942923e+00 2.141878517846674157e+00 2.038762285482560287e-04 8.032089046091513751e+00
3.380793106327653597e-06 1.226174428162371655e+00 6.570922105810361865e-04 1.235363516235167200e-02 1.868297970110004869e+00 4.781819132133033117e-04 9.577562204887891895e+00
3.259674631548313844e-07 2.313615900102134048e-05 7.649982658490596735e-03 4.276237545304474530e+00 7.796202829858895971e-05 2.074917070778269437e-03 1.153785730391492415e+01
2.045324882180048686e-04 1.027832078192979253e-04 1.587925641563374901e+00 8.515224457504318558e-04 2.071428780183995233e+00 4.633329780898755301e-02 8.048469545342820552e+00
2.931778523021347677e-05 9.950835293055317708e-06 5.170696801280119104e+00 1.534207256100886480e-03 1.594548553902809681e-04 8.845703294247720823e-08 1.108770501890917970e+01
1.621606008327617587e+00 7.290320616658114636e-04 2.209066745086181536e-03 2.798901436898783401e-06 2.556666997888511900e-02 3.451383283486900762e-05 6.878173667907778288e+00
8.626912829086614950e-11 1.339618273782695881e-06 1.568387301524516634e-10 2.054263341452558793e-04 4.035384580518124764e+00 2.307150672361306665e+00 3.749625749717289125e-02
3.514393160697484387e-05 1.785331383656015011e-05 7.615153874560583571e-10 1.817342931384483348e-05 3.715907765953931907e+00 2.133176163195696695e+00 7.298071071008654265e+00
1.138387619531096230e-11 4.726216889437624632e-11 3.793718619421149695e-05 2.671057505516450270e+00 1.668237575175156362e+00 2.088781523350957247e-04 1.399956101235289374e+01
1.240550564906283413e-04 8.481825907829036954e-05 1.510292337838875287e+00 1.074300922667963148e-04 1.847661959205853860e-03 3.192276335074164528e+00 7.596095897656560680e+00
2.595313522816386430e-07 7.729399921140423077e-05 1.724867932733396147e-08 1.581226697785139073e-08 2.443185095443884953e-04 1.073556207689968645e+01 9.353975323668784370e+00
1.887917760418917474e-04 1.556949558419516971e-03 1.371672170173255203e-04 2.366330592977189173e+00 2.091673578578901349e+00 3.367925433582642319e-07 1.064191295076041044e+01
1.312365339989648597e-06 4.157480974163178106e-02 1.436462080248957385e+00 3.883087385546293152e-03 2.257439173131793098e+00 8.011249770927812328e-05 2.474967718188138655e+00
6.253693350609195796e-07 1.035317217299172587e-03 8.327763140975847847e-06 2.656999913609503145e-10 1.218933101583748845e-05 1.094057157525631396e+01 5.292848641225674555e+00
4.307633517576005006e-05 2.349792533724155419e-01 5.597331553687265402e-04 4.375746558678993495e-03 1.722521064785643485e+00 2.043855484262618205e+00 4.291402687592102971e+00
1.671059183938251021e-06 1.215014506037837450e+00 1.218532415513791161e-03 1.891439287175635586e+00 4.136983853018524578e-05 4.042048110719076722e-08 4.633529506992045022e+00
7.831066427984411770e-05 2.066657166497899711e-02 7.782053015321309906e-03 6.902658586722466849e-02 2.443773089979349982e-06 8.080654401293822175e+00 7.610041475043704651e+00
