1.664862537636493186e-17 1.472383977428685371e-17 1.982445580504801664e-16 1.495911466712718648e-13 6.281778366009190137e-14 2.586096029726137006e-11 1.662274757495912266e-11 1.241050181463825905e-10 2.387588898784202578e-08 1.626730658965288537e-04 6.772235314645959292e+00 2.782016337348180643e-03 6.265441773194472930e+00 5.171514722302201876e-04 1.068488549982277635e-03 1.520506122524864327e-02 1.129590689580879381e-01
2.347410570283007877e-19 2.856805645320514802e-19 2.794505122820740973e-18 1.129853604883919424e-14 1.055472608213517036e-13 2.363722387747768578e-12 2.484515434739136769e-13 1.104192038023073598e-10 2.712177199829707685e-12 3.788344410086806990e-08 9.388265557301300995e-05 9.054545400615348835e-03 6.497589581543112836e+00 4.728449996057317809e-04 8.509102012210618682e+00 5.999161163175793007e-04 9.306496422017886516e+00
2.575291412647566583e-10 2.598902412356626164e-10 5.230609134596375170e-11 2.392396046348074536e-10 1.322699393443636932e-05 6.832811991818075418e-04 4.568371945834091494e-05 4.137327130609526392e-05 4.601071750305980588e-06 2.047566294201714981e-06 4.710566855838013565e-05 9.336861820782199313e-08 4.859715823011974231e-06 7.259574982236432383e+00 7.731654683147403340e+00 1.415329564627603245e-04 2.428887314929029273e+01
3.832101543672891220e-16 2.293724459476107880e-14 6.621177722164126950e-12 9.561678506113767183e-14 1.216796484659478055e-10 2.891371536294022069e-12 1.723693448386745887e-11 6.343152365318474927e-09 3.867748373099906976e-06 5.370969278494108607e-10 2.975034104968047482e-04 2.717447873436825834e-06 8.638698036258416479e+00 2.421839263484455241e-04 7.429711863843448505e+00 1.885458640143552382e-04 3.864651802622831589e-02
3.743735582979122041e-20 2.380582526677747099e-20 8.828970097264152392e-19 5.632993924364720754e-19 5.065285068128627100e-15 2.893123335541582856e-13 2.612121180020616049e-14 3.151056047785580951e-14 5.083247846844477766e-13 1.769130425651340007e-08 2.041887339699258023e-05 1.698210699556786275e-10 6.520427600322859618e+00 7.741669915146662226e-06 6.969946915844289492e+00 4.230040825546840403e-05 3.323036076827031593e+01
5.191252190750243006e-08 3.565943985314834600e-08 2.366192622603775272e-06 1.412562132768954822e-06 1.081825568307822741e-06 2.504948003837159870e-05 4.328537445149366984e-06 2.598560957128248544e-06 1.892216782326344160e-01 1.570636519226983538e-02 2.808613102977412790e-03 6.576353928822741869e-04 6.457416898843891140e+00 5.829335677803364923e+00 2.158705369150010385e-03 9.797931548414360106e-03 1.098429669220135629e-02
2.370990569090614339e-13 1.332968315271895773e-13 5.459777514844981270e-12 3.378217878629369345e-12 1.522003133026618641e-14 4.286101378632587560e-12 4.584522022395828046e-11 1.567449585251540984e-09 3.420423014663580963e-08 3.250470882132630476e-09 2.667145396084209157e-04 6.559699708598326851e+00 7.752750305058036417e+00 2.521417473398402699e-03 1.468599320861954422e-04 7.883374770795209465e-05 4.009332844091950676e-02
2.012659277975146288e-15 1.447027054095828442e-15 3.373025219921600615e-16 2.981315563698404855e-16 2.790602621804603847e-10 1.481745767480809690e-08 1.266327961331148384e-09 6.556196258404919643e-06 2.208966673025496924e-07 1.739435949785790927e-02 3.211396396150027971e-04 4.296198454873612830e-05 1.635925925863201112e-06 7.594842646760028515e+00 7.561674064326630251e+00 1.660799828087326921e-04 1.179303951321900712e+01
8.405693562635362578e-09 6.107076631925527210e-09 1.002656181389741879e-09 1.464247099381623442e-10 1.011293761499738596e-08 2.650585262929053038e-06 2.845641507832868038e-07 9.254405028134498690e-04 3.792655004681047548e-02 1.626403304766936131e+01 3.372635457977748140e-05 4.370897910922016736e-06 1.547511683338049235e-03 3.205579348582187921e-05 1.950256492032088939e-03 7.539120788641394497e-05 2.196097394318462293e+01
1.134244945220327860e-17 7.326650383924636720e-18 8.109475057469844820e-18 4.119305781440938379e-17 2.036308104921332913e-13 2.308977570823144162e-12 8.367448596724037471e-13 7.008820732664272189e-14 7.816374760023578632e-15 1.874003579183243969e-07 1.848357069941461717e+01 2.559737977680559041e-06 7.000961729324561020e-04 2.682436134136935172e-05 7.281967318452103984e-06 4.594843661020220371e-05 3.382864805027394084e+01
3.004500449282779871e-11 7.790183104565004383e-11 3.320021375724509535e-11 1.886687212670732035e-13 3.578863362376821249e-10 5.248002584957158651e-08 3.423165030861908825e-09 6.859535969333646160e-09 5.336408847810184332e-06 6.603073203577303121e-04 1.376084582378341095e-05 1.903887161938825115e-10 7.889821970233518833e+00 7.502959890269833565e-04 1.101806387186259008e-04 6.209361813458253110e+00 3.336818352904578688e+01
8.801609792081047520e-10 5.687915917670745176e-10 1.204243781136653856e-10 2.479346943345902297e-09 1.435647626223525866e-08 1.244411153347301942e-06 1.210396293655247680e-07 3.329818841843201500e-04 1.418006919427215556e-08 6.211398944119683740e+00 3.655153610292309705e-03 9.748670435668481736e-07 4.621018348368702874e-04 1.039569548905079857e-05 1.412036613567366726e-02 6.827508757581693288e+00 1.011567841430425929e+01
